"year","week","name","value","week_abs"
2020,4,"CARRINGTON",669,26
2020,4,"CHULLORA",1054,26
2020,4,"EARLWOOD",864,26
2020,4,"GOULBURN",1799,26
2020,4,"GUNNEDAH",493,26
2020,4,"LIVERPOOL",891,26
2020,4,"NARRABRI",335,26
2020,4,"NEWCASTLE",642,26
2020,4,"OAKDALE",1150,26
2020,4,"ORANGE",1073,26
2020,4,"PROSPECT",1233,26
2020,4,"RANDWICK",877,26
2020,4,"RICHMOND",1122,26
2020,4,"SINGLETON",606,26
2020,4,"STOCKTON",907,26
2020,4,"TAMWORTH",537,26
2020,4,"WARKWORTH",637,26
2020,4,"WOLLONGONG",821,26
2020,4,"WYBONG",347,26
2020,4,"WYONG",785,26
2020,5,"ABERDEEN",472,27
2020,5,"ALBURY",770,27
2020,5,"ARMIDALE",309,27
2020,5,"BARGO",759,27
2020,5,"BATHURST",669,27
2020,5,"BERESFIELD",569,27
2020,5,"BRINGELLY",747,27
2020,5,"BULGA",522,27
2020,5,"CAMBERWELL",556,27
2020,5,"CAMDEN",776,27
2020,5,"CARRINGTON",493,27
2020,5,"CHULLORA",674,27
2020,5,"EARLWOOD",551,27
2020,5,"GOULBURN",792,27
2020,5,"GUNNEDAH",484,27
2020,5,"LIVERPOOL",514,27
2020,5,"NARRABRI",421,27
2020,5,"NEWCASTLE",490,27
2020,5,"OAKDALE",775,27
2020,5,"ORANGE",753,27
2020,5,"PROSPECT",776,27
2020,5,"RANDWICK",511,27
2020,5,"RICHMOND",734,27
2020,5,"SINGLETON",518,27
2020,5,"STOCKTON",642,27
2020,5,"TAMWORTH",315,27
2020,5,"WARKWORTH",605,27
2020,5,"WOLLONGONG",474,27
2020,5,"WYBONG",531,27
2020,5,"WYONG",517,27
2020,6,"ABERDEEN",163,28
2020,6,"ALBURY",740,28
2020,6,"ARMIDALE",58,28
2020,6,"BARGO",300,28
2020,6,"BATHURST",131,28
2020,6,"BERESFIELD",259,28
2020,6,"BRINGELLY",305,28
2020,6,"BULGA",156,28
2020,6,"CAMBERWELL",130,28
2020,6,"CAMDEN",286,28
2020,6,"CARRINGTON",397,28
2020,6,"CHULLORA",266,28
2020,6,"EARLWOOD",261,28
2020,6,"GOULBURN",325,28
2020,6,"GUNNEDAH",317,28
2020,6,"LIVERPOOL",193,28
2020,6,"NARRABRI",98,28
2020,6,"NEWCASTLE",373,28
2020,6,"OAKDALE",312,28
2020,6,"ORANGE",135,28
2020,6,"PROSPECT",303,28
2020,6,"RANDWICK",355,28
2020,6,"RICHMOND",260,28
2020,6,"SINGLETON",164,28
2020,6,"STOCKTON",858,28
2020,6,"TAMWORTH",95,28
2020,6,"WARKWORTH",259,28
2020,6,"WOLLONGONG",334,28
2020,6,"WYBONG",173,28
2020,6,"WYONG",274,28
2020,7,"ABERDEEN",215,29
2020,7,"ALBURY",244,29
2020,7,"ARMIDALE",99,29
2020,7,"BARGO",257,29
2020,7,"BATHURST",169,29
2020,7,"BERESFIELD",270,29
2020,7,"BRINGELLY",286,29
2020,7,"BULGA",238,29
2020,7,"CAMBERWELL",250,29
2020,7,"CAMDEN",262,29
2020,7,"CARRINGTON",305,29
2020,7,"CHULLORA",265,29
2020,7,"EARLWOOD",244,29
2020,7,"GOULBURN",282,29
2020,7,"GUNNEDAH",364,29
2020,7,"LIVERPOOL",227,29
2020,7,"NARRABRI",109,29
2020,7,"NEWCASTLE",328,29
2020,7,"OAKDALE",303,29
2020,7,"ORANGE",182,29
2020,7,"PROSPECT",295,29
2020,7,"RANDWICK",300,29
2020,7,"RICHMOND",291,29
2020,7,"SINGLETON",239,29
2020,7,"STOCKTON",521,29
2020,7,"TAMWORTH",144,29
2020,7,"WARKWORTH",302,29
2020,7,"WOLLONGONG",253,29
2020,7,"WYBONG",233,29
2020,7,"WYONG",264,29
2020,8,"ABERDEEN",290,30
2020,8,"ALBURY",288,30
2020,8,"ARMIDALE",200,30
2020,8,"BARGO",325,30
2020,8,"BATHURST",255,30
2020,8,"BERESFIELD",365,30
2020,8,"BRINGELLY",311,30
2020,8,"BULGA",291,30
2020,8,"CAMBERWELL",318,30
2020,8,"CAMDEN",301,30
2020,8,"CARRINGTON",381,30
2020,8,"CHULLORA",269,30
2020,8,"EARLWOOD",249,30
2020,8,"GOULBURN",311,30
2020,8,"GUNNEDAH",412,30
2020,8,"LIVERPOOL",256,30
2020,8,"NARRABRI",234,30
2020,8,"NEWCASTLE",253,30
2020,8,"OAKDALE",341,30
2020,8,"ORANGE",230,30
2020,8,"PROSPECT",315,30
2020,8,"RANDWICK",282,30
2020,8,"RICHMOND",296,30
2020,8,"SINGLETON",287,30
2020,8,"STOCKTON",529,30
2020,8,"TAMWORTH",186,30
2020,8,"WARKWORTH",352,30
2020,8,"WOLLONGONG",269,30
2020,8,"WYBONG",321,30
2020,8,"WYONG",277,30
2020,9,"ABERDEEN",313,31
2020,9,"ALBURY",379,31
2020,9,"ARMIDALE",154,31
2020,9,"BARGO",394,31
2020,9,"BATHURST",398,31
2020,9,"BERESFIELD",361,31
2020,9,"BRINGELLY",386,31
2020,9,"BULGA",326,31
2020,9,"CAMBERWELL",407,31
2020,9,"CAMDEN",385,31
2020,9,"CARRINGTON",348,31
2020,9,"CHULLORA",380,31
2020,9,"EARLWOOD",355,31
2020,9,"GOULBURN",358,31
2020,9,"GUNNEDAH",356,31
2020,9,"LIVERPOOL",410,31
2020,9,"NARRABRI",216,31
2020,9,"NEWCASTLE",421,31
2020,9,"OAKDALE",354,31
2020,9,"ORANGE",298,31
2020,9,"PROSPECT",398,31
2020,9,"RANDWICK",387,31
2020,9,"RICHMOND",379,31
2020,9,"SINGLETON",355,31
2020,9,"STOCKTON",631,31
2020,9,"TAMWORTH",219,31
2020,9,"WARKWORTH",402,31
2020,9,"WOLLONGONG",314,31
2020,9,"WYBONG",326,31
2020,9,"WYONG",348,31
2020,10,"ABERDEEN",176,32
2020,10,"ALBURY",201,32
2020,10,"ARMIDALE",89,32
2020,10,"BARGO",207,32
2020,10,"BATHURST",85,32
2020,10,"BERESFIELD",202,32
2020,10,"BRINGELLY",161,32
2020,10,"BULGA",161,32
2020,10,"CAMBERWELL",182,32
2020,10,"CAMDEN",201,32
2020,10,"CARRINGTON",311,32
2020,10,"CHULLORA",207,32
2020,10,"EARLWOOD",201,32
2020,10,"GOULBURN",218,32
2020,10,"GUNNEDAH",240,32
2020,10,"LIVERPOOL",190,32
2020,10,"NARRABRI",117,32
2020,10,"NEWCASTLE",336,32
2020,10,"OAKDALE",258,32
2020,10,"ORANGE",97,32
2020,10,"PROSPECT",230,32
2020,10,"RANDWICK",245,32
2020,10,"RICHMOND",227,32
2020,10,"SINGLETON",177,32
2020,10,"STOCKTON",557,32
2020,10,"TAMWORTH",115,32
2020,10,"WARKWORTH",256,32
2020,10,"WOLLONGONG",210,32
2020,10,"WYBONG",213,32
2020,10,"WYONG",231,32
2020,11,"ABERDEEN",25,33
2020,11,"ALBURY",33,33
2020,11,"ARMIDALE",5,33
2020,11,"BARGO",32,33
2020,11,"BATHURST",-1,33
2020,11,"BERESFIELD",23,33
2020,11,"BRINGELLY",18,33
2020,11,"BULGA",23,33
2020,11,"CAMBERWELL",24,33
2020,11,"CAMDEN",31,33
2020,11,"CARRINGTON",28,33
2020,11,"CHULLORA",28,33
2020,11,"EARLWOOD",26,33
2020,11,"GOULBURN",36,33
2020,11,"GUNNEDAH",22,33
2020,11,"LIVERPOOL",24,33
2020,11,"NARRABRI",16,33
2020,11,"NEWCASTLE",23,33
2020,11,"OAKDALE",36,33
2020,11,"ORANGE",6,33
2020,11,"PROSPECT",31,33
2020,11,"RANDWICK",28,33
2020,11,"RICHMOND",31,33
2020,11,"SINGLETON",22,33
2020,11,"STOCKTON",44,33
2020,11,"TAMWORTH",-1,33
2020,11,"WARKWORTH",57,33
2020,11,"WOLLONGONG",22,33
2020,11,"WYBONG",36,33
2020,11,"WYONG",27,33
