"week","name","state","DOY","value"
28,"X20142015","Queensland",1351,310
28,"X20142015","Victoria",1351,24.3
28,"X20152016","New South Wales",1351,98
28,"X20152016","Queensland",1351,679
28,"X20152016","Victoria",1351,13.2
28,"X20162017","New South Wales",1351,55
28,"X20162017","Queensland",1351,244
28,"X20162017","Victoria",1351,9.3
28,"X20172018","New South Wales",1351,51
28,"X20172018","Queensland",1351,614
28,"X20172018","Victoria",1351,24.5
28,"X20182019","New South Wales",1351,97
28,"X20182019","Queensland",1351,448
28,"X20182019","Victoria",1351,58.1
28,"X20192020","New South Wales",1351,NA
28,"X20192020","Queensland",1351,NA
28,"X20192020","Victoria",1351,NA
29,"X20022003","New South Wales",1400,3551
29,"X20022003","Queensland",1400,592
29,"X20022003","Victoria",1400,2749
29,"X20032004","New South Wales",1400,37.1
29,"X20032004","Queensland",1400,31.2
29,"X20032004","Victoria",1400,13.4
29,"X20042005","New South Wales",1400,154
29,"X20042005","Queensland",1400,891
29,"X20042005","Victoria",1400,47.3
29,"X20052006","New South Wales",1400,29
29,"X20052006","Queensland",1400,272
29,"X20052006","Victoria",1400,41.4
29,"X20062007","New South Wales",1400,721
29,"X20062007","Queensland",1400,283
29,"X20062007","Victoria",1400,1385.3
29,"X20072008","New South Wales",1400,19.2
29,"X20072008","Queensland",1400,98.1
29,"X20072008","Victoria",1400,10.1
29,"X20082009","New South Wales",1400,65.1
29,"X20082009","Queensland",1400,334
29,"X20082009","Victoria",1400,10.4
29,"X20092010","New South Wales",1400,74
29,"X20092010","Queensland",1400,2213
29,"X20092010","Victoria",1400,38.2
29,"X20102011","New South Wales",1400,50.2
29,"X20102011","Queensland",1400,132
29,"X20102011","Victoria",1400,3.5
29,"X20112012","New South Wales",1400,16.1
29,"X20112012","Queensland",1400,1299
29,"X20112012","Victoria",1400,10.3
29,"X20122013","New South Wales",1400,618
29,"X20122013","Queensland",1400,3176
29,"X20122013","Victoria",1400,408.2
29,"X20132014","New South Wales",1400,734
29,"X20132014","Queensland",1400,1170
29,"X20132014","Victoria",1400,1369
29,"X20142015","New South Wales",1400,63.1
29,"X20142015","Queensland",1400,195
29,"X20142015","Victoria",1400,10.5
29,"X20152016","New South Wales",1400,171
29,"X20152016","Queensland",1400,429
29,"X20152016","Victoria",1400,8.3
29,"X20162017","New South Wales",1400,132
29,"X20162017","Queensland",1400,203
29,"X20162017","Victoria",1400,21.4
29,"X20172018","New South Wales",1400,679
29,"X20172018","Queensland",1400,623
29,"X20172018","Victoria",1400,41.1
29,"X20182019","New South Wales",1400,145
29,"X20182019","Queensland",1400,568
29,"X20182019","Victoria",1400,8.4
29,"X20192020","New South Wales",1400,NA
29,"X20192020","Queensland",1400,NA
29,"X20192020","Victoria",1400,NA
30,"X20022003","New South Wales",1449,4194
30,"X20022003","Queensland",1449,711
30,"X20022003","Victoria",1449,5967
30,"X20032004","New South Wales",1449,95
30,"X20032004","Queensland",1449,211
30,"X20032004","Victoria",1449,7.3
30,"X20042005","New South Wales",1449,69.1
30,"X20042005","Queensland",1449,340
30,"X20042005","Victoria",1449,24.6
30,"X20052006","New South Wales",1449,54
30,"X20052006","Queensland",1449,266
30,"X20052006","Victoria",1449,1602
30,"X20062007","New South Wales",1449,179.2
30,"X20062007","Queensland",1449,139
30,"X20062007","Victoria",1449,40.2
30,"X20072008","New South Wales",1449,21
30,"X20072008","Queensland",1449,117
30,"X20072008","Victoria",1449,1.6
30,"X20082009","New South Wales",1449,44.1
30,"X20082009","Queensland",1449,71.1
30,"X20082009","Victoria",1449,3.6
30,"X20092010","New South Wales",1449,131
30,"X20092010","Queensland",1449,1364
30,"X20092010","Victoria",1449,74.1
30,"X20102011","New South Wales",1449,83
30,"X20102011","Queensland",1449,175
30,"X20102011","Victoria",1449,1.6
30,"X20112012","New South Wales",1449,48.2
30,"X20112012","Queensland",1449,638
30,"X20112012","Victoria",1449,14.3
30,"X20122013","New South Wales",1449,174
30,"X20122013","Queensland",1449,1042
30,"X20122013","Victoria",1449,353
30,"X20132014","New South Wales",1449,353.1
30,"X20132014","Queensland",1449,1015
30,"X20132014","Victoria",1449,349.2
30,"X20142015","New South Wales",1449,41
30,"X20142015","Queensland",1449,156.1
30,"X20142015","Victoria",1449,1.6
30,"X20152016","New South Wales",1449,42.1
30,"X20152016","Queensland",1449,355
30,"X20152016","Victoria",1449,7.4
30,"X20162017","New South Wales",1449,71.1
30,"X20162017","Queensland",1449,375
30,"X20162017","Victoria",1449,15.4
30,"X20172018","New South Wales",1449,794
30,"X20172018","Queensland",1449,448
30,"X20172018","Victoria",1449,20.4
30,"X20182019","New South Wales",1449,226
30,"X20182019","Queensland",1449,504
30,"X20182019","Victoria",1449,134
30,"X20192020","New South Wales",1449,NA
30,"X20192020","Queensland",1449,NA
30,"X20192020","Victoria",1449,NA
31,"X20022003","New South Wales",1498,1742
31,"X20022003","Queensland",1498,793
31,"X20022003","Victoria",1498,2983
31,"X20032004","New South Wales",1498,111
31,"X20032004","Queensland",1498,263
31,"X20032004","Victoria",1498,1.6
31,"X20042005","New South Wales",1498,113
31,"X20042005","Queensland",1498,285
31,"X20042005","Victoria",1498,44.1
31,"X20052006","New South Wales",1498,93
31,"X20052006","Queensland",1498,607
31,"X20052006","Victoria",1498,39.3
31,"X20062007","New South Wales",1498,148
31,"X20062007","Queensland",1498,279
31,"X20062007","Victoria",1498,79
31,"X20072008","New South Wales",1498,46
31,"X20072008","Queensland",1498,262
31,"X20072008","Victoria",1498,3.5
31,"X20082009","New South Wales",1498,127
31,"X20082009","Queensland",1498,100
31,"X20082009","Victoria",1498,142.1
31,"X20092010","New South Wales",1498,25
31,"X20092010","Queensland",1498,299.1
31,"X20092010","Victoria",1498,20.1
31,"X20102011","New South Wales",1498,116
31,"X20102011","Queensland",1498,602
31,"X20102011","Victoria",1498,19.5
31,"X20112012","New South Wales",1498,0.7
31,"X20112012","Queensland",1498,31.2
31,"X20112012","Victoria",1498,19.4
31,"X20122013","New South Wales",1498,71
31,"X20122013","Queensland",1498,1305
31,"X20122013","Victoria",1498,55.2
31,"X20132014","New South Wales",1498,229
31,"X20132014","Queensland",1498,407
31,"X20132014","Victoria",1498,290
31,"X20142015","New South Wales",1498,32
31,"X20142015","Queensland",1498,257
31,"X20142015","Victoria",1498,4.4
31,"X20152016","New South Wales",1498,60.1
31,"X20152016","Queensland",1498,97
31,"X20152016","Victoria",1498,5.6
31,"X20162017","New South Wales",1498,79
31,"X20162017","Queensland",1498,323
31,"X20162017","Victoria",1498,4.5
31,"X20172018","New South Wales",1498,66
31,"X20172018","Queensland",1498,197
31,"X20172018","Victoria",1498,6.4
31,"X20182019","New South Wales",1498,210
31,"X20182019","Queensland",1498,210
31,"X20182019","Victoria",1498,197.1
31,"X20192020","New South Wales",1498,NA
31,"X20192020","Queensland",1498,NA
31,"X20192020","Victoria",1498,NA
32,"X20022003","New South Wales",1547,1020
32,"X20022003","Queensland",1547,246
32,"X20022003","Victoria",1547,2894
32,"X20032004","New South Wales",1547,123
32,"X20032004","Queensland",1547,167
32,"X20032004","Victoria",1547,24.3
32,"X20042005","New South Wales",1547,144
32,"X20042005","Queensland",1547,858
32,"X20042005","Victoria",1547,0.7
32,"X20052006","New South Wales",1547,275
32,"X20052006","Queensland",1547,601
32,"X20052006","Victoria",1547,18.3
32,"X20062007","New South Wales",1547,383
32,"X20062007","Queensland",1547,395
32,"X20062007","Victoria",1547,67.2
32,"X20072008","New South Wales",1547,26.3
32,"X20072008","Queensland",1547,84
32,"X20072008","Victoria",1547,3.6
32,"X20082009","New South Wales",1547,199
32,"X20082009","Queensland",1547,328
32,"X20082009","Victoria",1547,1117
32,"X20092010","New South Wales",1547,22.2
32,"X20092010","Queensland",1547,272
32,"X20092010","Victoria",1547,3.6
32,"X20102011","New South Wales",1547,61.1
32,"X20102011","Queensland",1547,78.1
32,"X20102011","Victoria",1547,4.6
32,"X20112012","New South Wales",1547,46.1
32,"X20112012","Queensland",1547,210
32,"X20112012","Victoria",1547,8.5
32,"X20122013","New South Wales",1547,87
32,"X20122013","Queensland",1547,2195
32,"X20122013","Victoria",1547,329
32,"X20132014","New South Wales",1547,95
32,"X20132014","Queensland",1547,241
32,"X20132014","Victoria",1547,1455
32,"X20142015","New South Wales",1547,114
32,"X20142015","Queensland",1547,322
32,"X20142015","Victoria",1547,8.5
32,"X20152016","New South Wales",1547,98.1
32,"X20152016","Queensland",1547,68
32,"X20152016","Victoria",1547,6.5
32,"X20162017","New South Wales",1547,149
32,"X20162017","Queensland",1547,259
32,"X20162017","Victoria",1547,10.4
32,"X20172018","New South Wales",1547,111
32,"X20172018","Queensland",1547,272
32,"X20172018","Victoria",1547,5.4
32,"X20182019","New South Wales",1547,112
32,"X20182019","Queensland",1547,89.2
32,"X20182019","Victoria",1547,98.5
32,"X20192020","New South Wales",1547,NA
32,"X20192020","Queensland",1547,NA
32,"X20192020","Victoria",1547,NA
33,"X20022003","New South Wales",1596,253
33,"X20022003","Queensland",1596,244
33,"X20022003","Victoria",1596,1116
33,"X20032004","New South Wales",1596,101
33,"X20032004","Queensland",1596,292
33,"X20032004","Victoria",1596,9.3
33,"X20042005","New South Wales",1596,97.1
33,"X20042005","Queensland",1596,536
33,"X20042005","Victoria",1596,1.6
33,"X20052006","New South Wales",1596,190
33,"X20052006","Queensland",1596,313
33,"X20052006","Victoria",1596,9.5
33,"X20062007","New South Wales",1596,196
33,"X20062007","Queensland",1596,376
33,"X20062007","Victoria",1596,5.4
33,"X20072008","New South Wales",1596,67.1
33,"X20072008","Queensland",1596,22.2
33,"X20072008","Victoria",1596,2.5
33,"X20082009","New South Wales",1596,43.4
33,"X20082009","Queensland",1596,126.1
33,"X20082009","Victoria",1596,1152
33,"X20092010","New South Wales",1596,33.1
33,"X20092010","Queensland",1596,154
33,"X20092010","Victoria",1596,4.5
33,"X20102011","New South Wales",1596,45
33,"X20102011","Queensland",1596,173
33,"X20102011","Victoria",1596,3.5
33,"X20112012","New South Wales",1596,54
33,"X20112012","Queensland",1596,372
33,"X20112012","Victoria",1596,1.6
33,"X20122013","New South Wales",1596,136
33,"X20122013","Queensland",1596,277
33,"X20122013","Victoria",1596,282
33,"X20132014","New South Wales",1596,89.2
33,"X20132014","Queensland",1596,216
33,"X20132014","Victoria",1596,580
33,"X20142015","New South Wales",1596,103
33,"X20142015","Queensland",1596,128
33,"X20142015","Victoria",1596,11.3
33,"X20152016","New South Wales",1596,170
33,"X20152016","Queensland",1596,239
33,"X20152016","Victoria",1596,9.5
33,"X20162017","New South Wales",1596,456
33,"X20162017","Queensland",1596,271
33,"X20162017","Victoria",1596,0.7
33,"X20172018","New South Wales",1596,490
33,"X20172018","Queensland",1596,386
33,"X20172018","Victoria",1596,4.4
33,"X20182019","New South Wales",1596,720
33,"X20182019","Queensland",1596,1204
33,"X20182019","Victoria",1596,30.3
33,"X20192020","New South Wales",1596,NA
33,"X20192020","Queensland",1596,NA
33,"X20192020","Victoria",1596,NA
34,"X20022003","New South Wales",1645,36.2
34,"X20022003","Queensland",1645,340
34,"X20022003","Victoria",1645,486.2
34,"X20032004","New South Wales",1645,91
34,"X20032004","Queensland",1645,135
34,"X20032004","Victoria",1645,6.5
34,"X20042005","New South Wales",1645,140.1
34,"X20042005","Queensland",1645,554
34,"X20042005","Victoria",1645,18.1
34,"X20052006","New South Wales",1645,122
34,"X20052006","Queensland",1645,373
34,"X20052006","Victoria",1645,9.3
34,"X20062007","New South Wales",1645,53
34,"X20062007","Queensland",1645,241
34,"X20062007","Victoria",1645,8.3
34,"X20072008","New South Wales",1645,115
34,"X20072008","Queensland",1645,101
34,"X20072008","Victoria",1645,4.6
34,"X20082009","New South Wales",1645,7.2
34,"X20082009","Queensland",1645,156
34,"X20082009","Victoria",1645,450
34,"X20092010","New South Wales",1645,40.1
34,"X20092010","Queensland",1645,69.1
34,"X20092010","Victoria",1645,7.4
34,"X20102011","New South Wales",1645,112
34,"X20102011","Queensland",1645,447
34,"X20102011","Victoria",1645,17.3
34,"X20112012","New South Wales",1645,97
34,"X20112012","Queensland",1645,1241
34,"X20112012","Victoria",1645,32.2
34,"X20122013","New South Wales",1645,92
34,"X20122013","Queensland",1645,188
34,"X20122013","Victoria",1645,763
34,"X20132014","New South Wales",1645,35
34,"X20132014","Queensland",1645,60
34,"X20132014","Victoria",1645,580
34,"X20142015","New South Wales",1645,73
34,"X20142015","Queensland",1645,107
34,"X20142015","Victoria",1645,23.4
34,"X20152016","New South Wales",1645,143
34,"X20152016","Queensland",1645,171
34,"X20152016","Victoria",1645,1.6
34,"X20162017","New South Wales",1645,188
34,"X20162017","Queensland",1645,249
34,"X20162017","Victoria",1645,11.4
34,"X20172018","New South Wales",1645,154
34,"X20172018","Queensland",1645,196
34,"X20172018","Victoria",1645,0.7
34,"X20182019","New South Wales",1645,259
34,"X20182019","Queensland",1645,969
34,"X20182019","Victoria",1645,35.4
34,"X20192020","New South Wales",1645,NA
34,"X20192020","Queensland",1645,NA
34,"X20192020","Victoria",1645,NA
35,"X20022003","New South Wales",1694,121
35,"X20022003","Queensland",1694,122
35,"X20022003","Victoria",1694,84.3
35,"X20032004","New South Wales",1694,148
35,"X20032004","Queensland",1694,171
35,"X20032004","Victoria",1694,24.2
35,"X20042005","New South Wales",1694,216
35,"X20042005","Queensland",1694,782
35,"X20042005","Victoria",1694,37.3
35,"X20052006","New South Wales",1694,59
35,"X20052006","Queensland",1694,240
35,"X20052006","Victoria",1694,11.2
35,"X20062007","New South Wales",1694,25
35,"X20062007","Queensland",1694,408
35,"X20062007","Victoria",1694,0.7
35,"X20072008","New South Wales",1694,47
35,"X20072008","Queensland",1694,47.2
35,"X20072008","Victoria",1694,11.4
35,"X20082009","New South Wales",1694,67
35,"X20082009","Queensland",1694,160
35,"X20082009","Victoria",1694,433
35,"X20092010","New South Wales",1694,39.2
35,"X20092010","Queensland",1694,41.3
35,"X20092010","Victoria",1694,69.1
35,"X20102011","New South Wales",1694,164
35,"X20102011","Queensland",1694,531
35,"X20102011","Victoria",1694,104.2
35,"X20112012","New South Wales",1694,121.2
35,"X20112012","Queensland",1694,146.1
35,"X20112012","Victoria",1694,16.5
35,"X20122013","New South Wales",1694,11.2
35,"X20122013","Queensland",1694,164
35,"X20122013","Victoria",1694,77.4
35,"X20132014","New South Wales",1694,71.2
35,"X20132014","Queensland",1694,127
35,"X20132014","Victoria",1694,293.1
35,"X20142015","New South Wales",1694,163
35,"X20142015","Queensland",1694,163
35,"X20142015","Victoria",1694,44.1
35,"X20152016","New South Wales",1694,170
35,"X20152016","Queensland",1694,202
35,"X20152016","Victoria",1694,0.7
35,"X20162017","New South Wales",1694,177
35,"X20162017","Queensland",1694,198
35,"X20162017","Victoria",1694,9.2
35,"X20172018","New South Wales",1694,124
35,"X20172018","Queensland",1694,177
35,"X20172018","Victoria",1694,25.2
35,"X20182019","New South Wales",1694,137
35,"X20182019","Queensland",1694,259
35,"X20182019","Victoria",1694,457.1
35,"X20192020","New South Wales",1694,NA
35,"X20192020","Queensland",1694,NA
35,"X20192020","Victoria",1694,NA
36,"X20022003","New South Wales",1743,253
36,"X20022003","Queensland",1743,517
36,"X20022003","Victoria",1743,22.4
36,"X20032004","New South Wales",1743,248.1
36,"X20032004","Queensland",1743,147
36,"X20032004","Victoria",1743,5.4
36,"X20042005","New South Wales",1743,334
36,"X20042005","Queensland",1743,556
36,"X20042005","Victoria",1743,50.2
36,"X20052006","New South Wales",1743,123
36,"X20052006","Queensland",1743,146
36,"X20052006","Victoria",1743,13.3
36,"X20062007","New South Wales",1743,28.1
36,"X20062007","Queensland",1743,253
36,"X20062007","Victoria",1743,7.4
36,"X20072008","New South Wales",1743,140
36,"X20072008","Queensland",1743,135.1
36,"X20072008","Victoria",1743,67.2
36,"X20082009","New South Wales",1743,100
36,"X20082009","Queensland",1743,266
36,"X20082009","Victoria",1743,25.6
36,"X20092010","New South Wales",1743,29
36,"X20092010","Queensland",1743,19.2
36,"X20092010","Victoria",1743,72.4
36,"X20102011","New South Wales",1743,579
36,"X20102011","Queensland",1743,35.2
36,"X20102011","Victoria",1743,675
36,"X20112012","New South Wales",1743,29.1
36,"X20112012","Queensland",1743,109
36,"X20112012","Victoria",1743,12.3
36,"X20122013","New South Wales",1743,75.2
36,"X20122013","Queensland",1743,79
36,"X20122013","Victoria",1743,36.1
36,"X20132014","New South Wales",1743,83
36,"X20132014","Queensland",1743,269
36,"X20132014","Victoria",1743,49.2
36,"X20142015","New South Wales",1743,654
36,"X20142015","Queensland",1743,156
36,"X20142015","Victoria",1743,346
36,"X20152016","New South Wales",1743,226
36,"X20152016","Queensland",1743,122.1
36,"X20152016","Victoria",1743,1.6
36,"X20162017","New South Wales",1743,246
36,"X20162017","Queensland",1743,102
36,"X20162017","Victoria",1743,11.2
36,"X20172018","New South Wales",1743,173
36,"X20172018","Queensland",1743,33
36,"X20172018","Victoria",1743,85
36,"X20182019","New South Wales",1743,121
36,"X20182019","Queensland",1743,304
36,"X20182019","Victoria",1743,794
36,"X20192020","New South Wales",1743,NA
36,"X20192020","Queensland",1743,NA
36,"X20192020","Victoria",1743,NA
37,"X20022003","New South Wales",1792,235
37,"X20022003","Queensland",1792,284
37,"X20022003","Victoria",1792,16.2
37,"X20032004","New South Wales",1792,179
37,"X20032004","Queensland",1792,127
37,"X20032004","Victoria",1792,140.1
37,"X20042005","New South Wales",1792,470
37,"X20042005","Queensland",1792,417
37,"X20042005","Victoria",1792,427
37,"X20052006","New South Wales",1792,187
37,"X20052006","Queensland",1792,420
37,"X20052006","Victoria",1792,21.4
37,"X20062007","New South Wales",1792,133
37,"X20062007","Queensland",1792,274
37,"X20062007","Victoria",1792,15.4
37,"X20072008","New South Wales",1792,252
37,"X20072008","Queensland",1792,127
37,"X20072008","Victoria",1792,120
37,"X20082009","New South Wales",1792,48
37,"X20082009","Queensland",1792,143
37,"X20082009","Victoria",1792,2.6
37,"X20092010","New South Wales",1792,121
37,"X20092010","Queensland",1792,51
37,"X20092010","Victoria",1792,351
37,"X20102011","New South Wales",1792,188
37,"X20102011","Queensland",1792,50
37,"X20102011","Victoria",1792,324.1
37,"X20112012","New South Wales",1792,143
37,"X20112012","Queensland",1792,90
37,"X20112012","Victoria",1792,210
37,"X20122013","New South Wales",1792,274
37,"X20122013","Queensland",1792,145
37,"X20122013","Victoria",1792,11.4
37,"X20132014","New South Wales",1792,240
37,"X20132014","Queensland",1792,204
37,"X20132014","Victoria",1792,26
37,"X20142015","New South Wales",1792,526
37,"X20142015","Queensland",1792,215
37,"X20142015","Victoria",1792,338
37,"X20152016","New South Wales",1792,163
37,"X20152016","Queensland",1792,86
37,"X20152016","Victoria",1792,5.5
37,"X20162017","New South Wales",1792,352
37,"X20162017","Queensland",1792,160
37,"X20162017","Victoria",1792,72.1
37,"X20172018","New South Wales",1792,253
37,"X20172018","Queensland",1792,338
37,"X20172018","Victoria",1792,126.1
37,"X20182019","New South Wales",1792,250
37,"X20182019","Queensland",1792,435
37,"X20182019","Victoria",1792,306
37,"X20192020","New South Wales",1792,NA
37,"X20192020","Queensland",1792,NA
37,"X20192020","Victoria",1792,NA
38,"X20022003","New South Wales",1841,311
38,"X20022003","Queensland",1841,266
38,"X20022003","Victoria",1841,17.3
38,"X20032004","New South Wales",1841,417
38,"X20032004","Queensland",1841,121
38,"X20032004","Victoria",1841,218.1
38,"X20042005","New South Wales",1841,295
38,"X20042005","Queensland",1841,233
38,"X20042005","Victoria",1841,257.1
38,"X20052006","New South Wales",1841,175
38,"X20052006","Queensland",1841,103.1
38,"X20052006","Victoria",1841,130
38,"X20062007","New South Wales",1841,88
38,"X20062007","Queensland",1841,238
38,"X20062007","Victoria",1841,30.2
38,"X20072008","New South Wales",1841,97
38,"X20072008","Queensland",1841,71
38,"X20072008","Victoria",1841,50
38,"X20082009","New South Wales",1841,227
38,"X20082009","Queensland",1841,259
38,"X20082009","Victoria",1841,36.3
38,"X20092010","New South Wales",1841,363
38,"X20092010","Queensland",1841,81
38,"X20092010","Victoria",1841,563
38,"X20102011","New South Wales",1841,530
38,"X20102011","Queensland",1841,40.2
38,"X20102011","Victoria",1841,1002
38,"X20112012","New South Wales",1841,172
38,"X20112012","Queensland",1841,13.2
38,"X20112012","Victoria",1841,170.1
38,"X20122013","New South Wales",1841,214
38,"X20122013","Queensland",1841,183
38,"X20122013","Victoria",1841,13.5
38,"X20132014","New South Wales",1841,395
38,"X20132014","Queensland",1841,188
38,"X20132014","Victoria",1841,77.1
38,"X20142015","New South Wales",1841,292
38,"X20142015","Queensland",1841,273
38,"X20142015","Victoria",1841,241.1
38,"X20152016","New South Wales",1841,555
38,"X20152016","Queensland",1841,105
38,"X20152016","Victoria",1841,167.3
38,"X20162017","New South Wales",1841,227
38,"X20162017","Queensland",1841,80
38,"X20162017","Victoria",1841,61.3
38,"X20172018","New South Wales",1841,322
38,"X20172018","Queensland",1841,269
38,"X20172018","Victoria",1841,86
38,"X20182019","New South Wales",1841,165
38,"X20182019","Queensland",1841,296
38,"X20182019","Victoria",1841,125
38,"X20192020","New South Wales",1841,NA
38,"X20192020","Queensland",1841,NA
38,"X20192020","Victoria",1841,NA
39,"X20022003","New South Wales",1890,283
39,"X20022003","Queensland",1890,162
39,"X20022003","Victoria",1890,153
39,"X20032004","New South Wales",1890,413
39,"X20032004","Queensland",1890,339
39,"X20032004","Victoria",1890,145.1
39,"X20042005","New South Wales",1890,265
39,"X20042005","Queensland",1890,362
39,"X20042005","Victoria",1890,212
39,"X20052006","New South Wales",1890,200
39,"X20052006","Queensland",1890,276
39,"X20052006","Victoria",1890,100.1
39,"X20062007","New South Wales",1890,107
39,"X20062007","Queensland",1890,211
39,"X20062007","Victoria",1890,57.3
39,"X20072008","New South Wales",1890,70
39,"X20072008","Queensland",1890,81
39,"X20072008","Victoria",1890,33.2
39,"X20082009","New South Wales",1890,218
39,"X20082009","Queensland",1890,339
39,"X20082009","Victoria",1890,294
39,"X20092010","New South Wales",1890,374
39,"X20092010","Queensland",1890,103
39,"X20092010","Victoria",1890,524.1
39,"X20102011","New South Wales",1890,845
39,"X20102011","Queensland",1890,116
39,"X20102011","Victoria",1890,906
39,"X20112012","New South Wales",1890,202
39,"X20112012","Queensland",1890,147
39,"X20112012","Victoria",1890,343.1
39,"X20122013","New South Wales",1890,432
39,"X20122013","Queensland",1890,209
39,"X20122013","Victoria",1890,167.2
39,"X20132014","New South Wales",1890,64.2
39,"X20132014","Queensland",1890,98
39,"X20132014","Victoria",1890,89
39,"X20142015","New South Wales",1890,472
39,"X20142015","Queensland",1890,232
39,"X20142015","Victoria",1890,639
39,"X20152016","New South Wales",1890,380
39,"X20152016","Queensland",1890,99.1
39,"X20152016","Victoria",1890,77.2
39,"X20162017","New South Wales",1890,759
39,"X20162017","Queensland",1890,151
39,"X20162017","Victoria",1890,135.2
39,"X20172018","New South Wales",1890,332
39,"X20172018","Queensland",1890,180
39,"X20172018","Victoria",1890,207.1
39,"X20182019","New South Wales",1890,81
39,"X20182019","Queensland",1890,87.1
39,"X20182019","Victoria",1890,77.2
39,"X20192020","New South Wales",1890,NA
39,"X20192020","Queensland",1890,NA
39,"X20192020","Victoria",1890,NA
40,"X20022003","New South Wales",1939,220
40,"X20022003","Queensland",1939,189
40,"X20022003","Victoria",1939,167.1
40,"X20032004","New South Wales",1939,531
40,"X20032004","Queensland",1939,298
40,"X20032004","Victoria",1939,248.1
40,"X20042005","New South Wales",1939,525
40,"X20042005","Queensland",1939,226
40,"X20042005","Victoria",1939,662
40,"X20052006","New South Wales",1939,457
40,"X20052006","Queensland",1939,207.1
40,"X20052006","Victoria",1939,43.2
40,"X20062007","New South Wales",1939,253
40,"X20062007","Queensland",1939,211
40,"X20062007","Victoria",1939,208
40,"X20072008","New South Wales",1939,372
40,"X20072008","Queensland",1939,183
40,"X20072008","Victoria",1939,125.1
40,"X20082009","New South Wales",1939,113
40,"X20082009","Queensland",1939,288
40,"X20082009","Victoria",1939,353.2
40,"X20092010","New South Wales",1939,228
40,"X20092010","Queensland",1939,71
40,"X20092010","Victoria",1939,565
40,"X20102011","New South Wales",1939,1535
40,"X20102011","Queensland",1939,116
40,"X20102011","Victoria",1939,960
40,"X20112012","New South Wales",1939,649
40,"X20112012","Queensland",1939,157
40,"X20112012","Victoria",1939,740
40,"X20122013","New South Wales",1939,432
40,"X20122013","Queensland",1939,126
40,"X20122013","Victoria",1939,175.2
40,"X20132014","New South Wales",1939,666
40,"X20132014","Queensland",1939,140
40,"X20132014","Victoria",1939,547
40,"X20142015","New South Wales",1939,572
40,"X20142015","Queensland",1939,47
40,"X20142015","Victoria",1939,549
40,"X20152016","New South Wales",1939,1255
40,"X20152016","Queensland",1939,150
40,"X20152016","Victoria",1939,630
40,"X20162017","New South Wales",1939,1177
40,"X20162017","Queensland",1939,184
40,"X20162017","Victoria",1939,452.1
40,"X20172018","New South Wales",1939,598
40,"X20172018","Queensland",1939,123
40,"X20172018","Victoria",1939,571.1
40,"X20182019","New South Wales",1939,328
40,"X20182019","Queensland",1939,222
40,"X20182019","Victoria",1939,87.2
40,"X20192020","New South Wales",1939,NA
40,"X20192020","Queensland",1939,NA
40,"X20192020","Victoria",1939,NA
41,"X20022003","New South Wales",1988,366.1
41,"X20022003","Queensland",1988,216
41,"X20022003","Victoria",1988,172.2
41,"X20032004","New South Wales",1988,437
41,"X20032004","Queensland",1988,187
41,"X20032004","Victoria",1988,566
41,"X20042005","New South Wales",1988,518
41,"X20042005","Queensland",1988,319
41,"X20042005","Victoria",1988,592
41,"X20052006","New South Wales",1988,799
41,"X20052006","Queensland",1988,235
41,"X20052006","Victoria",1988,270.1
41,"X20062007","New South Wales",1988,396
41,"X20062007","Queensland",1988,174
41,"X20062007","Victoria",1988,558
41,"X20072008","New South Wales",1988,212
41,"X20072008","Queensland",1988,151
41,"X20072008","Victoria",1988,535
41,"X20082009","New South Wales",1988,167.1
41,"X20082009","Queensland",1988,123.2
41,"X20082009","Victoria",1988,196
41,"X20092010","New South Wales",1988,181
41,"X20092010","Queensland",1988,119
41,"X20092010","Victoria",1988,124.1
41,"X20102011","New South Wales",1988,830
41,"X20102011","Queensland",1988,198
41,"X20102011","Victoria",1988,877.1
41,"X20112012","New South Wales",1988,490
41,"X20112012","Queensland",1988,178
41,"X20112012","Victoria",1988,291.1
41,"X20122013","New South Wales",1988,694
41,"X20122013","Queensland",1988,58
41,"X20122013","Victoria",1988,752
41,"X20132014","New South Wales",1988,232
41,"X20132014","Queensland",1988,142
41,"X20132014","Victoria",1988,26.3
41,"X20142015","New South Wales",1988,499
41,"X20142015","Queensland",1988,193
41,"X20142015","Victoria",1988,473.1
41,"X20152016","New South Wales",1988,1155
41,"X20152016","Queensland",1988,280
41,"X20152016","Victoria",1988,368
41,"X20162017","New South Wales",1988,1092
41,"X20162017","Queensland",1988,254
41,"X20162017","Victoria",1988,493.1
41,"X20172018","New South Wales",1988,850
41,"X20172018","Queensland",1988,306
41,"X20172018","Victoria",1988,382
41,"X20182019","New South Wales",1988,393
41,"X20182019","Queensland",1988,297
41,"X20182019","Victoria",1988,386
41,"X20192020","New South Wales",1988,NA
41,"X20192020","Queensland",1988,NA
41,"X20192020","Victoria",1988,NA
42,"X20022003","New South Wales",2037,192
42,"X20022003","Queensland",2037,128
42,"X20022003","Victoria",2037,77
42,"X20032004","New South Wales",2037,658
42,"X20032004","Queensland",2037,226
42,"X20032004","Victoria",2037,308.1
42,"X20042005","New South Wales",2037,578
42,"X20042005","Queensland",2037,509
42,"X20042005","Victoria",2037,204
42,"X20052006","New South Wales",2037,889
42,"X20052006","Queensland",2037,194
42,"X20052006","Victoria",2037,145.2
42,"X20062007","New South Wales",2037,331
42,"X20062007","Queensland",2037,237
