"week","name","state","DOY","value"
15,"X20032004","Queensland",714,1002
15,"X20032004","Victoria",714,31
15,"X20042005","New South Wales",714,311
15,"X20042005","Queensland",714,5771
15,"X20042005","Victoria",714,30.1
15,"X20052006","New South Wales",714,387
15,"X20052006","Queensland",714,3802
15,"X20052006","Victoria",714,19.4
15,"X20062007","New South Wales",714,196
15,"X20062007","Queensland",714,1947
15,"X20062007","Victoria",714,91
15,"X20072008","New South Wales",714,77.1
15,"X20072008","Queensland",714,1536
15,"X20072008","Victoria",714,45.2
15,"X20082009","New South Wales",714,87
15,"X20082009","Queensland",714,2211
15,"X20082009","Victoria",714,23.2
15,"X20092010","New South Wales",714,73
15,"X20092010","Queensland",714,3268
15,"X20092010","Victoria",714,26.1
15,"X20102011","New South Wales",714,31
15,"X20102011","Queensland",714,644
15,"X20102011","Victoria",714,18.4
15,"X20112012","New South Wales",714,51.1
15,"X20112012","Queensland",714,6230
15,"X20112012","Victoria",714,7.5
15,"X20122013","New South Wales",714,242
15,"X20122013","Queensland",714,3118
15,"X20122013","Victoria",714,5.4
15,"X20132014","New South Wales",714,244
15,"X20132014","Queensland",714,2831
15,"X20132014","Victoria",714,19.1
15,"X20142015","New South Wales",714,161
15,"X20142015","Queensland",714,2210
15,"X20142015","Victoria",714,49.1
15,"X20152016","New South Wales",714,199
15,"X20152016","Queensland",714,1386
15,"X20152016","Victoria",714,49.2
15,"X20162017","New South Wales",714,220
15,"X20162017","Queensland",714,3450
15,"X20162017","Victoria",714,9.4
15,"X20172018","New South Wales",714,38.1
15,"X20172018","Queensland",714,1497
15,"X20172018","Victoria",714,9.3
15,"X20182019","New South Wales",714,45
15,"X20182019","Queensland",714,2160
15,"X20182019","Victoria",714,31.2
15,"X20192020","New South Wales",714,823
15,"X20192020","Queensland",714,1762
15,"X20192020","Victoria",714,6.5
16,"X20022003","New South Wales",763,1691
16,"X20022003","Queensland",763,4610
16,"X20022003","Victoria",763,16.4
16,"X20032004","New South Wales",763,99
16,"X20032004","Queensland",763,1957
16,"X20032004","Victoria",763,66.3
16,"X20042005","New South Wales",763,144.1
16,"X20042005","Queensland",763,3321
16,"X20042005","Victoria",763,25.3
16,"X20052006","New South Wales",763,28.3
16,"X20052006","Queensland",763,1872
16,"X20052006","Victoria",763,13.2
16,"X20062007","New South Wales",763,77.2
16,"X20062007","Queensland",763,1481
16,"X20062007","Victoria",763,16.1
16,"X20072008","New South Wales",763,230
16,"X20072008","Queensland",763,2401
16,"X20072008","Victoria",763,30.2
16,"X20082009","New South Wales",763,54
16,"X20082009","Queensland",763,1574
16,"X20082009","Victoria",763,21.2
16,"X20092010","New South Wales",763,275
16,"X20092010","Queensland",763,6068
16,"X20092010","Victoria",763,26.4
16,"X20102011","New South Wales",763,44
16,"X20102011","Queensland",763,753
16,"X20102011","Victoria",763,0.7
16,"X20112012","New South Wales",763,159
16,"X20112012","Queensland",763,8558
16,"X20112012","Victoria",763,66.1
16,"X20122013","New South Wales",763,330
16,"X20122013","Queensland",763,5432
16,"X20122013","Victoria",763,58.1
16,"X20132014","New South Wales",763,1081
16,"X20132014","Queensland",763,1387
16,"X20132014","Victoria",763,39.1
16,"X20142015","New South Wales",763,83
16,"X20142015","Queensland",763,3974
16,"X20142015","Victoria",763,26.2
16,"X20152016","New South Wales",763,113
16,"X20152016","Queensland",763,1836
16,"X20152016","Victoria",763,11.5
16,"X20162017","New South Wales",763,168
16,"X20162017","Queensland",763,2248
16,"X20162017","Victoria",763,10.3
16,"X20172018","New South Wales",763,102.1
16,"X20172018","Queensland",763,450
16,"X20172018","Victoria",763,33.2
16,"X20182019","New South Wales",763,69
16,"X20182019","Queensland",763,1734
16,"X20182019","Victoria",763,5.5
16,"X20192020","New South Wales",763,618
16,"X20192020","Queensland",763,1388
16,"X20192020","Victoria",763,14.4
17,"X20022003","New South Wales",812,2362
17,"X20022003","Queensland",812,4721
17,"X20022003","Victoria",812,9.4
17,"X20032004","New South Wales",812,166
17,"X20032004","Queensland",812,2700
17,"X20032004","Victoria",812,7.5
17,"X20042005","New South Wales",812,131
17,"X20042005","Queensland",812,10229
17,"X20042005","Victoria",812,27.2
17,"X20052006","New South Wales",812,85
17,"X20052006","Queensland",812,1729
17,"X20052006","Victoria",812,5.3
17,"X20062007","New South Wales",812,127
17,"X20062007","Queensland",812,1259
17,"X20062007","Victoria",812,17.4
17,"X20072008","New South Wales",812,139
17,"X20072008","Queensland",812,1401
17,"X20072008","Victoria",812,15.3
17,"X20082009","New South Wales",812,77
17,"X20082009","Queensland",812,3736
17,"X20082009","Victoria",812,25.3
17,"X20092010","New South Wales",812,96.2
17,"X20092010","Queensland",812,5521
17,"X20092010","Victoria",812,67
17,"X20102011","New South Wales",812,46
17,"X20102011","Queensland",812,1398
17,"X20102011","Victoria",812,57.1
17,"X20112012","New South Wales",812,94
17,"X20112012","Queensland",812,5486
17,"X20112012","Victoria",812,4.6
17,"X20122013","New South Wales",812,703
17,"X20122013","Queensland",812,6476
17,"X20122013","Victoria",812,65.1
17,"X20132014","New South Wales",812,989
17,"X20132014","Queensland",812,1690
17,"X20132014","Victoria",812,2.6
17,"X20142015","New South Wales",812,102
17,"X20142015","Queensland",812,3527
17,"X20142015","Victoria",812,57.1
17,"X20152016","New South Wales",812,82
17,"X20152016","Queensland",812,2112
17,"X20152016","Victoria",812,12.1
17,"X20162017","New South Wales",812,224
17,"X20162017","Queensland",812,1310
17,"X20162017","Victoria",812,6.4
17,"X20172018","New South Wales",812,75
17,"X20172018","Queensland",812,1052
17,"X20172018","Victoria",812,17.4
17,"X20182019","New South Wales",812,203
17,"X20182019","Queensland",812,3259
17,"X20182019","Victoria",812,24.2
17,"X20192020","New South Wales",812,1247
17,"X20192020","Queensland",812,611
17,"X20192020","Victoria",812,36.2
18,"X20022003","New South Wales",861,705
18,"X20022003","Queensland",861,4543
18,"X20022003","Victoria",861,12.3
18,"X20032004","New South Wales",861,127
18,"X20032004","Queensland",861,4518
18,"X20032004","Victoria",861,8.3
18,"X20042005","New South Wales",861,151
18,"X20042005","Queensland",861,6425
18,"X20042005","Victoria",861,9.3
18,"X20052006","New South Wales",861,47.1
18,"X20052006","Queensland",861,3200
18,"X20052006","Victoria",861,6.2
18,"X20062007","New South Wales",861,85.1
18,"X20062007","Queensland",861,1151
18,"X20062007","Victoria",861,2.5
18,"X20072008","New South Wales",861,46
18,"X20072008","Queensland",861,2876
18,"X20072008","Victoria",861,4.5
18,"X20082009","New South Wales",861,136.1
18,"X20082009","Queensland",861,4755
18,"X20082009","Victoria",861,62.1
18,"X20092010","New South Wales",861,52.1
18,"X20092010","Queensland",861,4201
18,"X20092010","Victoria",861,18.1
18,"X20102011","New South Wales",861,48.1
18,"X20102011","Queensland",861,1545
18,"X20102011","Victoria",861,28.5
18,"X20112012","New South Wales",861,48.1
18,"X20112012","Queensland",861,8821
18,"X20112012","Victoria",861,7.4
18,"X20122013","New South Wales",861,190
18,"X20122013","Queensland",861,5330
18,"X20122013","Victoria",861,75.3
18,"X20132014","New South Wales",861,534
18,"X20132014","Queensland",861,1595
18,"X20132014","Victoria",861,37.2
18,"X20142015","New South Wales",861,450
18,"X20142015","Queensland",861,3421
18,"X20142015","Victoria",861,14.3
18,"X20152016","New South Wales",861,16.2
18,"X20152016","Queensland",861,2167
18,"X20152016","Victoria",861,1.6
18,"X20162017","New South Wales",861,144.1
18,"X20162017","Queensland",861,2622
18,"X20162017","Victoria",861,15.1
18,"X20172018","New South Wales",861,144
18,"X20172018","Queensland",861,2153
18,"X20172018","Victoria",861,6.4
18,"X20182019","New South Wales",861,121
18,"X20182019","Queensland",861,2000
18,"X20182019","Victoria",861,28
18,"X20192020","New South Wales",861,945
18,"X20192020","Queensland",861,290
18,"X20192020","Victoria",861,6.4
19,"X20022003","New South Wales",910,2296
19,"X20022003","Queensland",910,4014
19,"X20022003","Victoria",910,17.2
19,"X20032004","New South Wales",910,95
19,"X20032004","Queensland",910,3961
19,"X20032004","Victoria",910,74.1
19,"X20042005","New South Wales",910,61
19,"X20042005","Queensland",910,3080
19,"X20042005","Victoria",910,2.5
19,"X20052006","New South Wales",910,25.1
19,"X20052006","Queensland",910,2676
19,"X20052006","Victoria",910,13.3
19,"X20062007","New South Wales",910,24.2
19,"X20062007","Queensland",910,3034
19,"X20062007","Victoria",910,6.6
19,"X20072008","New South Wales",910,14.3
19,"X20072008","Queensland",910,4124
19,"X20072008","Victoria",910,16.1
19,"X20082009","New South Wales",910,46
19,"X20082009","Queensland",910,4362
19,"X20082009","Victoria",910,7.5
19,"X20092010","New South Wales",910,49
19,"X20092010","Queensland",910,4079
19,"X20092010","Victoria",910,75
19,"X20102011","New South Wales",910,19.1
19,"X20102011","Queensland",910,765
19,"X20102011","Victoria",910,38.4
19,"X20112012","New South Wales",910,84
19,"X20112012","Queensland",910,5944
19,"X20112012","Victoria",910,69.2
19,"X20122013","New South Wales",910,65
19,"X20122013","Queensland",910,7643
19,"X20122013","Victoria",910,17.2
19,"X20132014","New South Wales",910,790
19,"X20132014","Queensland",910,2275
19,"X20132014","Victoria",910,58.1
19,"X20142015","New South Wales",910,51
19,"X20142015","Queensland",910,2204
19,"X20142015","Victoria",910,31
19,"X20152016","New South Wales",910,34.4
19,"X20152016","Queensland",910,1214
19,"X20152016","Victoria",910,0.7
19,"X20162017","New South Wales",910,394
19,"X20162017","Queensland",910,2045
19,"X20162017","Victoria",910,27.1
19,"X20172018","New South Wales",910,87
19,"X20172018","Queensland",910,2350
19,"X20172018","Victoria",910,25.3
19,"X20182019","New South Wales",910,78
19,"X20182019","Queensland",910,2272
19,"X20182019","Victoria",910,3.5
19,"X20192020","New South Wales",910,9303
19,"X20192020","Queensland",910,1928
19,"X20192020","Victoria",910,4.5
20,"X20022003","New South Wales",959,265.1
20,"X20022003","Queensland",959,1698
20,"X20022003","Victoria",959,3.5
20,"X20032004","New South Wales",959,93
20,"X20032004","Queensland",959,3299
20,"X20032004","Victoria",959,67.1
20,"X20042005","New South Wales",959,127
20,"X20042005","Queensland",959,8047
20,"X20042005","Victoria",959,20.3
20,"X20052006","New South Wales",959,105
20,"X20052006","Queensland",959,2135
20,"X20052006","Victoria",959,24.1
20,"X20062007","New South Wales",959,155
20,"X20062007","Queensland",959,8430
20,"X20062007","Victoria",959,2.5
20,"X20072008","New South Wales",959,80
20,"X20072008","Queensland",959,1431
20,"X20072008","Victoria",959,32.2
20,"X20082009","New South Wales",959,68.1
20,"X20082009","Queensland",959,6219
20,"X20082009","Victoria",959,12.2
20,"X20092010","New South Wales",959,96
20,"X20092010","Queensland",959,4735
20,"X20092010","Victoria",959,31.1
20,"X20102011","New South Wales",959,31.1
20,"X20102011","Queensland",959,442
20,"X20102011","Victoria",959,29.3
20,"X20112012","New South Wales",959,35.2
20,"X20112012","Queensland",959,10082
20,"X20112012","Victoria",959,27
20,"X20122013","New South Wales",959,93
20,"X20122013","Queensland",959,5694
20,"X20122013","Victoria",959,64.2
20,"X20132014","New South Wales",959,83
20,"X20132014","Queensland",959,1644
20,"X20132014","Victoria",959,20.3
20,"X20142015","New South Wales",959,169.1
20,"X20142015","Queensland",959,3007
20,"X20142015","Victoria",959,17.4
20,"X20152016","New South Wales",959,49
20,"X20152016","Queensland",959,1240
20,"X20152016","Victoria",959,31.2
20,"X20162017","New South Wales",959,47
20,"X20162017","Queensland",959,3742
20,"X20162017","Victoria",959,15.4
20,"X20172018","New South Wales",959,48
20,"X20172018","Queensland",959,1680
20,"X20172018","Victoria",959,40.3
20,"X20182019","New South Wales",959,101.1
20,"X20182019","Queensland",959,2741
20,"X20182019","Victoria",959,4.5
20,"X20192020","New South Wales",959,8383
20,"X20192020","Queensland",959,2549
20,"X20192020","Victoria",959,8.3
21,"X20022003","New South Wales",1008,372
21,"X20022003","Queensland",1008,1932
21,"X20022003","Victoria",1008,11.4
21,"X20032004","New South Wales",1008,49.2
21,"X20032004","Queensland",1008,2774
21,"X20032004","Victoria",1008,5.5
21,"X20042005","New South Wales",1008,42.1
21,"X20042005","Queensland",1008,2063
21,"X20042005","Victoria",1008,57.2
21,"X20052006","New South Wales",1008,24.1
21,"X20052006","Queensland",1008,1392
21,"X20052006","Victoria",1008,23.2
21,"X20062007","New South Wales",1008,1141
21,"X20062007","Queensland",1008,8184
21,"X20062007","Victoria",1008,164.2
21,"X20072008","New South Wales",1008,90.1
21,"X20072008","Queensland",1008,2478
21,"X20072008","Victoria",1008,98.2
21,"X20082009","New South Wales",1008,18.2
21,"X20082009","Queensland",1008,1973
21,"X20082009","Victoria",1008,3.5
21,"X20092010","New South Wales",1008,345
21,"X20092010","Queensland",1008,8947
21,"X20092010","Victoria",1008,11.5
21,"X20102011","New South Wales",1008,29
21,"X20102011","Queensland",1008,618
21,"X20102011","Victoria",1008,38.2
21,"X20112012","New South Wales",1008,42.2
21,"X20112012","Queensland",1008,3373
21,"X20112012","Victoria",1008,12.3
21,"X20122013","New South Wales",1008,57
21,"X20122013","Queensland",1008,8393
21,"X20122013","Victoria",1008,79
21,"X20132014","New South Wales",1008,44.1
21,"X20132014","Queensland",1008,1173
21,"X20132014","Victoria",1008,6.3
21,"X20142015","New South Wales",1008,194
21,"X20142015","Queensland",1008,2430
21,"X20142015","Victoria",1008,19.2
21,"X20152016","New South Wales",1008,97
21,"X20152016","Queensland",1008,2649
21,"X20152016","Victoria",1008,12.3
21,"X20162017","New South Wales",1008,167
21,"X20162017","Queensland",1008,5680
21,"X20162017","Victoria",1008,13.1
21,"X20172018","New South Wales",1008,41
21,"X20172018","Queensland",1008,1415
21,"X20172018","Victoria",1008,11.3
21,"X20182019","New South Wales",1008,55.1
21,"X20182019","Queensland",1008,1968
21,"X20182019","Victoria",1008,4.4
21,"X20192020","New South Wales",1008,5216
21,"X20192020","Queensland",1008,1566
21,"X20192020","Victoria",1008,269.1
22,"X20022003","New South Wales",1057,412
22,"X20022003","Queensland",1057,1604
22,"X20022003","Victoria",1057,7.6
22,"X20032004","New South Wales",1057,102
22,"X20032004","Queensland",1057,3095
22,"X20032004","Victoria",1057,14.4
22,"X20042005","New South Wales",1057,172
22,"X20042005","Queensland",1057,3641
22,"X20042005","Victoria",1057,48.3
22,"X20052006","New South Wales",1057,37
22,"X20052006","Queensland",1057,2861
22,"X20052006","Victoria",1057,10.3
22,"X20062007","New South Wales",1057,1709
22,"X20062007","Queensland",1057,6050
22,"X20062007","Victoria",1057,24.1
22,"X20072008","New South Wales",1057,20.2
22,"X20072008","Queensland",1057,1990
22,"X20072008","Victoria",1057,4.4
22,"X20082009","New South Wales",1057,27
22,"X20082009","Queensland",1057,1776
22,"X20082009","Victoria",1057,4.5
22,"X20092010","New South Wales",1057,382
22,"X20092010","Queensland",1057,6773
22,"X20092010","Victoria",1057,5.4
22,"X20102011","New South Wales",1057,7.5
22,"X20102011","Queensland",1057,490
22,"X20102011","Victoria",1057,2.5
22,"X20112012","New South Wales",1057,11.4
22,"X20112012","Queensland",1057,3609
22,"X20112012","Victoria",1057,3.5
22,"X20122013","New South Wales",1057,122
22,"X20122013","Queensland",1057,8342
22,"X20122013","Victoria",1057,4.4
22,"X20132014","New South Wales",1057,133
22,"X20132014","Queensland",1057,1378
22,"X20132014","Victoria",1057,20.2
22,"X20142015","New South Wales",1057,55
22,"X20142015","Queensland",1057,1137
22,"X20142015","Victoria",1057,20.3
22,"X20152016","New South Wales",1057,146
22,"X20152016","Queensland",1057,1641
22,"X20152016","Victoria",1057,6.5
22,"X20162017","New South Wales",1057,99
22,"X20162017","Queensland",1057,2531
22,"X20162017","Victoria",1057,27.3
22,"X20172018","New South Wales",1057,55
22,"X20172018","Queensland",1057,937
22,"X20172018","Victoria",1057,65.2
22,"X20182019","New South Wales",1057,89
22,"X20182019","Queensland",1057,9971
22,"X20182019","Victoria",1057,10.5
22,"X20192020","New South Wales",1057,2478
22,"X20192020","Queensland",1057,891
22,"X20192020","Victoria",1057,280.2
23,"X20022003","New South Wales",1106,2238
23,"X20022003","Queensland",1106,3136
23,"X20022003","Victoria",1106,1.6
23,"X20032004","New South Wales",1106,35
23,"X20032004","Queensland",1106,852
23,"X20032004","Victoria",1106,16.3
23,"X20042005","New South Wales",1106,92.1
23,"X20042005","Queensland",1106,3068
23,"X20042005","Victoria",1106,6.4
23,"X20052006","New South Wales",1106,87
23,"X20052006","Queensland",1106,1665
23,"X20052006","Victoria",1106,2.5
23,"X20062007","New South Wales",1106,594
23,"X20062007","Queensland",1106,2380
23,"X20062007","Victoria",1106,3471
23,"X20072008","New South Wales",1106,24.1
23,"X20072008","Queensland",1106,1249
23,"X20072008","Victoria",1106,57.5
23,"X20082009","New South Wales",1106,36.2
23,"X20082009","Queensland",1106,2899
23,"X20082009","Victoria",1106,3.6
23,"X20092010","New South Wales",1106,513
23,"X20092010","Queensland",1106,8283
23,"X20092010","Victoria",1106,4.5
23,"X20102011","New South Wales",1106,15.2
23,"X20102011","Queensland",1106,358
23,"X20102011","Victoria",1106,10.4
23,"X20112012","New South Wales",1106,4.4
23,"X20112012","Queensland",1106,2487
23,"X20112012","Victoria",1106,58.2
23,"X20122013","New South Wales",1106,175
23,"X20122013","Queensland",1106,13164
23,"X20122013","Victoria",1106,10.2
23,"X20132014","New South Wales",1106,127
23,"X20132014","Queensland",1106,2197
23,"X20132014","Victoria",1106,15.4
23,"X20142015","New South Wales",1106,48
23,"X20142015","Queensland",1106,1172
23,"X20142015","Victoria",1106,8.4
23,"X20152016","New South Wales",1106,98
23,"X20152016","Queensland",1106,1200
23,"X20152016","Victoria",1106,23.5
23,"X20162017","New South Wales",1106,58.1
23,"X20162017","Queensland",1106,3926
23,"X20162017","Victoria",1106,19.1
23,"X20172018","New South Wales",1106,87
23,"X20172018","Queensland",1106,1487
23,"X20172018","Victoria",1106,7.5
23,"X20182019","New South Wales",1106,183
23,"X20182019","Queensland",1106,4159
23,"X20182019","Victoria",1106,6.5
23,"X20192020","New South Wales",1106,12806
23,"X20192020","Queensland",1106,2691
23,"X20192020","Victoria",1106,151
24,"X20022003","New South Wales",1155,298
24,"X20022003","Queensland",1155,2731
24,"X20022003","Victoria",1155,8.5
24,"X20032004","New South Wales",1155,98
24,"X20032004","Queensland",1155,1094
24,"X20032004","Victoria",1155,16.4
24,"X20042005","New South Wales",1155,47.2
24,"X20042005","Queensland",1155,600
24,"X20042005","Victoria",1155,2.6
24,"X20052006","New South Wales",1155,154
24,"X20052006","Queensland",1155,4254
24,"X20052006","Victoria",1155,21.2
24,"X20062007","New South Wales",1155,439
24,"X20062007","Queensland",1155,1607
24,"X20062007","Victoria",1155,4725
24,"X20072008","New South Wales",1155,23.1
24,"X20072008","Queensland",1155,1507
24,"X20072008","Victoria",1155,8.5
24,"X20082009","New South Wales",1155,37.1
24,"X20082009","Queensland",1155,1422
24,"X20082009","Victoria",1155,12.5
24,"X20092010","New South Wales",1155,1337
24,"X20092010","Queensland",1155,4641
24,"X20092010","Victoria",1155,17.2
24,"X20102011","New South Wales",1155,37
24,"X20102011","Queensland",1155,310
24,"X20102011","Victoria",1155,4.3
24,"X20112012","New South Wales",1155,5.3
24,"X20112012","Queensland",1155,4014
24,"X20112012","Victoria",1155,5.4
24,"X20122013","New South Wales",1155,143
24,"X20122013","Queensland",1155,9943
24,"X20122013","Victoria",1155,28.4
24,"X20132014","New South Wales",1155,54.1
24,"X20132014","Queensland",1155,1239
24,"X20132014","Victoria",1155,24.2
24,"X20142015","New South Wales",1155,63
24,"X20142015","Queensland",1155,806
24,"X20142015","Victoria",1155,21.1
24,"X20152016","New South Wales",1155,91
24,"X20152016","Queensland",1155,763
24,"X20152016","Victoria",1155,12.4
24,"X20162017","New South Wales",1155,123
24,"X20162017","Queensland",1155,1515
24,"X20162017","Victoria",1155,2.5
24,"X20172018","New South Wales",1155,104
24,"X20172018","Queensland",1155,2694
24,"X20172018","Victoria",1155,28
24,"X20182019","New South Wales",1155,25.2
24,"X20182019","Queensland",1155,313
24,"X20182019","Victoria",1155,1.6
24,"X20192020","New South Wales",1155,4558
24,"X20192020","Queensland",1155,2971
24,"X20192020","Victoria",1155,284
25,"X20022003","New South Wales",1204,286
25,"X20022003","Queensland",1204,2510
25,"X20022003","Victoria",1204,678.1
25,"X20032004","New South Wales",1204,51.1
25,"X20032004","Queensland",1204,627
25,"X20032004","Victoria",1204,0.7
25,"X20042005","New South Wales",1204,116
25,"X20042005","Queensland",1204,1496
25,"X20042005","Victoria",1204,15.3
25,"X20052006","New South Wales",1204,117
25,"X20052006","Queensland",1204,3662
25,"X20052006","Victoria",1204,23.3
25,"X20062007","New South Wales",1204,300
25,"X20062007","Queensland",1204,2644
25,"X20062007","Victoria",1204,2455
25,"X20072008","New South Wales",1204,21.1
25,"X20072008","Queensland",1204,1277
25,"X20072008","Victoria",1204,5.6
25,"X20082009","New South Wales",1204,108.1
25,"X20082009","Queensland",1204,1314
25,"X20082009","Victoria",1204,5.4
25,"X20092010","New South Wales",1204,128
25,"X20092010","Queensland",1204,1554
25,"X20092010","Victoria",1204,35.1
25,"X20102011","New South Wales",1204,42
25,"X20102011","Queensland",1204,201
25,"X20102011","Victoria",1204,3.5
25,"X20112012","New South Wales",1204,16.3
25,"X20112012","Queensland",1204,1738
25,"X20112012","Victoria",1204,9.4
25,"X20122013","New South Wales",1204,93
25,"X20122013","Queensland",1204,4608
25,"X20122013","Victoria",1204,9.2
25,"X20132014","New South Wales",1204,192
25,"X20132014","Queensland",1204,1271
25,"X20132014","Victoria",1204,11.3
25,"X20142015","New South Wales",1204,114.1
25,"X20142015","Queensland",1204,1736
25,"X20142015","Victoria",1204,53.2
25,"X20152016","New South Wales",1204,94
25,"X20152016","Queensland",1204,370
25,"X20152016","Victoria",1204,15.2
25,"X20162017","New South Wales",1204,73
25,"X20162017","Queensland",1204,726
25,"X20162017","Victoria",1204,8.4
25,"X20172018","New South Wales",1204,75
25,"X20172018","Queensland",1204,2168
25,"X20172018","Victoria",1204,26.3
25,"X20182019","New South Wales",1204,82
25,"X20182019","Queensland",1204,673
25,"X20182019","Victoria",1204,1.6
25,"X20192020","New South Wales",1204,10426
25,"X20192020","Queensland",1204,5757
25,"X20192020","Victoria",1204,1213
26,"X20022003","New South Wales",1253,125
26,"X20022003","Queensland",1253,2227
26,"X20022003","Victoria",1253,81
26,"X20032004","New South Wales",1253,36
26,"X20032004","Queensland",1253,324
26,"X20032004","Victoria",1253,10.3
26,"X20042005","New South Wales",1253,28.2
26,"X20042005","Queensland",1253,183
26,"X20042005","Victoria",1253,43.2
26,"X20052006","New South Wales",1253,124
26,"X20052006","Queensland",1253,1329
26,"X20052006","Victoria",1253,30.4
26,"X20062007","New South Wales",1253,23
26,"X20062007","Queensland",1253,1004
26,"X20062007","Victoria",1253,230
26,"X20072008","New South Wales",1253,17.1
26,"X20072008","Queensland",1253,174
26,"X20072008","Victoria",1253,21.2
26,"X20082009","New South Wales",1253,63.1
26,"X20082009","Queensland",1253,686
26,"X20082009","Victoria",1253,10.3
26,"X20092010","New South Wales",1253,30.3
26,"X20092010","Queensland",1253,904
26,"X20092010","Victoria",1253,4.4
26,"X20102011","New South Wales",1253,21.3
26,"X20102011","Queensland",1253,45.1
26,"X20102011","Victoria",1253,6.5
26,"X20112012","New South Wales",1253,11.2
26,"X20112012","Queensland",1253,1401
26,"X20112012","Victoria",1253,7.4
26,"X20122013","New South Wales",1253,142
26,"X20122013","Queensland",1253,1341
26,"X20122013","Victoria",1253,18.3
26,"X20132014","New South Wales",1253,42.1
26,"X20132014","Queensland",1253,1205
26,"X20132014","Victoria",1253,47.2
26,"X20142015","New South Wales",1253,20.4
26,"X20142015","Queensland",1253,1324
26,"X20142015","Victoria",1253,23.2
26,"X20152016","New South Wales",1253,16.1
26,"X20152016","Queensland",1253,263
26,"X20152016","Victoria",1253,28.4
26,"X20162017","New South Wales",1253,39
26,"X20162017","Queensland",1253,311
26,"X20162017","Victoria",1253,6.5
26,"X20172018","New South Wales",1253,42
26,"X20172018","Queensland",1253,1928
26,"X20172018","Victoria",1253,9.3
26,"X20182019","New South Wales",1253,58
26,"X20182019","Queensland",1253,1097
26,"X20182019","Victoria",1253,24.2
26,"X20192020","New South Wales",1253,4422
26,"X20192020","Queensland",1253,2684
26,"X20192020","Victoria",1253,1016
27,"X20022003","New South Wales",1302,96
27,"X20022003","Queensland",1302,1592
27,"X20022003","Victoria",1302,17.3
27,"X20032004","New South Wales",1302,74
27,"X20032004","Queensland",1302,1276
27,"X20032004","Victoria",1302,12.5
27,"X20042005","New South Wales",1302,43.1
27,"X20042005","Queensland",1302,527
27,"X20042005","Victoria",1302,12.3
27,"X20052006","New South Wales",1302,295
27,"X20052006","Queensland",1302,1728
27,"X20052006","Victoria",1302,69.3
27,"X20062007","New South Wales",1302,19.2
27,"X20062007","Queensland",1302,853
27,"X20062007","Victoria",1302,562
27,"X20072008","New South Wales",1302,23.2
27,"X20072008","Queensland",1302,441
27,"X20072008","Victoria",1302,43.1
27,"X20082009","New South Wales",1302,38.2
27,"X20082009","Queensland",1302,221
27,"X20082009","Victoria",1302,10.5
27,"X20092010","New South Wales",1302,20.1
27,"X20092010","Queensland",1302,285
27,"X20092010","Victoria",1302,6.4
27,"X20102011","New South Wales",1302,53
27,"X20102011","Queensland",1302,91
27,"X20102011","Victoria",1302,2.5
27,"X20112012","New South Wales",1302,40.1
27,"X20112012","Queensland",1302,3364
27,"X20112012","Victoria",1302,25.2
27,"X20122013","New South Wales",1302,86
27,"X20122013","Queensland",1302,2222
27,"X20122013","Victoria",1302,23
27,"X20132014","New South Wales",1302,271.1
27,"X20132014","Queensland",1302,4302
27,"X20132014","Victoria",1302,4.4
27,"X20142015","New South Wales",1302,36.1
27,"X20142015","Queensland",1302,332
27,"X20142015","Victoria",1302,53.3
27,"X20152016","New South Wales",1302,16.2
27,"X20152016","Queensland",1302,203
27,"X20152016","Victoria",1302,11.5
27,"X20162017","New South Wales",1302,95.1
27,"X20162017","Queensland",1302,267
27,"X20162017","Victoria",1302,1.6
27,"X20172018","New South Wales",1302,25.1
27,"X20172018","Queensland",1302,1145
27,"X20172018","Victoria",1302,10.1
27,"X20182019","New South Wales",1302,97
27,"X20182019","Queensland",1302,1566
27,"X20182019","Victoria",1302,86.2
27,"X20192020","New South Wales",1302,NA
27,"X20192020","Queensland",1302,NA
27,"X20192020","Victoria",1302,NA
28,"X20022003","New South Wales",1351,1506
28,"X20022003","Queensland",1351,1650
28,"X20022003","Victoria",1351,687
28,"X20032004","New South Wales",1351,129
28,"X20032004","Queensland",1351,591
28,"X20032004","Victoria",1351,4.5
28,"X20042005","New South Wales",1351,105
28,"X20042005","Queensland",1351,460
28,"X20042005","Victoria",1351,27.6
28,"X20052006","New South Wales",1351,61
28,"X20052006","Queensland",1351,1057
28,"X20052006","Victoria",1351,3.5
28,"X20062007","New South Wales",1351,92.1
28,"X20062007","Queensland",1351,562
28,"X20062007","Victoria",1351,2646
28,"X20072008","New South Wales",1351,37.1
28,"X20072008","Queensland",1351,67.1
28,"X20072008","Victoria",1351,37.2
28,"X20082009","New South Wales",1351,69
28,"X20082009","Queensland",1351,163
28,"X20082009","Victoria",1351,11.4
28,"X20092010","New South Wales",1351,84
28,"X20092010","Queensland",1351,836
28,"X20092010","Victoria",1351,25.2
28,"X20102011","New South Wales",1351,22.2
28,"X20102011","Queensland",1351,100
28,"X20102011","Victoria",1351,2.6
28,"X20112012","New South Wales",1351,66
28,"X20112012","Queensland",1351,4091
28,"X20112012","Victoria",1351,6.4
28,"X20122013","New South Wales",1351,713
28,"X20122013","Queensland",1351,3513
28,"X20122013","Victoria",1351,164.1
28,"X20132014","New South Wales",1351,273
28,"X20132014","Queensland",1351,837
28,"X20132014","Victoria",1351,6.4
28,"X20142015","New South Wales",1351,28.2
