"Year","Week","Sydney central east","Sydney north west","Sydney south west","Illawarra","Lower Hunter","Mean"
1995,2,29.1428571428571,41.7142857142857,45.8571428571429,31.5714285714286,36,36.8571428571429
1995,3,39.5714285714286,42.4285714285714,41,59.5714285714286,42.8571428571429,45.0857142857143
1995,4,40.5714285714286,55.5714285714286,41,38.8571428571429,43,43.8
1995,5,63.4285714285714,68.2857142857143,60.1428571428571,56.4285714285714,68,63.2571428571429
1995,6,53.5714285714286,53,49.5714285714286,41.2857142857143,50.2857142857143,49.5428571428571
1995,7,35.2857142857143,31.4285714285714,32.1428571428571,28.1428571428571,57.7142857142857,36.9428571428571
1995,8,40.1428571428571,46.2857142857143,48.1428571428571,40.2857142857143,45.4285714285714,44.0571428571429
1995,9,42.8571428571429,46.4285714285714,44.4285714285714,39,43.4285714285714,43.2285714285714
1995,10,38.2857142857143,41.5714285714286,35,37.8571428571429,44,39.3428571428571
1995,11,53.7142857142857,53.4285714285714,47.1428571428571,36.8571428571429,53.1428571428571,48.8571428571429
1995,12,58.1428571428571,62.4285714285714,63.7142857142857,44,76.1428571428571,60.8857142857143
1995,13,42,53.5714285714286,42.1428571428571,33.1428571428571,60.7142857142857,46.3142857142857
1995,14,42.1428571428571,87.7142857142857,120.142857142857,36.4285714285714,73.1428571428571,71.9142857142857
1995,15,32.1428571428571,45.1428571428571,61.1428571428571,21,47.2857142857143,41.3428571428571
1995,16,45.7142857142857,48.1428571428571,48.4285714285714,28.1428571428571,50.2857142857143,44.1428571428571
1995,17,51.4285714285714,62.5714285714286,44.1428571428571,32.7142857142857,62.8571428571429,50.7428571428571
1995,18,34.1428571428571,58.2857142857143,57.8571428571429,27.8571428571429,47.7142857142857,45.1714285714286
1995,19,43.7142857142857,48.2857142857143,40,30.7142857142857,32.8571428571429,39.1142857142857
1995,20,37.7142857142857,36.4285714285714,35.7142857142857,28,31.7142857142857,33.9142857142857
1995,21,31.7142857142857,37.5714285714286,36,25.2857142857143,36,33.3142857142857
1995,22,59.4285714285714,69.4285714285714,49.4285714285714,29.1428571428571,76.7142857142857,56.8285714285714
1995,23,85.2857142857143,73.4285714285714,74.2857142857143,27.2857142857143,84.8571428571429,69.0285714285714
1995,24,45.8571428571429,71,47.7142857142857,28.5714285714286,45.8571428571429,47.8
1995,25,48.1428571428571,84.8571428571429,73.1428571428571,35.5714285714286,70,62.3428571428571
1995,26,46,79.1428571428571,81.8571428571429,43.4285714285714,81.5714285714286,66.4
1995,27,72.5714285714286,111.142857142857,93.8571428571429,45.4285714285714,83.4285714285714,81.2857142857143
1995,28,54.7142857142857,75.2857142857143,71.1428571428571,49.2857142857143,61.2857142857143,62.3428571428571
1995,29,50,86.4285714285714,73.5714285714286,46.5714285714286,59.2857142857143,63.1714285714286
1995,30,53.4285714285714,110,74.2857142857143,151.571428571429,85.1428571428571,94.8857142857143
1995,31,47.2857142857143,100.285714285714,65.2857142857143,62.2857142857143,60.5714285714286,67.1428571428571
1995,32,124.571428571429,171,160.285714285714,60.2857142857143,64.4285714285714,116.114285714286
1995,33,76.2857142857143,89,82.8571428571429,57.4285714285714,87.1428571428571,78.5428571428571
1995,34,78.7142857142857,165.428571428571,85.8571428571429,89.5714285714286,84,100.714285714286
1995,35,58.2857142857143,62.4285714285714,54.7142857142857,56.5714285714286,68.8571428571429,60.1714285714286
1995,36,38.1428571428571,47.1428571428571,46.2857142857143,35.2857142857143,41.8571428571429,41.7428571428571
1995,37,43.1428571428571,55,57.4285714285714,49.8571428571429,53.8571428571429,51.8571428571429
1995,38,50.1428571428571,50.5714285714286,52,53.1428571428571,37.4285714285714,48.6571428571429
1995,39,39.2857142857143,40,37,45.5714285714286,37.5714285714286,39.8857142857143
1995,40,58.8571428571429,53.8571428571429,48,50,42.1428571428571,50.5714285714286
1995,41,54.2857142857143,61.2857142857143,51.5714285714286,52.5714285714286,69.2857142857143,57.8
1995,42,51.4285714285714,68,53.1428571428571,62.4285714285714,68.8571428571429,60.7714285714286
1995,43,53.1428571428571,44.8571428571429,38.8571428571429,36.4285714285714,34,41.4571428571429
1995,44,99.2857142857143,51.5714285714286,47.2857142857143,42.4285714285714,54,58.9142857142857
1995,45,98,50.2857142857143,43.8571428571429,60.2857142857143,63.1428571428571,63.1142857142857
1995,46,41.4285714285714,37.4285714285714,43.4285714285714,43.1428571428571,42.7142857142857,41.6285714285714
1995,47,36.1428571428571,38.2857142857143,30.2857142857143,33.8571428571429,37.2857142857143,35.1714285714286
1995,48,50.4285714285714,44.7142857142857,45.2857142857143,51.8571428571429,63.4285714285714,51.1428571428571
1995,49,53.4285714285714,48.4285714285714,50.2857142857143,50.1428571428571,50.7142857142857,50.6
1995,50,47.8571428571429,44.7142857142857,52.4285714285714,51.1428571428571,46.2857142857143,48.4857142857143
1995,51,34.1428571428571,35.5714285714286,32.8571428571429,69.5714285714286,49.7142857142857,44.3714285714286
1995,52,32.2857142857143,40.8571428571429,37.5714285714286,72.8571428571429,40.5714285714286,44.8285714285714
1995,53,30,57,60,41,33,44.2
1996,1,30.4285714285714,26.8571428571429,30.5714285714286,32.4285714285714,30.2857142857143,30.1142857142857
1996,2,27.4285714285714,42,37,33.5714285714286,32.5714285714286,34.5142857142857
1996,3,45.7142857142857,50.5714285714286,60,53.2857142857143,61.2857142857143,54.1714285714286
1996,4,50.1428571428571,69.7142857142857,57.2857142857143,49.8571428571429,56,56.6
1996,5,72,74.2857142857143,73.7142857142857,67.7142857142857,95.5714285714286,76.6571428571429
1996,6,41.8571428571429,48.2857142857143,46.8571428571429,42.7142857142857,49.4285714285714,45.8285714285714
1996,7,39,40,34.7142857142857,40,37.5714285714286,38.2571428571429
1996,8,31,37.8571428571429,26.8571428571429,39,34.5714285714286,33.8571428571429
1996,9,42.2857142857143,45.5714285714286,43.8571428571429,50.4285714285714,38.2857142857143,44.0857142857143
1996,10,32.7142857142857,32.8571428571429,25.5714285714286,36,30.7142857142857,31.5714285714286
1996,11,48.4285714285714,52.1428571428571,46,51.1428571428571,47.2857142857143,49
1996,12,43.4285714285714,45.4285714285714,42,42,44.8571428571429,43.5428571428571
1996,13,44.2857142857143,45.4285714285714,46.5714285714286,41,47.4285714285714,44.9428571428571
1996,14,43.7142857142857,50.2857142857143,55.1428571428571,40.7142857142857,68.4285714285714,51.6571428571429
1996,15,29.8571428571429,31,35.5714285714286,23.5714285714286,47.4285714285714,33.4857142857143
1996,16,37.2857142857143,41.7142857142857,41.2857142857143,30,69,43.8571428571429
1996,17,64.1428571428571,62.8571428571429,66.5714285714286,54.2857142857143,59.4285714285714,61.4571428571429
1996,18,42,37.7142857142857,27.8571428571429,43.2857142857143,37.5714285714286,37.6857142857143
1996,19,52.2857142857143,40,42.1428571428571,38.8571428571429,35,41.6571428571429
1996,20,33,34.7142857142857,31.2857142857143,28.1428571428571,29.8571428571429,31.4
1996,21,49.8571428571429,49.2857142857143,57,28.1428571428571,57.4285714285714,48.3428571428571
1996,22,89.7142857142857,69.7142857142857,79.8571428571429,40.1428571428571,100.857142857143,76.0571428571428
1996,23,67.5714285714286,51.1428571428571,50.5714285714286,33.1428571428571,73.1428571428571,55.1142857142857
1996,24,40.8571428571429,42.7142857142857,39,23.8571428571429,39.5714285714286,37.2
1996,25,98.2857142857143,56.7142857142857,74.5714285714286,35.5714285714286,57.2857142857143,64.4857142857143
1996,26,33,46.1428571428571,46.8571428571429,28.8571428571429,36.2857142857143,38.2285714285714
1996,27,56.1428571428571,80.4285714285714,66.1428571428571,35.5714285714286,69.5714285714286,61.5714285714286
1996,28,71,76.4285714285714,67.1428571428571,36.4285714285714,62,62.6
1996,29,55.7142857142857,59.4285714285714,60.4285714285714,29.8571428571429,61.1428571428571,53.3142857142857
1996,30,59.8571428571429,57.4285714285714,50.7142857142857,41.1428571428571,46.4285714285714,51.1142857142857
1996,31,41.2857142857143,41.7142857142857,35.8571428571429,37.8571428571429,32.1428571428571,37.7714285714286
1996,32,44.2857142857143,51.5714285714286,52.4285714285714,37.7142857142857,42.2857142857143,45.6571428571429
1996,33,54.8571428571429,59.7142857142857,113.857142857143,42.2857142857143,69,67.9428571428572
1996,34,57,80.8571428571429,65,34.7142857142857,60.4285714285714,59.6
1996,35,58.1428571428571,97.7142857142857,50.8571428571429,54.8571428571429,63.4285714285714,65
1996,36,39.4285714285714,38,39.7142857142857,34,33.8571428571429,37
1996,37,37.5714285714286,43.8571428571429,38.2857142857143,35.4285714285714,49.1428571428571,40.8571428571429
1996,38,56.2857142857143,54.5714285714286,55.8571428571429,53.7142857142857,92.2857142857143,62.5428571428571
1996,39,45.5714285714286,48.8571428571429,47.1428571428571,50.5714285714286,51,48.6285714285714
1996,40,50.1428571428571,57.8571428571429,54.2857142857143,44.5714285714286,51,51.5714285714286
1996,41,45.4285714285714,46.1428571428571,45.1428571428571,38.1428571428571,40,42.9714285714286
1996,42,61,55,64.1428571428571,49.7142857142857,55.7142857142857,57.1142857142857
1996,43,39.1428571428571,46,53.4285714285714,36.8571428571429,36,42.2857142857143
1996,44,51.4285714285714,49.8571428571429,50.8571428571429,42.1428571428571,60.2857142857143,50.9142857142857
1996,45,32.8571428571429,35.7142857142857,39.7142857142857,31.2857142857143,43.7142857142857,36.6571428571429
1996,46,52.2857142857143,53.2857142857143,57,53,66.2857142857143,56.3714285714286
1996,47,37.8571428571429,39.2857142857143,38.7142857142857,37.5714285714286,33.1428571428571,37.3142857142857
1996,48,55.8571428571429,56.8571428571429,54.4285714285714,57.5714285714286,71,59.1428571428571
1996,49,47,62.7142857142857,59.8571428571429,47.1428571428571,57.1428571428571,54.7714285714286
1996,50,37.5714285714286,46.7142857142857,43.4285714285714,38.8571428571429,46,42.5142857142857
1996,51,42.7142857142857,51.4285714285714,51.2857142857143,50.8571428571429,47.8571428571429,48.8285714285714
1996,52,50.4285714285714,70.1428571428571,66.1428571428571,66.1428571428571,53.8571428571429,61.3428571428571
1996,53,36.5,42,36,42,39.5,39.2
1997,1,35,48.4285714285714,57.1428571428571,39.1428571428571,41.5714285714286,44.2571428571429
1997,2,41.8571428571429,39,33.4285714285714,36.8571428571429,35.4285714285714,37.3142857142857
1997,3,53.5714285714286,59.2857142857143,66.2857142857143,55.7142857142857,43.8571428571429,55.7428571428571
1997,4,40.5714285714286,43.8571428571429,45.8571428571429,47.2857142857143,41.4285714285714,43.8
1997,5,40.5714285714286,45.1428571428571,45.7142857142857,52.8571428571429,35.7142857142857,44
1997,6,52.4285714285714,64.7142857142857,75.8571428571429,59.4285714285714,53.8571428571429,61.2571428571429
1997,7,32.5714285714286,44.5714285714286,48.5714285714286,31.4285714285714,30.5714285714286,37.5428571428571
1997,8,68.2857142857143,58.2857142857143,70.2857142857143,52.5714285714286,54.4285714285714,60.7714285714286
1997,9,44.8571428571429,63.2857142857143,55.5714285714286,45.7142857142857,50.4285714285714,51.9714285714286
1997,10,36,35.2857142857143,39.8571428571429,27.4285714285714,32.8571428571429,34.2857142857143
1997,11,53.8571428571429,56.7142857142857,59.4285714285714,57.2857142857143,67.7142857142857,59
1997,12,45,54.5714285714286,46.1428571428571,53.2857142857143,83.4285714285714,56.4857142857143
1997,13,49.8571428571429,47,47.2857142857143,50.2857142857143,49.2857142857143,48.7428571428571
1997,14,53.4285714285714,46.2857142857143,98.2857142857143,51,68.7142857142857,63.5428571428571
1997,15,145.714285714286,81.8571428571429,168,68,55.5714285714286,103.828571428571
1997,16,99.1428571428571,77.8571428571429,108.285714285714,76.5714285714286,65,85.3714285714286
1997,17,64.7142857142857,58.1428571428571,52.7142857142857,43.7142857142857,46.5714285714286,53.1714285714286
1997,18,70.5714285714286,55.8571428571429,57.8571428571429,43.5714285714286,60.8571428571429,57.7428571428571
1997,19,34.7142857142857,37.5714285714286,38.5714285714286,29.5714285714286,30.2857142857143,34.1428571428571
1997,20,52.8571428571429,45.4285714285714,43.2857142857143,36.2857142857143,39.7142857142857,43.5142857142857
1997,21,43,46.8571428571429,43,31.4285714285714,32.4285714285714,39.3428571428571
1997,22,65,53.4285714285714,62.1428571428571,39.1428571428571,42.5714285714286,52.4571428571429
1997,23,96.7142857142857,91.1428571428571,105.428571428571,41.4285714285714,63.7142857142857,79.6857142857143
1997,24,61.4285714285714,61.5714285714286,63.4285714285714,31.8571428571429,73.8571428571429,58.4285714285714
1997,25,88,88.1428571428571,66.7142857142857,39.4285714285714,71.1428571428571,70.6857142857143
1997,26,48,53.4285714285714,44,34.1428571428571,69.8571428571429,49.8857142857143
1997,27,40,51,54.1428571428571,32.1428571428571,43.5714285714286,44.1714285714286
1997,28,48.1428571428571,68,45.5714285714286,34.5714285714286,62.4285714285714,51.7428571428571
1997,29,54.2857142857143,83.5714285714286,44,36.2857142857143,56,54.8285714285714
1997,30,41.7142857142857,47.1428571428571,75.2857142857143,34.1428571428571,51.8571428571429,50.0285714285714
1997,31,52,52,50.5714285714286,35.8571428571429,48.8571428571429,47.8571428571429
1997,32,44.7142857142857,49.5714285714286,55.4285714285714,39.7142857142857,48.4285714285714,47.5714285714286
1997,33,37.1428571428571,49,97.8571428571429,37.7142857142857,56.7142857142857,55.6857142857143
1997,34,42,39.4285714285714,41.4285714285714,37.7142857142857,40.7142857142857,40.2571428571429
1997,35,92.2857142857143,108.857142857143,96.7142857142857,62.5714285714286,80.8571428571429,88.2571428571429
1997,36,37.1428571428571,39.5714285714286,38.4285714285714,36,35.7142857142857,37.3714285714286
1997,37,51.7142857142857,128.142857142857,111.285714285714,42.8571428571429,39.8571428571429,74.7714285714286
1997,38,41.7142857142857,35.8571428571429,40.8571428571429,32.8571428571429,35.5714285714286,37.3714285714286
1997,39,41.8571428571429,43.2857142857143,41.4285714285714,39.5714285714286,41.7142857142857,41.5714285714286
1997,40,52,56.2857142857143,59.1428571428571,48.4285714285714,46.4285714285714,52.4571428571429
1997,41,45.8571428571429,44,47.2857142857143,44.4285714285714,45.5714285714286,45.4285714285714
1997,42,41.7142857142857,44.1428571428571,44.5714285714286,47.7142857142857,41.2857142857143,43.8857142857143
1997,43,59.1428571428571,67.2857142857143,73.5714285714286,58.4285714285714,55.1428571428571,62.7142857142857
1997,44,58.2857142857143,56,59.7142857142857,47.7142857142857,51.7142857142857,54.6857142857143
1997,45,48.2857142857143,49.7142857142857,50.8571428571429,44.8571428571429,52,49.1428571428571
1997,46,54.5714285714286,62,57.1428571428571,46,55.4285714285714,55.0285714285714
1997,47,66.8571428571429,72.1428571428571,74.2857142857143,58.4285714285714,75.1428571428571,69.3714285714286
1997,48,173.428571428571,191.714285714286,176.142857142857,76,107.428571428571,144.942857142857
1997,49,69.7142857142857,146,168.285714285714,97.2857142857143,71.4285714285714,110.542857142857
1997,50,84,101,265.571428571429,89,62.2857142857143,120.371428571429
1997,51,135.571428571429,95.8571428571429,307.428571428571,119.714285714286,111.857142857143,154.085714285714
1997,52,47.1428571428571,61.2857142857143,92.2857142857143,46.2857142857143,47.8571428571429,58.9714285714286
1997,53,36,62,83,35,37,50.6
1998,1,85.4285714285714,92.7142857142857,121.714285714286,70.2857142857143,104.714285714286,94.9714285714286
1998,2,39.7142857142857,41.4285714285714,52.4285714285714,43.1428571428571,40.1428571428571,43.3714285714286
1998,3,106.571428571429,61.1428571428571,52.4285714285714,52,55.1428571428571,65.4571428571429
1998,4,62.4285714285714,65.4285714285714,54.8571428571429,56.2857142857143,53.8571428571429,58.5714285714286
1998,5,53,78.1428571428571,71.7142857142857,59.8571428571429,57.8571428571429,64.1142857142857
1998,6,44.7142857142857,52.4285714285714,50.2857142857143,47.4285714285714,42.7142857142857,47.5142857142857
1998,7,60.2857142857143,61.5714285714286,65.7142857142857,64.1428571428571,54,61.1428571428571
1998,8,73.5714285714286,76.5714285714286,74.2857142857143,67.8571428571429,69.1428571428571,72.2857142857143
1998,9,63.2857142857143,71.2857142857143,68.4285714285714,68.5714285714286,51.8571428571429,64.6857142857143
1998,10,44.1428571428571,75.1428571428571,44.7142857142857,44.7142857142857,59.1428571428571,53.5714285714286
1998,11,52.7142857142857,85.2857142857143,63.7142857142857,49.7142857142857,53.4285714285714,60.9714285714286
1998,12,124.714285714286,108.857142857143,65.4285714285714,67.8571428571429,67.2857142857143,86.8285714285714
1998,13,48.2857142857143,51.2857142857143,48.5714285714286,46.5714285714286,52.4285714285714,49.4285714285714
1998,14,59.8571428571429,69.2857142857143,66.2857142857143,52.7142857142857,55.7142857142857,60.7714285714286
1998,15,37.5714285714286,37,31.1428571428571,33.8571428571429,41.1428571428571,36.1428571428571
1998,16,43.2857142857143,42.5714285714286,37.1428571428571,34.5714285714286,38.7142857142857,39.2571428571429
1998,17,39,41.8571428571429,35.4285714285714,33.8571428571429,40.8571428571429,38.2
1998,18,40.5714285714286,39.1428571428571,45.2857142857143,39,37.8571428571429,40.3714285714286
1998,19,38.2857142857143,49.4285714285714,44.8571428571429,43.1428571428571,51.5714285714286,45.4571428571429
1998,20,44.7142857142857,57,37,33,48,43.9428571428571
1998,21,62.5714285714286,54.2857142857143,69,34.4285714285714,48,53.6571428571429
1998,22,90.1428571428571,72.2857142857143,91.8571428571429,42.1428571428571,73.8571428571429,74.0571428571429
1998,23,31.2857142857143,35.5714285714286,45,45.4285714285714,32,37.8571428571429
1998,24,54.2857142857143,55.4285714285714,58.7142857142857,34.5714285714286,62.8571428571429,53.1714285714286
1998,25,55.2857142857143,53.4285714285714,75.7142857142857,32.7142857142857,71.1428571428571,57.6571428571429
1998,26,61.4285714285714,60.1428571428571,82.1428571428571,38,68.5714285714286,62.0571428571429
1998,27,97,101.285714285714,83.4285714285714,41.2857142857143,72.2857142857143,79.0571428571429
1998,28,58.8571428571429,66,76.8571428571429,35.8571428571429,57.7142857142857,59.0571428571429
1998,29,66.2857142857143,66,66.1428571428571,30.4285714285714,68.8571428571429,59.5428571428571
1998,30,39.1428571428571,51.2857142857143,39.5714285714286,29.7142857142857,50.8571428571429,42.1142857142857
1998,31,41.4285714285714,58.4285714285714,60.7142857142857,29.7142857142857,67.5714285714286,51.5714285714286
1998,32,39.5714285714286,48.8571428571429,50.5714285714286,42,46.2857142857143,45.4571428571429
1998,33,45.4285714285714,41.5714285714286,51.4285714285714,36.7142857142857,56.2857142857143,46.2857142857143
1998,34,37.1428571428571,46.5714285714286,41.4285714285714,37.4285714285714,38.8571428571429,40.2857142857143
1998,35,48,49.5714285714286,50.5714285714286,46.1428571428571,51.8571428571429,49.2285714285714
1998,36,51.7142857142857,45.2857142857143,47.1428571428571,41,42.5714285714286,45.5428571428571
1998,37,34.2857142857143,39.7142857142857,40.4285714285714,40.8571428571429,35.2857142857143,38.1142857142857
1998,38,41.4285714285714,42.2857142857143,46.8571428571429,45,41.7142857142857,43.4571428571429
1998,39,50,49,77.4285714285714,49.7142857142857,48.7142857142857,54.9714285714286
1998,40,53,51.4285714285714,57.1428571428571,45.8571428571429,48.8571428571429,51.2571428571429
1998,41,39.8571428571429,43.2857142857143,48.4285714285714,37.8571428571429,41.1428571428571,42.1142857142857
1998,42,50.7142857142857,65.5714285714286,97.7142857142857,42.7142857142857,50.2857142857143,61.4
1998,43,41.8571428571429,45.2857142857143,45.8571428571429,48.4285714285714,46.1428571428571,45.5142857142857
1998,44,38.7142857142857,43,43.5714285714286,37.8571428571429,39.4285714285714,40.5142857142857
1998,45,45.5714285714286,47.5714285714286,48.8571428571429,47,43.1428571428571,46.4285714285714
1998,46,43.2857142857143,48,43.1428571428571,47.4285714285714,39.8571428571429,44.3428571428571
1998,47,36.2857142857143,37.7142857142857,34.4285714285714,33.5714285714286,36.1428571428571,35.6285714285714
1998,48,32.2857142857143,40.2857142857143,38.4285714285714,35.4285714285714,32.8571428571429,35.8571428571429
1998,49,45.7142857142857,53.8571428571429,55.8571428571429,44.5714285714286,51.4285714285714,50.2857142857143
1998,50,53.7142857142857,79.7142857142857,83.8571428571429,56.7142857142857,55,65.8
1998,51,42,47.7142857142857,55,45.2857142857143,42.4285714285714,46.4857142857143
1998,52,46.1428571428571,63.8571428571429,68.2857142857143,44.2857142857143,49.8571428571429,54.4857142857143
1998,53,37,36,32,35,28,33.6
1999,1,44.8571428571429,75.2857142857143,87,51,47.7142857142857,61.1714285714286
1999,2,49.8571428571429,68.4285714285714,61.5714285714286,51.5714285714286,73.7142857142857,61.0285714285714
1999,3,38.8571428571429,65.5714285714286,77.1428571428571,40.4285714285714,38,52
1999,4,30.4285714285714,42.1428571428571,39.2857142857143,34.2857142857143,37.4285714285714,36.7142857142857
1999,5,37.1428571428571,39.1428571428571,34,30.1428571428571,33.7142857142857,34.8285714285714
1999,6,50.4285714285714,45.5714285714286,45,46.8571428571429,47.4285714285714,47.0571428571429
1999,7,52.1428571428571,93.8571428571429,82.4285714285714,47.5714285714286,58.5714285714286,66.9142857142857
1999,8,32.8571428571429,40.1428571428571,39.2857142857143,33.5714285714286,31.8571428571429,35.5428571428571
1999,9,41.8571428571429,43.5714285714286,50.5714285714286,40.8571428571429,61.4285714285714,47.6571428571429
1999,10,56.2857142857143,55.5714285714286,54,49.1428571428571,49.1428571428571,52.8285714285714
1999,11,49,57.4285714285714,60.4285714285714,47.4285714285714,53.2857142857143,53.5142857142857
1999,12,39.2857142857143,42.2857142857143,47.4285714285714,45.8571428571429,34.5714285714286,41.8857142857143
1999,13,43.8571428571429,45.7142857142857,48.4285714285714,44.5714285714286,45.5714285714286,45.6285714285714
1999,14,35.1428571428571,33.1428571428571,34.5714285714286,33.1428571428571,32,33.6
1999,15,41,46.2857142857143,41.2857142857143,36.8571428571429,42.1428571428571,41.5142857142857
1999,16,48,46.1428571428571,49.4285714285714,46.4285714285714,48.1428571428571,47.6285714285714
1999,17,32.2857142857143,36.1428571428571,37.2857142857143,33,34.5714285714286,34.6571428571429
1999,18,53.5714285714286,48.4285714285714,70.2857142857143,37.5714285714286,41.7142857142857,50.3142857142857
1999,19,60.5714285714286,48,50.5714285714286,39.5714285714286,37.5714285714286,47.2571428571429
1999,20,61.7142857142857,50,88.5714285714286,43.8571428571429,44.5714285714286,57.7428571428571
1999,21,59.2857142857143,47.7142857142857,45.4285714285714,42.8571428571429,47.8571428571429,48.6285714285714
1999,22,48,43.2857142857143,55.5714285714286,35.5714285714286,59,48.2857142857143
1999,23,65.2857142857143,43.7142857142857,46.1428571428571,32.5714285714286,37.4285714285714,45.0285714285714
1999,24,53.8571428571429,51.5714285714286,64.4285714285714,33.5714285714286,37.1428571428571,48.1142857142857
1999,25,50.7142857142857,50.1428571428571,67.1428571428571,32,47.1428571428571,49.4285714285714
1999,26,71.2857142857143,46.4285714285714,59.5714285714286,28.8571428571429,49,51.0285714285714
