"DOY","State","name","value"
122,"New South Wales","X20072008",24
122,"New South Wales","X20082009",12
122,"New South Wales","X20092010",4
122,"New South Wales","X20102011",1
122,"New South Wales","X20112012",11
122,"New South Wales","X20122013",2
122,"New South Wales","X20132014",17
122,"New South Wales","X20142015",77
122,"New South Wales","X20152016",3
122,"New South Wales","X20162017",22
122,"New South Wales","X20172018",16
122,"New South Wales","X20182019",30
122,"New South Wales","X20192020",42
123,"New South Wales","X20022003",245
123,"New South Wales","X20032004",2
123,"New South Wales","X20042005",8
123,"New South Wales","X20052006",5
123,"New South Wales","X20062007",9
123,"New South Wales","X20072008",1
123,"New South Wales","X20082009",40
123,"New South Wales","X20092010",6
123,"New South Wales","X20102011",2
123,"New South Wales","X20112012",9
123,"New South Wales","X20122013",4
123,"New South Wales","X20132014",29
123,"New South Wales","X20142015",34
123,"New South Wales","X20152016",4
123,"New South Wales","X20162017",0.1
123,"New South Wales","X20172018",27
123,"New South Wales","X20182019",35
123,"New South Wales","X20192020",176
124,"New South Wales","X20022003",80
124,"New South Wales","X20032004",21
124,"New South Wales","X20042005",14
124,"New South Wales","X20052006",4
124,"New South Wales","X20062007",12
124,"New South Wales","X20072008",1
124,"New South Wales","X20082009",26
124,"New South Wales","X20092010",16
124,"New South Wales","X20102011",0.1
124,"New South Wales","X20112012",4
124,"New South Wales","X20122013",35
124,"New South Wales","X20132014",43
124,"New South Wales","X20142015",49
124,"New South Wales","X20152016",1
124,"New South Wales","X20162017",14
124,"New South Wales","X20172018",37
124,"New South Wales","X20182019",17
124,"New South Wales","X20192020",188
125,"New South Wales","X20022003",12
125,"New South Wales","X20032004",12
125,"New South Wales","X20042005",30
125,"New South Wales","X20052006",10
125,"New South Wales","X20062007",7
125,"New South Wales","X20072008",1
125,"New South Wales","X20082009",6
125,"New South Wales","X20092010",8
125,"New South Wales","X20102011",4
125,"New South Wales","X20112012",12
125,"New South Wales","X20122013",22
125,"New South Wales","X20132014",169
125,"New South Wales","X20142015",57
125,"New South Wales","X20152016",4
125,"New South Wales","X20162017",18
125,"New South Wales","X20172018",27
125,"New South Wales","X20182019",7
125,"New South Wales","X20192020",141
126,"New South Wales","X20022003",152
126,"New South Wales","X20032004",19
126,"New South Wales","X20042005",13
126,"New South Wales","X20052006",5
126,"New South Wales","X20062007",0.1
126,"New South Wales","X20072008",1
126,"New South Wales","X20082009",0.1
126,"New South Wales","X20092010",16
126,"New South Wales","X20102011",14
126,"New South Wales","X20112012",6
126,"New South Wales","X20122013",67
126,"New South Wales","X20132014",165
126,"New South Wales","X20142015",21
126,"New South Wales","X20152016",0.1
126,"New South Wales","X20162017",46
126,"New South Wales","X20172018",14
126,"New South Wales","X20182019",17
126,"New South Wales","X20192020",28
127,"New South Wales","X20022003",324
127,"New South Wales","X20032004",21
127,"New South Wales","X20042005",33
127,"New South Wales","X20052006",0.1
127,"New South Wales","X20062007",2
127,"New South Wales","X20072008",7
127,"New South Wales","X20082009",1
127,"New South Wales","X20092010",21
127,"New South Wales","X20102011",5
127,"New South Wales","X20112012",13
127,"New South Wales","X20122013",7
127,"New South Wales","X20132014",118
127,"New South Wales","X20142015",9
127,"New South Wales","X20152016",0.1
127,"New South Wales","X20162017",39
127,"New South Wales","X20172018",8
127,"New South Wales","X20182019",20
127,"New South Wales","X20192020",79
128,"New South Wales","X20022003",267
128,"New South Wales","X20032004",14
128,"New South Wales","X20042005",11
128,"New South Wales","X20052006",2
128,"New South Wales","X20062007",0.1
128,"New South Wales","X20072008",2
128,"New South Wales","X20082009",9
128,"New South Wales","X20092010",1
128,"New South Wales","X20102011",1
128,"New South Wales","X20112012",3
128,"New South Wales","X20122013",7
128,"New South Wales","X20132014",48
128,"New South Wales","X20142015",5
128,"New South Wales","X20152016",0.1
128,"New South Wales","X20162017",65
128,"New South Wales","X20172018",2
128,"New South Wales","X20182019",4
128,"New South Wales","X20192020",58
129,"New South Wales","X20022003",363
129,"New South Wales","X20032004",8
129,"New South Wales","X20042005",1
129,"New South Wales","X20052006",2
129,"New South Wales","X20062007",3
129,"New South Wales","X20072008",0.1
129,"New South Wales","X20082009",13
129,"New South Wales","X20092010",4
129,"New South Wales","X20102011",2
129,"New South Wales","X20112012",4
129,"New South Wales","X20122013",18
129,"New South Wales","X20132014",167
129,"New South Wales","X20142015",6
129,"New South Wales","X20152016",0.1
129,"New South Wales","X20162017",77
129,"New South Wales","X20172018",6
129,"New South Wales","X20182019",13
129,"New South Wales","X20192020",276
130,"New South Wales","X20022003",267
130,"New South Wales","X20032004",9
130,"New South Wales","X20042005",8
130,"New South Wales","X20052006",3
130,"New South Wales","X20062007",8
130,"New South Wales","X20072008",0.1
130,"New South Wales","X20082009",9
130,"New South Wales","X20092010",3
130,"New South Wales","X20102011",7
130,"New South Wales","X20112012",18
130,"New South Wales","X20122013",22
130,"New South Wales","X20132014",108
130,"New South Wales","X20142015",4
130,"New South Wales","X20152016",0.1
130,"New South Wales","X20162017",126
130,"New South Wales","X20172018",16
130,"New South Wales","X20182019",6
130,"New South Wales","X20192020",1890
131,"New South Wales","X20022003",539
131,"New South Wales","X20032004",8
131,"New South Wales","X20042005",4
131,"New South Wales","X20052006",4
131,"New South Wales","X20062007",2
131,"New South Wales","X20072008",4
131,"New South Wales","X20082009",6
131,"New South Wales","X20092010",3
131,"New South Wales","X20102011",0.1
131,"New South Wales","X20112012",31
131,"New South Wales","X20122013",4
131,"New South Wales","X20132014",179
131,"New South Wales","X20142015",10
131,"New South Wales","X20152016",1
131,"New South Wales","X20162017",84
131,"New South Wales","X20172018",20
131,"New South Wales","X20182019",17
131,"New South Wales","X20192020",3428
132,"New South Wales","X20022003",387
132,"New South Wales","X20032004",5
132,"New South Wales","X20042005",1
132,"New South Wales","X20052006",9
132,"New South Wales","X20062007",0.1
132,"New South Wales","X20072008",0.1
132,"New South Wales","X20082009",5
132,"New South Wales","X20092010",4
132,"New South Wales","X20102011",3
132,"New South Wales","X20112012",1
132,"New South Wales","X20122013",4
132,"New South Wales","X20132014",138
132,"New South Wales","X20142015",10
132,"New South Wales","X20152016",13
132,"New South Wales","X20162017",1
132,"New South Wales","X20172018",26
132,"New South Wales","X20182019",6
132,"New South Wales","X20192020",2269
133,"New South Wales","X20022003",149
133,"New South Wales","X20032004",30
133,"New South Wales","X20042005",3
133,"New South Wales","X20052006",5
133,"New South Wales","X20062007",9
133,"New South Wales","X20072008",1
133,"New South Wales","X20082009",3
133,"New South Wales","X20092010",13
133,"New South Wales","X20102011",1
133,"New South Wales","X20112012",14
133,"New South Wales","X20122013",3
133,"New South Wales","X20132014",32
133,"New South Wales","X20142015",7
133,"New South Wales","X20152016",20
133,"New South Wales","X20162017",2
133,"New South Wales","X20172018",9
133,"New South Wales","X20182019",12
133,"New South Wales","X20192020",1303
134,"New South Wales","X20022003",13
134,"New South Wales","X20032004",19
134,"New South Wales","X20042005",4
134,"New South Wales","X20052006",8
134,"New South Wales","X20062007",6
134,"New South Wales","X20072008",2
134,"New South Wales","X20082009",35
134,"New South Wales","X20092010",26
134,"New South Wales","X20102011",9
134,"New South Wales","X20112012",1
134,"New South Wales","X20122013",4
134,"New South Wales","X20132014",8
134,"New South Wales","X20142015",0.1
134,"New South Wales","X20152016",9
134,"New South Wales","X20162017",5
134,"New South Wales","X20172018",17
134,"New South Wales","X20182019",13
134,"New South Wales","X20192020",601
135,"New South Wales","X20022003",68
135,"New South Wales","X20032004",8
135,"New South Wales","X20042005",7
135,"New South Wales","X20052006",10
135,"New South Wales","X20062007",5
135,"New South Wales","X20072008",19
135,"New South Wales","X20082009",6
135,"New South Wales","X20092010",9
135,"New South Wales","X20102011",8
135,"New South Wales","X20112012",5
135,"New South Wales","X20122013",3
135,"New South Wales","X20132014",18
135,"New South Wales","X20142015",7
135,"New South Wales","X20152016",7
135,"New South Wales","X20162017",19
135,"New South Wales","X20172018",2
135,"New South Wales","X20182019",31
135,"New South Wales","X20192020",2510
136,"New South Wales","X20022003",69
136,"New South Wales","X20032004",9
136,"New South Wales","X20042005",8
136,"New South Wales","X20052006",11
136,"New South Wales","X20062007",3
136,"New South Wales","X20072008",26
136,"New South Wales","X20082009",7
136,"New South Wales","X20092010",2
136,"New South Wales","X20102011",5
136,"New South Wales","X20112012",0.1
136,"New South Wales","X20122013",20
136,"New South Wales","X20132014",6
136,"New South Wales","X20142015",22
136,"New South Wales","X20152016",9
136,"New South Wales","X20162017",1
136,"New South Wales","X20172018",1
136,"New South Wales","X20182019",9
136,"New South Wales","X20192020",1059
137,"New South Wales","X20022003",27
137,"New South Wales","X20032004",11
137,"New South Wales","X20042005",48
137,"New South Wales","X20052006",9
137,"New South Wales","X20062007",46
137,"New South Wales","X20072008",8
137,"New South Wales","X20082009",1
137,"New South Wales","X20092010",4
137,"New South Wales","X20102011",3
137,"New South Wales","X20112012",5
137,"New South Wales","X20122013",24
137,"New South Wales","X20132014",21
137,"New South Wales","X20142015",34
137,"New South Wales","X20152016",14
137,"New South Wales","X20162017",11
137,"New South Wales","X20172018",10
137,"New South Wales","X20182019",0.1
137,"New South Wales","X20192020",1101
138,"New South Wales","X20022003",9
138,"New South Wales","X20032004",14
138,"New South Wales","X20042005",10
138,"New South Wales","X20052006",4
138,"New South Wales","X20062007",66
138,"New South Wales","X20072008",17
138,"New South Wales","X20082009",18
138,"New South Wales","X20092010",4
138,"New South Wales","X20102011",0.1
138,"New South Wales","X20112012",17
138,"New South Wales","X20122013",33
138,"New South Wales","X20132014",15
138,"New South Wales","X20142015",30
138,"New South Wales","X20152016",1
138,"New South Wales","X20162017",2
138,"New South Wales","X20172018",7
138,"New South Wales","X20182019",16
138,"New South Wales","X20192020",1888
139,"New South Wales","X20022003",0.1
139,"New South Wales","X20032004",31
139,"New South Wales","X20042005",20
139,"New South Wales","X20052006",54
139,"New South Wales","X20062007",6
139,"New South Wales","X20072008",6
139,"New South Wales","X20082009",1
139,"New South Wales","X20092010",17
139,"New South Wales","X20102011",3
139,"New South Wales","X20112012",7
139,"New South Wales","X20122013",4
139,"New South Wales","X20132014",12
139,"New South Wales","X20142015",40
139,"New South Wales","X20152016",3
139,"New South Wales","X20162017",3
139,"New South Wales","X20172018",6
139,"New South Wales","X20182019",12
139,"New South Wales","X20192020",875
140,"New South Wales","X20022003",79
140,"New South Wales","X20032004",1
140,"New South Wales","X20042005",30
140,"New South Wales","X20052006",9
140,"New South Wales","X20062007",23
140,"New South Wales","X20072008",2
140,"New South Wales","X20082009",0.1
140,"New South Wales","X20092010",34
140,"New South Wales","X20102011",3
140,"New South Wales","X20112012",0.1
140,"New South Wales","X20122013",5
140,"New South Wales","X20132014",3
140,"New South Wales","X20142015",36
140,"New South Wales","X20152016",6
140,"New South Wales","X20162017",6
140,"New South Wales","X20172018",5
140,"New South Wales","X20182019",20
140,"New South Wales","X20192020",349
141,"New South Wales","X20022003",112
141,"New South Wales","X20032004",7
141,"New South Wales","X20042005",9
141,"New South Wales","X20052006",9
141,"New South Wales","X20062007",91
141,"New South Wales","X20072008",7
141,"New South Wales","X20082009",1
141,"New South Wales","X20092010",43
141,"New South Wales","X20102011",7
141,"New South Wales","X20112012",2
141,"New South Wales","X20122013",8
141,"New South Wales","X20132014",1
141,"New South Wales","X20142015",30
141,"New South Wales","X20152016",17
141,"New South Wales","X20162017",5
141,"New South Wales","X20172018",4
141,"New South Wales","X20182019",3
141,"New South Wales","X20192020",885
142,"New South Wales","X20022003",90
142,"New South Wales","X20032004",31
142,"New South Wales","X20042005",15
142,"New South Wales","X20052006",9
142,"New South Wales","X20062007",223
142,"New South Wales","X20072008",26
142,"New South Wales","X20082009",0.1
142,"New South Wales","X20092010",34
142,"New South Wales","X20102011",4
142,"New South Wales","X20112012",11
142,"New South Wales","X20122013",7
142,"New South Wales","X20132014",6
142,"New South Wales","X20142015",3
142,"New South Wales","X20152016",9
142,"New South Wales","X20162017",11
142,"New South Wales","X20172018",1
142,"New South Wales","X20182019",8
142,"New South Wales","X20192020",1549
143,"New South Wales","X20022003",17
143,"New South Wales","X20032004",7
143,"New South Wales","X20042005",6
143,"New South Wales","X20052006",1
143,"New South Wales","X20062007",131
143,"New South Wales","X20072008",37
143,"New South Wales","X20082009",0.1
143,"New South Wales","X20092010",37
143,"New South Wales","X20102011",3
143,"New South Wales","X20112012",18
143,"New South Wales","X20122013",17
143,"New South Wales","X20132014",17
143,"New South Wales","X20142015",10
143,"New South Wales","X20152016",34
143,"New South Wales","X20162017",15
143,"New South Wales","X20172018",3
143,"New South Wales","X20182019",3
143,"New South Wales","X20192020",501
144,"New South Wales","X20022003",4
144,"New South Wales","X20032004",0.1
144,"New South Wales","X20042005",0.1
144,"New South Wales","X20052006",2
144,"New South Wales","X20062007",148
144,"New South Wales","X20072008",16
144,"New South Wales","X20082009",2
144,"New South Wales","X20092010",76
144,"New South Wales","X20102011",7
144,"New South Wales","X20112012",5
144,"New South Wales","X20122013",2
144,"New South Wales","X20132014",11
144,"New South Wales","X20142015",28
144,"New South Wales","X20152016",10
144,"New South Wales","X20162017",19
144,"New South Wales","X20172018",8
144,"New South Wales","X20182019",0.1
144,"New South Wales","X20192020",1001
145,"New South Wales","X20022003",24
145,"New South Wales","X20032004",3
145,"New South Wales","X20042005",2
145,"New South Wales","X20052006",2
145,"New South Wales","X20062007",359
145,"New South Wales","X20072008",1
145,"New South Wales","X20082009",9
145,"New South Wales","X20092010",97
145,"New South Wales","X20102011",2
145,"New South Wales","X20112012",6
145,"New South Wales","X20122013",4
145,"New South Wales","X20132014",0.1
145,"New South Wales","X20142015",19
145,"New South Wales","X20152016",2
145,"New South Wales","X20162017",35
145,"New South Wales","X20172018",2
145,"New South Wales","X20182019",16
145,"New South Wales","X20192020",883
146,"New South Wales","X20022003",20
146,"New South Wales","X20032004",0.1
146,"New South Wales","X20042005",6
146,"New South Wales","X20052006",0.1
146,"New South Wales","X20062007",123
146,"New South Wales","X20072008",0.1
146,"New South Wales","X20082009",2
146,"New South Wales","X20092010",15
146,"New South Wales","X20102011",4
146,"New South Wales","X20112012",0.1
146,"New South Wales","X20122013",11
146,"New South Wales","X20132014",1
146,"New South Wales","X20142015",34
146,"New South Wales","X20152016",12
146,"New South Wales","X20162017",28
146,"New South Wales","X20172018",11
146,"New South Wales","X20182019",18
146,"New South Wales","X20192020",277
147,"New South Wales","X20022003",105
147,"New South Wales","X20032004",1
147,"New South Wales","X20042005",4
147,"New South Wales","X20052006",1
147,"New South Wales","X20062007",66
147,"New South Wales","X20072008",3
147,"New South Wales","X20082009",4
147,"New South Wales","X20092010",43
147,"New South Wales","X20102011",2
147,"New South Wales","X20112012",0.1
147,"New South Wales","X20122013",8
147,"New South Wales","X20132014",8
147,"New South Wales","X20142015",70
147,"New South Wales","X20152016",13
147,"New South Wales","X20162017",54
147,"New South Wales","X20172018",12
147,"New South Wales","X20182019",7
147,"New South Wales","X20192020",120
148,"New South Wales","X20022003",117
148,"New South Wales","X20032004",10
148,"New South Wales","X20042005",11
148,"New South Wales","X20052006",3
148,"New South Wales","X20062007",159
148,"New South Wales","X20072008",0.1
148,"New South Wales","X20082009",1
148,"New South Wales","X20092010",71
148,"New South Wales","X20102011",2
148,"New South Wales","X20112012",0.1
148,"New South Wales","X20122013",5
148,"New South Wales","X20132014",10
148,"New South Wales","X20142015",2
148,"New South Wales","X20152016",22
148,"New South Wales","X20162017",17
148,"New South Wales","X20172018",26
148,"New South Wales","X20182019",8
148,"New South Wales","X20192020",258
149,"New South Wales","X20022003",160
149,"New South Wales","X20032004",30
149,"New South Wales","X20042005",25
149,"New South Wales","X20052006",1
149,"New South Wales","X20062007",62
149,"New South Wales","X20072008",0.1
149,"New South Wales","X20082009",1
149,"New South Wales","X20092010",67
149,"New South Wales","X20102011",0.1
149,"New South Wales","X20112012",0.1
149,"New South Wales","X20122013",4
149,"New South Wales","X20132014",39
149,"New South Wales","X20142015",5
149,"New South Wales","X20152016",26
149,"New South Wales","X20162017",16
149,"New South Wales","X20172018",8
149,"New South Wales","X20182019",17
149,"New South Wales","X20192020",375
150,"New South Wales","X20022003",54
150,"New South Wales","X20032004",16
150,"New South Wales","X20042005",19
150,"New South Wales","X20052006",4
150,"New South Wales","X20062007",17
150,"New South Wales","X20072008",3
150,"New South Wales","X20082009",6
150,"New South Wales","X20092010",77
150,"New South Wales","X20102011",5
150,"New South Wales","X20112012",0.1
150,"New South Wales","X20122013",8
150,"New South Wales","X20132014",38
150,"New South Wales","X20142015",30
150,"New South Wales","X20152016",44
150,"New South Wales","X20162017",17
150,"New South Wales","X20172018",4
150,"New South Wales","X20182019",3
150,"New South Wales","X20192020",231
151,"New South Wales","X20022003",2
151,"New South Wales","X20032004",7
151,"New South Wales","X20042005",10
151,"New South Wales","X20052006",7
151,"New South Wales","X20062007",104
151,"New South Wales","X20072008",4
151,"New South Wales","X20082009",1
151,"New South Wales","X20092010",49
151,"New South Wales","X20102011",0.1
151,"New South Wales","X20112012",2
151,"New South Wales","X20122013",8
151,"New South Wales","X20132014",26
151,"New South Wales","X20142015",3
151,"New South Wales","X20152016",8
151,"New South Wales","X20162017",8
151,"New South Wales","X20172018",8
151,"New South Wales","X20182019",2
151,"New South Wales","X20192020",465
152,"New South Wales","X20022003",8
152,"New South Wales","X20032004",15
152,"New South Wales","X20042005",21
152,"New South Wales","X20052006",1
152,"New South Wales","X20062007",1244
152,"New South Wales","X20072008",4
152,"New South Wales","X20082009",1
152,"New South Wales","X20092010",73
152,"New South Wales","X20102011",0.1
152,"New South Wales","X20112012",8
152,"New South Wales","X20122013",74
152,"New South Wales","X20132014",1
152,"New South Wales","X20142015",7
152,"New South Wales","X20152016",15
152,"New South Wales","X20162017",12
152,"New South Wales","X20172018",1
152,"New South Wales","X20182019",24
152,"New South Wales","X20192020",399
153,"New South Wales","X20022003",25
153,"New South Wales","X20032004",10
153,"New South Wales","X20042005",48
153,"New South Wales","X20052006",9
153,"New South Wales","X20062007",81
153,"New South Wales","X20072008",2
153,"New South Wales","X20082009",5
153,"New South Wales","X20092010",38
153,"New South Wales","X20102011",0.1
153,"New South Wales","X20112012",1
153,"New South Wales","X20122013",14
153,"New South Wales","X20132014",10
153,"New South Wales","X20142015",1
153,"New South Wales","X20152016",25
153,"New South Wales","X20162017",17
153,"New South Wales","X20172018",6
153,"New South Wales","X20182019",13
153,"New South Wales","X20192020",148
154,"New South Wales","X20022003",46
154,"New South Wales","X20032004",14
154,"New South Wales","X20042005",38
154,"New South Wales","X20052006",12
154,"New South Wales","X20062007",42
154,"New South Wales","X20072008",7
154,"New South Wales","X20082009",12
154,"New South Wales","X20092010",7
154,"New South Wales","X20102011",0.1
154,"New South Wales","X20112012",0.1
154,"New South Wales","X20122013",9
154,"New South Wales","X20132014",9
154,"New South Wales","X20142015",7
154,"New South Wales","X20152016",6
154,"New South Wales","X20162017",12
154,"New South Wales","X20172018",2
154,"New South Wales","X20182019",22
154,"New South Wales","X20192020",602
155,"New South Wales","X20022003",26
155,"New South Wales","X20032004",3
155,"New South Wales","X20042005",56
155,"New South Wales","X20052006",1
155,"New South Wales","X20062007",58
155,"New South Wales","X20072008",1
155,"New South Wales","X20082009",13
155,"New South Wales","X20092010",2
155,"New South Wales","X20102011",0.1
155,"New South Wales","X20112012",0.1
155,"New South Wales","X20122013",16
155,"New South Wales","X20132014",11
155,"New South Wales","X20142015",15
155,"New South Wales","X20152016",12
155,"New South Wales","X20162017",18
155,"New South Wales","X20172018",1
155,"New South Wales","X20182019",70
155,"New South Wales","X20192020",1053
156,"New South Wales","X20022003",68
156,"New South Wales","X20032004",1
156,"New South Wales","X20042005",13
156,"New South Wales","X20052006",7
156,"New South Wales","X20062007",57
156,"New South Wales","X20072008",4
156,"New South Wales","X20082009",10
156,"New South Wales","X20092010",22
156,"New South Wales","X20102011",1
156,"New South Wales","X20112012",1
156,"New South Wales","X20122013",1
156,"New South Wales","X20132014",15
156,"New South Wales","X20142015",10
156,"New South Wales","X20152016",30
156,"New South Wales","X20162017",10
156,"New South Wales","X20172018",3
156,"New South Wales","X20182019",34
156,"New South Wales","X20192020",1698
157,"New South Wales","X20022003",615
157,"New South Wales","X20032004",4
157,"New South Wales","X20042005",14
157,"New South Wales","X20052006",14
157,"New South Wales","X20062007",70
157,"New South Wales","X20072008",5
157,"New South Wales","X20082009",11
157,"New South Wales","X20092010",11
157,"New South Wales","X20102011",0.1
157,"New South Wales","X20112012",1
157,"New South Wales","X20122013",5
157,"New South Wales","X20132014",1
157,"New South Wales","X20142015",2
157,"New South Wales","X20152016",11
157,"New South Wales","X20162017",9
157,"New South Wales","X20172018",2
157,"New South Wales","X20182019",22
157,"New South Wales","X20192020",2229
158,"New South Wales","X20022003",529
158,"New South Wales","X20032004",8
158,"New South Wales","X20042005",1
158,"New South Wales","X20052006",18
158,"New South Wales","X20062007",103
158,"New South Wales","X20072008",0.1
158,"New South Wales","X20082009",0.1
158,"New South Wales","X20092010",31
158,"New South Wales","X20102011",2
158,"New South Wales","X20112012",2
158,"New South Wales","X20122013",37
158,"New South Wales","X20132014",13
158,"New South Wales","X20142015",2
158,"New South Wales","X20152016",9
158,"New South Wales","X20162017",14
158,"New South Wales","X20172018",9
158,"New South Wales","X20182019",14
158,"New South Wales","X20192020",2651
159,"New South Wales","X20022003",382
159,"New South Wales","X20032004",4
159,"New South Wales","X20042005",3
159,"New South Wales","X20052006",17
159,"New South Wales","X20062007",43
159,"New South Wales","X20072008",3
159,"New South Wales","X20082009",1
159,"New South Wales","X20092010",86
159,"New South Wales","X20102011",3
159,"New South Wales","X20112012",0.1
159,"New South Wales","X20122013",94
159,"New South Wales","X20132014",45
159,"New South Wales","X20142015",2
159,"New South Wales","X20152016",7
159,"New South Wales","X20162017",6
159,"New South Wales","X20172018",14
159,"New South Wales","X20182019",30
159,"New South Wales","X20192020",2734
160,"New South Wales","X20022003",233
160,"New South Wales","X20032004",6
160,"New South Wales","X20042005",0.1
160,"New South Wales","X20052006",15
160,"New South Wales","X20062007",110
160,"New South Wales","X20072008",5
160,"New South Wales","X20082009",0.1
160,"New South Wales","X20092010",143
160,"New South Wales","X20102011",6
160,"New South Wales","X20112012",0.1
160,"New South Wales","X20122013",19
160,"New South Wales","X20132014",17
160,"New South Wales","X20142015",2
160,"New South Wales","X20152016",22
160,"New South Wales","X20162017",1
160,"New South Wales","X20172018",50
160,"New South Wales","X20182019",7
160,"New South Wales","X20192020",1812
161,"New South Wales","X20022003",385
161,"New South Wales","X20032004",9
161,"New South Wales","X20042005",5
161,"New South Wales","X20052006",15
161,"New South Wales","X20062007",153
161,"New South Wales","X20072008",6
161,"New South Wales","X20082009",1
161,"New South Wales","X20092010",218
161,"New South Wales","X20102011",3
161,"New South Wales","X20112012",0.1
161,"New South Wales","X20122013",3
161,"New South Wales","X20132014",25
161,"New South Wales","X20142015",15
161,"New South Wales","X20152016",7
161,"New South Wales","X20162017",0.1
161,"New South Wales","X20172018",8
161,"New South Wales","X20182019",6
161,"New South Wales","X20192020",629
162,"New South Wales","X20022003",85
162,"New South Wales","X20032004",25
162,"New South Wales","X20042005",10
162,"New South Wales","X20052006",35
162,"New South Wales","X20062007",50
162,"New South Wales","X20072008",1
162,"New South Wales","X20082009",1
162,"New South Wales","X20092010",616
162,"New South Wales","X20102011",8
162,"New South Wales","X20112012",0.1
162,"New South Wales","X20122013",1
162,"New South Wales","X20132014",0.1
162,"New South Wales","X20142015",5
162,"New South Wales","X20152016",8
162,"New South Wales","X20162017",2
162,"New South Wales","X20172018",7
162,"New South Wales","X20182019",4
162,"New South Wales","X20192020",1459
163,"New South Wales","X20022003",11
163,"New South Wales","X20032004",23
163,"New South Wales","X20042005",0.1
163,"New South Wales","X20052006",30
163,"New South Wales","X20062007",144
163,"New South Wales","X20072008",0.1
163,"New South Wales","X20082009",10
163,"New South Wales","X20092010",129
163,"New South Wales","X20102011",3
163,"New South Wales","X20112012",0.1
163,"New South Wales","X20122013",13
163,"New South Wales","X20132014",9
163,"New South Wales","X20142015",3
163,"New South Wales","X20152016",6
163,"New South Wales","X20162017",21
163,"New South Wales","X20172018",20
163,"New South Wales","X20182019",8
163,"New South Wales","X20192020",874
164,"New South Wales","X20022003",28
164,"New South Wales","X20032004",6
164,"New South Wales","X20042005",6
164,"New South Wales","X20052006",19
164,"New South Wales","X20062007",116
164,"New South Wales","X20072008",4
164,"New South Wales","X20082009",12
164,"New South Wales","X20092010",223
164,"New South Wales","X20102011",4
164,"New South Wales","X20112012",1
164,"New South Wales","X20122013",12
164,"New South Wales","X20132014",3
164,"New South Wales","X20142015",16
164,"New South Wales","X20152016",14
164,"New South Wales","X20162017",5
164,"New South Wales","X20172018",29
164,"New South Wales","X20182019",1
164,"New South Wales","X20192020",174
165,"New South Wales","X20022003",49
165,"New South Wales","X20032004",12
165,"New South Wales","X20042005",2
165,"New South Wales","X20052006",10
165,"New South Wales","X20062007",74
165,"New South Wales","X20072008",2
165,"New South Wales","X20082009",8
165,"New South Wales","X20092010",132
165,"New South Wales","X20102011",1
165,"New South Wales","X20112012",0.1
165,"New South Wales","X20122013",16
165,"New South Wales","X20132014",19
165,"New South Wales","X20142015",13
165,"New South Wales","X20152016",9
165,"New South Wales","X20162017",14
165,"New South Wales","X20172018",23
165,"New South Wales","X20182019",0.1
165,"New South Wales","X20192020",240
166,"New South Wales","X20022003",47
166,"New South Wales","X20032004",15
166,"New South Wales","X20042005",0.1
166,"New South Wales","X20052006",10
166,"New South Wales","X20062007",20
166,"New South Wales","X20072008",2
166,"New South Wales","X20082009",0.1
166,"New South Wales","X20092010",220
166,"New South Wales","X20102011",4
166,"New South Wales","X20112012",2
166,"New South Wales","X20122013",44
166,"New South Wales","X20132014",11
166,"New South Wales","X20142015",4
166,"New South Wales","X20152016",18
166,"New South Wales","X20162017",25
166,"New South Wales","X20172018",8
166,"New South Wales","X20182019",0.1
166,"New South Wales","X20192020",64
167,"New South Wales","X20022003",25
167,"New South Wales","X20032004",9
167,"New South Wales","X20042005",4
167,"New South Wales","X20052006",40
167,"New South Wales","X20062007",2
167,"New South Wales","X20072008",13
167,"New South Wales","X20082009",1
167,"New South Wales","X20092010",5
167,"New South Wales","X20102011",8
167,"New South Wales","X20112012",1
167,"New South Wales","X20122013",40
167,"New South Wales","X20132014",2
167,"New South Wales","X20142015",3
167,"New South Wales","X20152016",34
167,"New South Wales","X20162017",33
167,"New South Wales","X20172018",10
167,"New South Wales","X20182019",7
167,"New South Wales","X20192020",660
168,"New South Wales","X20022003",53
168,"New South Wales","X20032004",8
168,"New South Wales","X20042005",25
168,"New South Wales","X20052006",10
168,"New South Wales","X20062007",33
168,"New South Wales","X20072008",1
168,"New South Wales","X20082009",5
168,"New South Wales","X20092010",12
168,"New South Wales","X20102011",9
168,"New South Wales","X20112012",1
168,"New South Wales","X20122013",17
168,"New South Wales","X20132014",10
168,"New South Wales","X20142015",19
168,"New South Wales","X20152016",2
168,"New South Wales","X20162017",23
168,"New South Wales","X20172018",7
168,"New South Wales","X20182019",5
168,"New South Wales","X20192020",1087
169,"New South Wales","X20022003",48
169,"New South Wales","X20032004",9
169,"New South Wales","X20042005",30
169,"New South Wales","X20052006",3
169,"New South Wales","X20062007",60
169,"New South Wales","X20072008",0.1
169,"New South Wales","X20082009",13
169,"New South Wales","X20092010",14
169,"New South Wales","X20102011",9
169,"New South Wales","X20112012",4
169,"New South Wales","X20122013",6
169,"New South Wales","X20132014",3
169,"New South Wales","X20142015",67
169,"New South Wales","X20152016",2
169,"New South Wales","X20162017",7
169,"New South Wales","X20172018",17
169,"New South Wales","X20182019",3
169,"New South Wales","X20192020",1228
170,"New South Wales","X20022003",31
170,"New South Wales","X20032004",3
170,"New South Wales","X20042005",2
170,"New South Wales","X20052006",12
170,"New South Wales","X20062007",85
