"DOY","State","name","value"
74,"Queensland","X20152016",143
74,"Queensland","X20162017",103
74,"Queensland","X20172018",170
74,"Queensland","X20182019",86
74,"Queensland","X20192020",81
75,"Queensland","X20022003",52
75,"Queensland","X20032004",281
75,"Queensland","X20042005",164
75,"Queensland","X20052006",235
75,"Queensland","X20062007",144
75,"Queensland","X20072008",406
75,"Queensland","X20082009",363
75,"Queensland","X20092010",521
75,"Queensland","X20102011",178
75,"Queensland","X20112012",545
75,"Queensland","X20122013",697
75,"Queensland","X20132014",270
75,"Queensland","X20142015",215
75,"Queensland","X20152016",106
75,"Queensland","X20162017",95
75,"Queensland","X20172018",140
75,"Queensland","X20182019",319
75,"Queensland","X20192020",150
76,"Queensland","X20022003",229
76,"Queensland","X20032004",152
76,"Queensland","X20042005",189
76,"Queensland","X20052006",184
76,"Queensland","X20062007",190
76,"Queensland","X20072008",218
76,"Queensland","X20082009",263
76,"Queensland","X20092010",166
76,"Queensland","X20102011",337
76,"Queensland","X20112012",1131
76,"Queensland","X20122013",197
76,"Queensland","X20132014",131
76,"Queensland","X20142015",232
76,"Queensland","X20152016",194
76,"Queensland","X20162017",95
76,"Queensland","X20172018",387
76,"Queensland","X20182019",108
76,"Queensland","X20192020",164
77,"Queensland","X20022003",227
77,"Queensland","X20032004",489
77,"Queensland","X20042005",170
77,"Queensland","X20052006",215
77,"Queensland","X20062007",83
77,"Queensland","X20072008",354
77,"Queensland","X20082009",161
77,"Queensland","X20092010",399
77,"Queensland","X20102011",199
77,"Queensland","X20112012",868
77,"Queensland","X20122013",537
77,"Queensland","X20132014",163
77,"Queensland","X20142015",320
77,"Queensland","X20152016",87
77,"Queensland","X20162017",55
77,"Queensland","X20172018",201
77,"Queensland","X20182019",178
77,"Queensland","X20192020",101
78,"Queensland","X20022003",236
78,"Queensland","X20032004",316
78,"Queensland","X20042005",348
78,"Queensland","X20052006",29
78,"Queensland","X20062007",118
78,"Queensland","X20072008",200
78,"Queensland","X20082009",240
78,"Queensland","X20092010",292
78,"Queensland","X20102011",384
78,"Queensland","X20112012",1199
78,"Queensland","X20122013",397
78,"Queensland","X20132014",80
78,"Queensland","X20142015",282
78,"Queensland","X20152016",252
78,"Queensland","X20162017",8
78,"Queensland","X20172018",199
78,"Queensland","X20182019",193
78,"Queensland","X20192020",114
79,"Queensland","X20022003",171
79,"Queensland","X20032004",344
79,"Queensland","X20042005",214
79,"Queensland","X20052006",204
79,"Queensland","X20062007",139
79,"Queensland","X20072008",465
79,"Queensland","X20082009",220
79,"Queensland","X20092010",396
79,"Queensland","X20102011",43
79,"Queensland","X20112012",1517
79,"Queensland","X20122013",430
79,"Queensland","X20132014",194
79,"Queensland","X20142015",299
79,"Queensland","X20152016",168
79,"Queensland","X20162017",30
79,"Queensland","X20172018",260
79,"Queensland","X20182019",440
79,"Queensland","X20192020",106
80,"Queensland","X20022003",170
80,"Queensland","X20032004",415
80,"Queensland","X20042005",418
80,"Queensland","X20052006",371
80,"Queensland","X20062007",257
80,"Queensland","X20072008",465
80,"Queensland","X20082009",375
80,"Queensland","X20092010",322
80,"Queensland","X20102011",55
80,"Queensland","X20112012",1012
80,"Queensland","X20122013",291
80,"Queensland","X20132014",257
80,"Queensland","X20142015",662
80,"Queensland","X20152016",393
80,"Queensland","X20162017",45
80,"Queensland","X20172018",253
80,"Queensland","X20182019",331
80,"Queensland","X20192020",198
81,"Queensland","X20022003",586
81,"Queensland","X20032004",350
81,"Queensland","X20042005",159
81,"Queensland","X20052006",241
81,"Queensland","X20062007",182
81,"Queensland","X20072008",498
81,"Queensland","X20082009",181
81,"Queensland","X20092010",378
81,"Queensland","X20102011",10
81,"Queensland","X20112012",1971
81,"Queensland","X20122013",414
81,"Queensland","X20132014",571
81,"Queensland","X20142015",287
81,"Queensland","X20152016",165
81,"Queensland","X20162017",38
81,"Queensland","X20172018",120
81,"Queensland","X20182019",204
81,"Queensland","X20192020",146
82,"Queensland","X20022003",264
82,"Queensland","X20032004",506
82,"Queensland","X20042005",170
82,"Queensland","X20052006",235
82,"Queensland","X20062007",160
82,"Queensland","X20072008",433
82,"Queensland","X20082009",537
82,"Queensland","X20092010",762
82,"Queensland","X20102011",2
82,"Queensland","X20112012",579
82,"Queensland","X20122013",610
82,"Queensland","X20132014",307
82,"Queensland","X20142015",388
82,"Queensland","X20152016",91
82,"Queensland","X20162017",26
82,"Queensland","X20172018",184
82,"Queensland","X20182019",473
82,"Queensland","X20192020",74
83,"Queensland","X20022003",546
83,"Queensland","X20032004",378
83,"Queensland","X20042005",315
83,"Queensland","X20052006",233
83,"Queensland","X20062007",423
83,"Queensland","X20072008",325
83,"Queensland","X20082009",251
83,"Queensland","X20092010",417
83,"Queensland","X20102011",28
83,"Queensland","X20112012",1060
83,"Queensland","X20122013",438
83,"Queensland","X20132014",368
83,"Queensland","X20142015",80
83,"Queensland","X20152016",134
83,"Queensland","X20162017",28
83,"Queensland","X20172018",370
83,"Queensland","X20182019",222
83,"Queensland","X20192020",93
84,"Queensland","X20022003",375
84,"Queensland","X20032004",481
84,"Queensland","X20042005",232
84,"Queensland","X20052006",398
84,"Queensland","X20062007",156
84,"Queensland","X20072008",497
84,"Queensland","X20082009",477
84,"Queensland","X20092010",870
84,"Queensland","X20102011",7
84,"Queensland","X20112012",472
84,"Queensland","X20122013",653
84,"Queensland","X20132014",462
84,"Queensland","X20142015",266
84,"Queensland","X20152016",234
84,"Queensland","X20162017",32
84,"Queensland","X20172018",223
84,"Queensland","X20182019",315
84,"Queensland","X20192020",87
85,"Queensland","X20022003",548
85,"Queensland","X20032004",271
85,"Queensland","X20042005",304
85,"Queensland","X20052006",383
85,"Queensland","X20062007",284
85,"Queensland","X20072008",281
85,"Queensland","X20082009",321
85,"Queensland","X20092010",652
85,"Queensland","X20102011",75
85,"Queensland","X20112012",613
85,"Queensland","X20122013",279
85,"Queensland","X20132014",375
85,"Queensland","X20142015",212
85,"Queensland","X20152016",698
85,"Queensland","X20162017",71
85,"Queensland","X20172018",233
85,"Queensland","X20182019",82
85,"Queensland","X20192020",157
86,"Queensland","X20022003",1211
86,"Queensland","X20032004",357
86,"Queensland","X20042005",228
86,"Queensland","X20052006",258
86,"Queensland","X20062007",132
86,"Queensland","X20072008",458
86,"Queensland","X20082009",194
86,"Queensland","X20092010",1060
86,"Queensland","X20102011",35
86,"Queensland","X20112012",597
86,"Queensland","X20122013",761
86,"Queensland","X20132014",572
86,"Queensland","X20142015",106
86,"Queensland","X20152016",359
86,"Queensland","X20162017",230
86,"Queensland","X20172018",259
86,"Queensland","X20182019",226
86,"Queensland","X20192020",98
87,"Queensland","X20022003",896
87,"Queensland","X20032004",276
87,"Queensland","X20042005",435
87,"Queensland","X20052006",388
87,"Queensland","X20062007",316
87,"Queensland","X20072008",308
87,"Queensland","X20082009",201
87,"Queensland","X20092010",674
87,"Queensland","X20102011",53
87,"Queensland","X20112012",919
87,"Queensland","X20122013",347
87,"Queensland","X20132014",316
87,"Queensland","X20142015",185
87,"Queensland","X20152016",411
87,"Queensland","X20162017",100
87,"Queensland","X20172018",219
87,"Queensland","X20182019",124
87,"Queensland","X20192020",121
88,"Queensland","X20022003",816
88,"Queensland","X20032004",212
88,"Queensland","X20042005",157
88,"Queensland","X20052006",132
88,"Queensland","X20062007",303
88,"Queensland","X20072008",486
88,"Queensland","X20082009",136
88,"Queensland","X20092010",770
88,"Queensland","X20102011",18
88,"Queensland","X20112012",1461
88,"Queensland","X20122013",657
88,"Queensland","X20132014",408
88,"Queensland","X20142015",155
88,"Queensland","X20152016",164
88,"Queensland","X20162017",139
88,"Queensland","X20172018",191
88,"Queensland","X20182019",305
88,"Queensland","X20192020",66
89,"Queensland","X20022003",340
89,"Queensland","X20032004",297
89,"Queensland","X20042005",289
89,"Queensland","X20052006",507
89,"Queensland","X20062007",176
89,"Queensland","X20072008",383
89,"Queensland","X20082009",420
89,"Queensland","X20092010",882
89,"Queensland","X20102011",92
89,"Queensland","X20112012",1034
89,"Queensland","X20122013",566
89,"Queensland","X20132014",218
89,"Queensland","X20142015",380
89,"Queensland","X20152016",236
89,"Queensland","X20162017",215
89,"Queensland","X20172018",169
89,"Queensland","X20182019",324
89,"Queensland","X20192020",140
90,"Queensland","X20022003",473
90,"Queensland","X20032004",215
90,"Queensland","X20042005",225
90,"Queensland","X20052006",315
90,"Queensland","X20062007",356
90,"Queensland","X20072008",358
90,"Queensland","X20082009",218
90,"Queensland","X20092010",509
90,"Queensland","X20102011",71
90,"Queensland","X20112012",1184
90,"Queensland","X20122013",468
90,"Queensland","X20132014",212
90,"Queensland","X20142015",120
90,"Queensland","X20152016",349
90,"Queensland","X20162017",215
90,"Queensland","X20172018",306
90,"Queensland","X20182019",123
90,"Queensland","X20192020",146
91,"Queensland","X20022003",245
91,"Queensland","X20032004",359
91,"Queensland","X20042005",324
91,"Queensland","X20052006",607
91,"Queensland","X20062007",253
91,"Queensland","X20072008",481
91,"Queensland","X20082009",322
91,"Queensland","X20092010",962
91,"Queensland","X20102011",98
91,"Queensland","X20112012",539
91,"Queensland","X20122013",636
91,"Queensland","X20132014",343
91,"Queensland","X20142015",228
91,"Queensland","X20152016",124
91,"Queensland","X20162017",268
91,"Queensland","X20172018",145
91,"Queensland","X20182019",400
91,"Queensland","X20192020",187
92,"Queensland","X20022003",762
92,"Queensland","X20032004",198
92,"Queensland","X20042005",377
92,"Queensland","X20052006",522
92,"Queensland","X20062007",458
92,"Queensland","X20072008",241
92,"Queensland","X20082009",413
92,"Queensland","X20092010",546
92,"Queensland","X20102011",288
92,"Queensland","X20112012",1394
92,"Queensland","X20122013",116
92,"Queensland","X20132014",236
92,"Queensland","X20142015",131
92,"Queensland","X20152016",381
92,"Queensland","X20162017",58
92,"Queensland","X20172018",240
92,"Queensland","X20182019",243
92,"Queensland","X20192020",267
93,"Queensland","X20022003",584
93,"Queensland","X20032004",157
93,"Queensland","X20042005",244
93,"Queensland","X20052006",270
93,"Queensland","X20062007",197
93,"Queensland","X20072008",284
93,"Queensland","X20082009",623
93,"Queensland","X20092010",830
93,"Queensland","X20102011",149
93,"Queensland","X20112012",2084
93,"Queensland","X20122013",107
93,"Queensland","X20132014",257
93,"Queensland","X20142015",353
93,"Queensland","X20152016",227
93,"Queensland","X20162017",114
93,"Queensland","X20172018",24
93,"Queensland","X20182019",667
93,"Queensland","X20192020",208
94,"Queensland","X20022003",457
94,"Queensland","X20032004",188
94,"Queensland","X20042005",230
94,"Queensland","X20052006",575
94,"Queensland","X20062007",287
94,"Queensland","X20072008",77
94,"Queensland","X20082009",436
94,"Queensland","X20092010",128
94,"Queensland","X20102011",242
94,"Queensland","X20112012",1487
94,"Queensland","X20122013",217
94,"Queensland","X20132014",103
94,"Queensland","X20142015",350
94,"Queensland","X20152016",759
94,"Queensland","X20162017",208
94,"Queensland","X20172018",30
94,"Queensland","X20182019",397
94,"Queensland","X20192020",114
95,"Queensland","X20022003",628
95,"Queensland","X20032004",232
95,"Queensland","X20042005",466
95,"Queensland","X20052006",561
95,"Queensland","X20062007",252
95,"Queensland","X20072008",98
95,"Queensland","X20082009",150
95,"Queensland","X20092010",162
95,"Queensland","X20102011",93
95,"Queensland","X20112012",991
95,"Queensland","X20122013",410
95,"Queensland","X20132014",203
95,"Queensland","X20142015",156
95,"Queensland","X20152016",222
95,"Queensland","X20162017",547
95,"Queensland","X20172018",163
95,"Queensland","X20182019",540
95,"Queensland","X20192020",152
96,"Queensland","X20022003",329
96,"Queensland","X20032004",435
96,"Queensland","X20042005",834
96,"Queensland","X20052006",896
96,"Queensland","X20062007",254
96,"Queensland","X20072008",118
96,"Queensland","X20082009",273
96,"Queensland","X20092010",275
96,"Queensland","X20102011",392
96,"Queensland","X20112012",616
96,"Queensland","X20122013",321
96,"Queensland","X20132014",207
96,"Queensland","X20142015",304
96,"Queensland","X20152016",344
96,"Queensland","X20162017",21
96,"Queensland","X20172018",50
96,"Queensland","X20182019",368
96,"Queensland","X20192020",292
97,"Queensland","X20022003",242
97,"Queensland","X20032004",323
97,"Queensland","X20042005",528
97,"Queensland","X20052006",539
97,"Queensland","X20062007",349
97,"Queensland","X20072008",216
97,"Queensland","X20082009",105
97,"Queensland","X20092010",410
97,"Queensland","X20102011",289
97,"Queensland","X20112012",560
97,"Queensland","X20122013",379
97,"Queensland","X20132014",369
97,"Queensland","X20142015",213
97,"Queensland","X20152016",409
97,"Queensland","X20162017",196
97,"Queensland","X20172018",192
97,"Queensland","X20182019",279
97,"Queensland","X20192020",150
98,"Queensland","X20022003",381
98,"Queensland","X20032004",293
98,"Queensland","X20042005",378
98,"Queensland","X20052006",513
98,"Queensland","X20062007",339
98,"Queensland","X20072008",178
98,"Queensland","X20082009",283
98,"Queensland","X20092010",676
98,"Queensland","X20102011",353
98,"Queensland","X20112012",252
98,"Queensland","X20122013",413
98,"Queensland","X20132014",327
98,"Queensland","X20142015",554
98,"Queensland","X20152016",262
98,"Queensland","X20162017",117
98,"Queensland","X20172018",101
98,"Queensland","X20182019",269
98,"Queensland","X20192020",391
99,"Queensland","X20022003",701
99,"Queensland","X20032004",31
99,"Queensland","X20042005",754
99,"Queensland","X20052006",353
99,"Queensland","X20062007",480
99,"Queensland","X20072008",116
99,"Queensland","X20082009",192
99,"Queensland","X20092010",352
99,"Queensland","X20102011",129
99,"Queensland","X20112012",506
99,"Queensland","X20122013",342
99,"Queensland","X20132014",436
99,"Queensland","X20142015",272
99,"Queensland","X20152016",349
99,"Queensland","X20162017",412
99,"Queensland","X20172018",185
99,"Queensland","X20182019",145
99,"Queensland","X20192020",227
100,"Queensland","X20022003",530
100,"Queensland","X20032004",248
100,"Queensland","X20042005",842
100,"Queensland","X20052006",279
100,"Queensland","X20062007",186
100,"Queensland","X20072008",192
100,"Queensland","X20082009",498
100,"Queensland","X20092010",773
100,"Queensland","X20102011",19
100,"Queensland","X20112012",359
100,"Queensland","X20122013",507
100,"Queensland","X20132014",722
100,"Queensland","X20142015",611
100,"Queensland","X20152016",156
100,"Queensland","X20162017",486
100,"Queensland","X20172018",97
100,"Queensland","X20182019",277
100,"Queensland","X20192020",384
101,"Queensland","X20022003",638
101,"Queensland","X20032004",54
101,"Queensland","X20042005",1529
101,"Queensland","X20052006",553
101,"Queensland","X20062007",277
101,"Queensland","X20072008",140
101,"Queensland","X20082009",512
101,"Queensland","X20092010",340
101,"Queensland","X20102011",79
101,"Queensland","X20112012",583
101,"Queensland","X20122013",470
101,"Queensland","X20132014",390
101,"Queensland","X20142015",345
101,"Queensland","X20152016",308
101,"Queensland","X20162017",459
101,"Queensland","X20172018",289
101,"Queensland","X20182019",220
101,"Queensland","X20192020",398
102,"Queensland","X20022003",623
102,"Queensland","X20032004",136
102,"Queensland","X20042005",913
102,"Queensland","X20052006",663
102,"Queensland","X20062007",231
102,"Queensland","X20072008",198
102,"Queensland","X20082009",292
102,"Queensland","X20092010",464
102,"Queensland","X20102011",8
102,"Queensland","X20112012",900
102,"Queensland","X20122013",767
102,"Queensland","X20132014",435
102,"Queensland","X20142015",205
102,"Queensland","X20152016",73
102,"Queensland","X20162017",628
102,"Queensland","X20172018",322
102,"Queensland","X20182019",618
102,"Queensland","X20192020",149
103,"Queensland","X20022003",276
103,"Queensland","X20032004",193
103,"Queensland","X20042005",510
103,"Queensland","X20052006",669
103,"Queensland","X20062007",413
103,"Queensland","X20072008",97
103,"Queensland","X20082009",312
103,"Queensland","X20092010",279
103,"Queensland","X20102011",83
103,"Queensland","X20112012",950
103,"Queensland","X20122013",413
103,"Queensland","X20132014",302
103,"Queensland","X20142015",280
103,"Queensland","X20152016",187
103,"Queensland","X20162017",310
103,"Queensland","X20172018",210
103,"Queensland","X20182019",350
103,"Queensland","X20192020",231
104,"Queensland","X20022003",471
104,"Queensland","X20032004",192
104,"Queensland","X20042005",351
104,"Queensland","X20052006",544
104,"Queensland","X20062007",258
104,"Queensland","X20072008",206
104,"Queensland","X20082009",180
104,"Queensland","X20092010",403
104,"Queensland","X20102011",78
104,"Queensland","X20112012",1407
104,"Queensland","X20122013",312
104,"Queensland","X20132014",376
104,"Queensland","X20142015",215
104,"Queensland","X20152016",144
104,"Queensland","X20162017",764
104,"Queensland","X20172018",267
104,"Queensland","X20182019",300
104,"Queensland","X20192020",141
105,"Queensland","X20022003",175
105,"Queensland","X20032004",148
105,"Queensland","X20042005",872
105,"Queensland","X20052006",741
105,"Queensland","X20062007",102
105,"Queensland","X20072008",587
105,"Queensland","X20082009",225
105,"Queensland","X20092010",657
105,"Queensland","X20102011",248
105,"Queensland","X20112012",1525
105,"Queensland","X20122013",307
105,"Queensland","X20132014",170
105,"Queensland","X20142015",282
105,"Queensland","X20152016",169
105,"Queensland","X20162017",391
105,"Queensland","X20172018",127
105,"Queensland","X20182019",250
105,"Queensland","X20192020",232
106,"Queensland","X20022003",485
106,"Queensland","X20032004",190
106,"Queensland","X20042005",557
106,"Queensland","X20052006",223
106,"Queensland","X20062007",245
106,"Queensland","X20072008",369
106,"Queensland","X20082009",101
106,"Queensland","X20092010",611
106,"Queensland","X20102011",118
106,"Queensland","X20112012",2123
106,"Queensland","X20122013",357
106,"Queensland","X20132014",247
106,"Queensland","X20142015",200
106,"Queensland","X20152016",295
106,"Queensland","X20162017",616
106,"Queensland","X20172018",226
106,"Queensland","X20182019",122
106,"Queensland","X20192020",130
107,"Queensland","X20022003",565
107,"Queensland","X20032004",441
107,"Queensland","X20042005",735
107,"Queensland","X20052006",231
107,"Queensland","X20062007",137
107,"Queensland","X20072008",434
107,"Queensland","X20082009",170
107,"Queensland","X20092010",1035
107,"Queensland","X20102011",17
107,"Queensland","X20112012",2619
107,"Queensland","X20122013",786
107,"Queensland","X20132014",264
107,"Queensland","X20142015",586
107,"Queensland","X20152016",149
107,"Queensland","X20162017",197
107,"Queensland","X20172018",65
107,"Queensland","X20182019",389
107,"Queensland","X20192020",247
108,"Queensland","X20022003",549
108,"Queensland","X20032004",201
108,"Queensland","X20042005",749
108,"Queensland","X20052006",267
108,"Queensland","X20062007",326
108,"Queensland","X20072008",355
108,"Queensland","X20082009",93
108,"Queensland","X20092010",1150
108,"Queensland","X20102011",67
108,"Queensland","X20112012",1527
108,"Queensland","X20122013",644
108,"Queensland","X20132014",111
108,"Queensland","X20142015",357
108,"Queensland","X20152016",279
108,"Queensland","X20162017",254
108,"Queensland","X20172018",30
108,"Queensland","X20182019",95
108,"Queensland","X20192020",203
109,"Queensland","X20022003",869
109,"Queensland","X20032004",340
109,"Queensland","X20042005",495
109,"Queensland","X20052006",503
109,"Queensland","X20062007",118
109,"Queensland","X20072008",410
109,"Queensland","X20082009",317
109,"Queensland","X20092010",1287
109,"Queensland","X20102011",62
109,"Queensland","X20112012",1075
109,"Queensland","X20122013",1051
109,"Queensland","X20132014",133
109,"Queensland","X20142015",573
109,"Queensland","X20152016",111
109,"Queensland","X20162017",392
109,"Queensland","X20172018",18
109,"Queensland","X20182019",376
109,"Queensland","X20192020",105
110,"Queensland","X20022003",562
110,"Queensland","X20032004",187
110,"Queensland","X20042005",394
110,"Queensland","X20052006",290
110,"Queensland","X20062007",251
110,"Queensland","X20072008",202
110,"Queensland","X20082009",332
110,"Queensland","X20092010",422
110,"Queensland","X20102011",198
110,"Queensland","X20112012",486
110,"Queensland","X20122013",685
110,"Queensland","X20132014",140
110,"Queensland","X20142015",756
110,"Queensland","X20152016",356
110,"Queensland","X20162017",170
110,"Queensland","X20172018",48
110,"Queensland","X20182019",144
110,"Queensland","X20192020",249
111,"Queensland","X20022003",998
111,"Queensland","X20032004",400
111,"Queensland","X20042005",131
111,"Queensland","X20052006",79
111,"Queensland","X20062007",227
111,"Queensland","X20072008",435
111,"Queensland","X20082009",299
111,"Queensland","X20092010",818
111,"Queensland","X20102011",147
111,"Queensland","X20112012",317
111,"Queensland","X20122013",1270
111,"Queensland","X20132014",323
111,"Queensland","X20142015",742
111,"Queensland","X20152016",334
111,"Queensland","X20162017",408
111,"Queensland","X20172018",45
111,"Queensland","X20182019",321
111,"Queensland","X20192020",143
112,"Queensland","X20022003",582
112,"Queensland","X20032004",198
112,"Queensland","X20042005",260
112,"Queensland","X20052006",279
112,"Queensland","X20062007",177
112,"Queensland","X20072008",196
112,"Queensland","X20082009",262
112,"Queensland","X20092010",745
112,"Queensland","X20102011",144
112,"Queensland","X20112012",411
112,"Queensland","X20122013",639
112,"Queensland","X20132014",169
112,"Queensland","X20142015",760
112,"Queensland","X20152016",312
112,"Queensland","X20162017",211
112,"Queensland","X20172018",18
112,"Queensland","X20182019",287
112,"Queensland","X20192020",311
113,"Queensland","X20022003",823
113,"Queensland","X20032004",290
113,"Queensland","X20042005",458
113,"Queensland","X20052006",104
113,"Queensland","X20062007",142
113,"Queensland","X20072008",197
113,"Queensland","X20082009",141
113,"Queensland","X20092010",719
113,"Queensland","X20102011",99
113,"Queensland","X20112012",569
113,"Queensland","X20122013",1292
113,"Queensland","X20132014",398
113,"Queensland","X20142015",320
113,"Queensland","X20152016",181
113,"Queensland","X20162017",397
113,"Queensland","X20172018",8
113,"Queensland","X20182019",271
113,"Queensland","X20192020",120
114,"Queensland","X20022003",607
114,"Queensland","X20032004",571
114,"Queensland","X20042005",1341
114,"Queensland","X20052006",356
114,"Queensland","X20062007",104
114,"Queensland","X20072008",150
114,"Queensland","X20082009",335
114,"Queensland","X20092010",864
114,"Queensland","X20102011",76
114,"Queensland","X20112012",237
114,"Queensland","X20122013",686
114,"Queensland","X20132014",249
114,"Queensland","X20142015",579
114,"Queensland","X20152016",157
114,"Queensland","X20162017",182
114,"Queensland","X20172018",48
114,"Queensland","X20182019",297
114,"Queensland","X20192020",157
115,"Queensland","X20022003",1140
115,"Queensland","X20032004",331
115,"Queensland","X20042005",1778
115,"Queensland","X20052006",338
115,"Queensland","X20062007",207
115,"Queensland","X20072008",163
115,"Queensland","X20082009",593
115,"Queensland","X20092010",685
115,"Queensland","X20102011",141
115,"Queensland","X20112012",559
115,"Queensland","X20122013",1528
115,"Queensland","X20132014",126
115,"Queensland","X20142015",338
115,"Queensland","X20152016",310
115,"Queensland","X20162017",213
115,"Queensland","X20172018",118
115,"Queensland","X20182019",197
115,"Queensland","X20192020",112
116,"Queensland","X20022003",673
116,"Queensland","X20032004",360
116,"Queensland","X20042005",2121
116,"Queensland","X20052006",210
116,"Queensland","X20062007",104
116,"Queensland","X20072008",190
116,"Queensland","X20082009",926
116,"Queensland","X20092010",1096
116,"Queensland","X20102011",103
116,"Queensland","X20112012",368
116,"Queensland","X20122013",847
116,"Queensland","X20132014",204
116,"Queensland","X20142015",1005
116,"Queensland","X20152016",327
116,"Queensland","X20162017",51
116,"Queensland","X20172018",106
116,"Queensland","X20182019",546
116,"Queensland","X20192020",69
117,"Queensland","X20022003",638
117,"Queensland","X20032004",301
117,"Queensland","X20042005",2108
117,"Queensland","X20052006",198
117,"Queensland","X20062007",305
117,"Queensland","X20072008",135
117,"Queensland","X20082009",676
117,"Queensland","X20092010",713
117,"Queensland","X20102011",263
117,"Queensland","X20112012",866
117,"Queensland","X20122013",379
117,"Queensland","X20132014",172
117,"Queensland","X20142015",389
117,"Queensland","X20152016",424
117,"Queensland","X20162017",122
117,"Queensland","X20172018",266
117,"Queensland","X20182019",390
117,"Queensland","X20192020",39
118,"Queensland","X20022003",510
118,"Queensland","X20032004",357
118,"Queensland","X20042005",1180
118,"Queensland","X20052006",172
118,"Queensland","X20062007",151
118,"Queensland","X20072008",320
118,"Queensland","X20082009",590
118,"Queensland","X20092010",892
118,"Queensland","X20102011",279
118,"Queensland","X20112012",1408
118,"Queensland","X20122013",952
118,"Queensland","X20132014",238
118,"Queensland","X20142015",357
118,"Queensland","X20152016",230
118,"Queensland","X20162017",167
118,"Queensland","X20172018",288
118,"Queensland","X20182019",994
118,"Queensland","X20192020",23
119,"Queensland","X20022003",330
119,"Queensland","X20032004",490
119,"Queensland","X20042005",1243
119,"Queensland","X20052006",351
119,"Queensland","X20062007",246
119,"Queensland","X20072008",246
119,"Queensland","X20082009",475
119,"Queensland","X20092010",552
119,"Queensland","X20102011",437
119,"Queensland","X20112012",1479
119,"Queensland","X20122013",792
119,"Queensland","X20132014",303
119,"Queensland","X20142015",539
119,"Queensland","X20152016",483
119,"Queensland","X20162017",178
119,"Queensland","X20172018",218
119,"Queensland","X20182019",564
119,"Queensland","X20192020",91
120,"Queensland","X20022003",649
120,"Queensland","X20032004",204
120,"Queensland","X20042005",816
120,"Queensland","X20052006",264
120,"Queensland","X20062007",215
120,"Queensland","X20072008",336
120,"Queensland","X20082009",371
120,"Queensland","X20092010",406
120,"Queensland","X20102011",162
120,"Queensland","X20112012",1475
120,"Queensland","X20122013",595
120,"Queensland","X20132014",389
120,"Queensland","X20142015",453
120,"Queensland","X20152016",378
120,"Queensland","X20162017",387
120,"Queensland","X20172018",302
120,"Queensland","X20182019",595
120,"Queensland","X20192020",70
121,"Queensland","X20022003",423
121,"Queensland","X20032004",846
121,"Queensland","X20042005",1604
121,"Queensland","X20052006",611
121,"Queensland","X20062007",191
121,"Queensland","X20072008",358
121,"Queensland","X20082009",874
121,"Queensland","X20092010",366
121,"Queensland","X20102011",657
121,"Queensland","X20112012",1043
121,"Queensland","X20122013",420
121,"Queensland","X20132014",227
121,"Queensland","X20142015",665
121,"Queensland","X20152016",309
121,"Queensland","X20162017",293
121,"Queensland","X20172018",105
121,"Queensland","X20182019",288
121,"Queensland","X20192020",20
122,"Queensland","X20022003",1356
122,"Queensland","X20032004",602
122,"Queensland","X20042005",1201
122,"Queensland","X20052006",296
122,"Queensland","X20062007",178
122,"Queensland","X20072008",291
122,"Queensland","X20082009",524
122,"Queensland","X20092010",281
122,"Queensland","X20102011",356
122,"Queensland","X20112012",1877
122,"Queensland","X20122013",284
122,"Queensland","X20132014",195
122,"Queensland","X20142015",488
122,"Queensland","X20152016",287
122,"Queensland","X20162017",528
122,"Queensland","X20172018",209
122,"Queensland","X20182019",86
122,"Queensland","X20192020",2
123,"Queensland","X20022003",705
123,"Queensland","X20032004",1198
123,"Queensland","X20042005",576
123,"Queensland","X20052006",697
123,"Queensland","X20062007",108
123,"Queensland","X20072008",561
123,"Queensland","X20082009",980
123,"Queensland","X20092010",599
123,"Queensland","X20102011",154
123,"Queensland","X20112012",1153
123,"Queensland","X20122013",406
123,"Queensland","X20132014",283
123,"Queensland","X20142015",905
123,"Queensland","X20152016",240
123,"Queensland","X20162017",378
123,"Queensland","X20172018",309
123,"Queensland","X20182019",190
123,"Queensland","X20192020",53
124,"Queensland","X20022003",678
124,"Queensland","X20032004",304
124,"Queensland","X20042005",662
124,"Queensland","X20052006",462
124,"Queensland","X20062007",201
124,"Queensland","X20072008",368
124,"Queensland","X20082009",454
124,"Queensland","X20092010",359
124,"Queensland","X20102011",85
124,"Queensland","X20112012",1229
124,"Queensland","X20122013",640
124,"Queensland","X20132014",139
124,"Queensland","X20142015",397
124,"Queensland","X20152016",358
124,"Queensland","X20162017",431
124,"Queensland","X20172018",481
124,"Queensland","X20182019",188
124,"Queensland","X20192020",38
125,"Queensland","X20022003",397
125,"Queensland","X20032004",819
125,"Queensland","X20042005",414
125,"Queensland","X20052006",459
125,"Queensland","X20062007",106
125,"Queensland","X20072008",667
125,"Queensland","X20082009",832
125,"Queensland","X20092010",1327
125,"Queensland","X20102011",71
125,"Queensland","X20112012",642
125,"Queensland","X20122013",1673
125,"Queensland","X20132014",177
125,"Queensland","X20142015",248
125,"Queensland","X20152016",157
125,"Queensland","X20162017",450
125,"Queensland","X20172018",314
125,"Queensland","X20182019",482
125,"Queensland","X20192020",43
126,"Queensland","X20022003",335
126,"Queensland","X20032004",545
126,"Queensland","X20042005",1152
126,"Queensland","X20052006",411
126,"Queensland","X20062007",152
126,"Queensland","X20072008",295
