"Date","name","value","DateNum"
"2019-09-26","NEWCASTLE",40,56
"2019-09-26","BERESFIELD",43,56
"2019-09-26","TAMWORTH",80,56
"2019-09-26","WOLLONGONG",34,56
"2019-09-26","RICHMOND",52,56
"2019-09-26","BARGO",54,56
"2019-09-26","ALBURY",25,56
"2019-09-26","BATHURST",28,56
"2019-09-26","OAKDALE",55,56
"2019-09-26","PROSPECT",52,56
"2019-09-26","SINGLETON",40,56
"2019-09-26","CAMBERWELL",57,56
"2019-09-26","BULGA",55,56
"2019-09-26","WYBONG",49,56
"2019-09-26","ABERDEEN",53,56
"2019-09-26","WARKWORTH",78,56
"2019-09-26","CAMDEN",54,56
"2019-09-26","NARRABRI",19,56
"2019-09-26","GUNNEDAH",48,56
"2019-09-26","ARMIDALE",711,56
"2019-09-26","ORANGE",76,56
"2019-09-26","GOULBURN",-1,56
"2019-09-27","RANDWICK",50,57
"2019-09-27","LIVERPOOL",64,57
"2019-09-27","BRINGELLY",46,57
"2019-09-27","CHULLORA",46,57
"2019-09-27","EARLWOOD",47,57
"2019-09-27","WYONG",48,57
"2019-09-27","CARRINGTON",59,57
"2019-09-27","STOCKTON",90,57
"2019-09-27","NEWCASTLE",48,57
"2019-09-27","BERESFIELD",54,57
"2019-09-27","TAMWORTH",47,57
"2019-09-27","WOLLONGONG",34,57
"2019-09-27","RICHMOND",50,57
"2019-09-27","BARGO",45,57
"2019-09-27","ALBURY",43,57
"2019-09-27","BATHURST",30,57
"2019-09-27","OAKDALE",45,57
"2019-09-27","PROSPECT",49,57
"2019-09-27","SINGLETON",75,57
"2019-09-27","CAMBERWELL",116,57
"2019-09-27","BULGA",26,57
"2019-09-27","WYBONG",32,57
"2019-09-27","ABERDEEN",41,57
"2019-09-27","WARKWORTH",51,57
"2019-09-27","CAMDEN",43,57
"2019-09-27","NARRABRI",16,57
"2019-09-27","GUNNEDAH",42,57
"2019-09-27","ARMIDALE",58,57
"2019-09-27","ORANGE",71,57
"2019-09-27","GOULBURN",-1,57
"2019-09-28","RANDWICK",42,58
"2019-09-28","LIVERPOOL",41,58
"2019-09-28","BRINGELLY",42,58
"2019-09-28","CHULLORA",38,58
"2019-09-28","EARLWOOD",38,58
"2019-09-28","WYONG",40,58
"2019-09-28","CARRINGTON",56,58
"2019-09-28","STOCKTON",79,58
"2019-09-28","NEWCASTLE",58,58
"2019-09-28","BERESFIELD",56,58
"2019-09-28","TAMWORTH",55,58
"2019-09-28","WOLLONGONG",42,58
"2019-09-28","RICHMOND",42,58
"2019-09-28","BARGO",40,58
"2019-09-28","ALBURY",26,58
"2019-09-28","BATHURST",28,58
"2019-09-28","OAKDALE",42,58
"2019-09-28","PROSPECT",40,58
"2019-09-28","SINGLETON",64,58
"2019-09-28","CAMBERWELL",129,58
"2019-09-28","BULGA",49,58
"2019-09-28","WYBONG",49,58
"2019-09-28","ABERDEEN",49,58
"2019-09-28","WARKWORTH",66,58
"2019-09-28","CAMDEN",40,58
"2019-09-28","NARRABRI",18,58
"2019-09-28","GUNNEDAH",47,58
"2019-09-28","ARMIDALE",50,58
"2019-09-28","ORANGE",49,58
"2019-09-28","GOULBURN",-1,58
"2019-09-29","RANDWICK",49,59
"2019-09-29","LIVERPOOL",46,59
"2019-09-29","BRINGELLY",45,59
"2019-09-29","CHULLORA",45,59
"2019-09-29","EARLWOOD",46,59
"2019-09-29","WYONG",45,59
"2019-09-29","CARRINGTON",48,59
"2019-09-29","STOCKTON",70,59
"2019-09-29","NEWCASTLE",47,59
"2019-09-29","BERESFIELD",46,59
"2019-09-29","TAMWORTH",46,59
"2019-09-29","WOLLONGONG",40,59
"2019-09-29","RICHMOND",43,59
"2019-09-29","BARGO",49,59
"2019-09-29","ALBURY",35,59
"2019-09-29","BATHURST",35,59
"2019-09-29","OAKDALE",49,59
"2019-09-29","PROSPECT",50,59
"2019-09-29","SINGLETON",47,59
"2019-09-29","CAMBERWELL",54,59
"2019-09-29","BULGA",64,59
"2019-09-29","WYBONG",47,59
"2019-09-29","ABERDEEN",55,59
"2019-09-29","WARKWORTH",80,59
"2019-09-29","CAMDEN",47,59
"2019-09-29","NARRABRI",20,59
"2019-09-29","GUNNEDAH",49,59
"2019-09-29","ARMIDALE",37,59
"2019-09-29","ORANGE",49,59
"2019-09-29","GOULBURN",-1,59
"2019-09-30","RANDWICK",40,60
"2019-09-30","LIVERPOOL",43,60
"2019-09-30","BRINGELLY",39,60
"2019-09-30","CHULLORA",38,60
"2019-09-30","EARLWOOD",35,60
"2019-09-30","WYONG",38,60
"2019-09-30","CARRINGTON",40,60
"2019-09-30","STOCKTON",55,60
"2019-09-30","NEWCASTLE",47,60
"2019-09-30","BERESFIELD",35,60
"2019-09-30","TAMWORTH",59,60
"2019-09-30","WOLLONGONG",38,60
"2019-09-30","RICHMOND",42,60
"2019-09-30","BARGO",38,60
"2019-09-30","ALBURY",38,60
"2019-09-30","BATHURST",43,60
"2019-09-30","OAKDALE",41,60
"2019-09-30","PROSPECT",44,60
"2019-09-30","SINGLETON",37,60
"2019-09-30","CAMBERWELL",42,60
"2019-09-30","BULGA",38,60
"2019-09-30","WYBONG",64,60
"2019-09-30","ABERDEEN",48,60
"2019-09-30","WARKWORTH",56,60
"2019-09-30","CAMDEN",38,60
"2019-09-30","NARRABRI",33,60
"2019-09-30","GUNNEDAH",56,60
"2019-09-30","ARMIDALE",83,60
"2019-09-30","ORANGE",34,60
"2019-09-30","GOULBURN",-1,60
"2019-10-01","RANDWICK",38,61
"2019-10-01","LIVERPOOL",37,61
"2019-10-01","BRINGELLY",42,61
"2019-10-01","CHULLORA",33,61
"2019-10-01","EARLWOOD",36,61
"2019-10-01","WYONG",36,61
"2019-10-01","CARRINGTON",42,61
"2019-10-01","STOCKTON",84,61
"2019-10-01","NEWCASTLE",52,61
"2019-10-01","BERESFIELD",37,61
"2019-10-01","TAMWORTH",23,61
"2019-10-01","WOLLONGONG",27,61
"2019-10-01","RICHMOND",42,61
"2019-10-01","BARGO",46,61
"2019-10-01","ALBURY",59,61
"2019-10-01","BATHURST",30,61
"2019-10-01","OAKDALE",47,61
"2019-10-01","PROSPECT",41,61
"2019-10-01","SINGLETON",30,61
"2019-10-01","CAMBERWELL",33,61
"2019-10-01","BULGA",35,61
"2019-10-01","WYBONG",52,61
"2019-10-01","ABERDEEN",45,61
"2019-10-01","WARKWORTH",58,61
"2019-10-01","CAMDEN",42,61
"2019-10-01","NARRABRI",23,61
"2019-10-01","GUNNEDAH",47,61
"2019-10-01","ARMIDALE",27,61
"2019-10-01","ORANGE",25,61
"2019-10-01","GOULBURN",-1,61
"2019-10-02","RANDWICK",44,62
"2019-10-02","LIVERPOOL",56,62
"2019-10-02","BRINGELLY",59,62
"2019-10-02","CHULLORA",47,62
"2019-10-02","EARLWOOD",44,62
"2019-10-02","WYONG",35,62
"2019-10-02","CARRINGTON",60,62
"2019-10-02","STOCKTON",80,62
"2019-10-02","NEWCASTLE",48,62
"2019-10-02","BERESFIELD",45,62
"2019-10-02","TAMWORTH",44,62
"2019-10-02","WOLLONGONG",45,62
"2019-10-02","RICHMOND",48,62
"2019-10-02","BARGO",53,62
"2019-10-02","ALBURY",76,62
"2019-10-02","BATHURST",46,62
"2019-10-02","OAKDALE",52,62
"2019-10-02","PROSPECT",56,62
"2019-10-02","SINGLETON",46,62
"2019-10-02","CAMBERWELL",64,62
"2019-10-02","BULGA",45,62
"2019-10-02","WYBONG",37,62
"2019-10-02","ABERDEEN",40,62
"2019-10-02","WARKWORTH",61,62
"2019-10-02","CAMDEN",57,62
"2019-10-02","NARRABRI",31,62
"2019-10-02","GUNNEDAH",49,62
"2019-10-02","ARMIDALE",74,62
"2019-10-02","ORANGE",40,62
"2019-10-02","GOULBURN",-1,62
"2019-10-03","RANDWICK",68,63
"2019-10-03","LIVERPOOL",70,63
"2019-10-03","BRINGELLY",63,63
"2019-10-03","CHULLORA",57,63
"2019-10-03","EARLWOOD",59,63
"2019-10-03","WYONG",60,63
"2019-10-03","CARRINGTON",90,63
"2019-10-03","STOCKTON",109,63
"2019-10-03","NEWCASTLE",66,63
"2019-10-03","BERESFIELD",61,63
"2019-10-03","TAMWORTH",60,63
"2019-10-03","WOLLONGONG",62,63
"2019-10-03","RICHMOND",53,63
"2019-10-03","BARGO",57,63
"2019-10-03","ALBURY",61,63
"2019-10-03","BATHURST",55,63
"2019-10-03","OAKDALE",53,63
"2019-10-03","PROSPECT",66,63
"2019-10-03","SINGLETON",83,63
"2019-10-03","CAMBERWELL",104,63
"2019-10-03","BULGA",70,63
"2019-10-03","WYBONG",64,63
"2019-10-03","ABERDEEN",53,63
"2019-10-03","WARKWORTH",71,63
"2019-10-03","CAMDEN",57,63
"2019-10-03","NARRABRI",26,63
"2019-10-03","GUNNEDAH",50,63
"2019-10-03","ARMIDALE",92,63
"2019-10-03","ORANGE",49,63
"2019-10-03","GOULBURN",-1,63
"2019-10-04","RANDWICK",68,64
"2019-10-04","LIVERPOOL",83,64
"2019-10-04","BRINGELLY",74,64
"2019-10-04","CHULLORA",69,64
"2019-10-04","EARLWOOD",65,64
"2019-10-04","WYONG",54,64
"2019-10-04","CARRINGTON",88,64
"2019-10-04","STOCKTON",130,64
"2019-10-04","NEWCASTLE",77,64
"2019-10-04","BERESFIELD",80,64
"2019-10-04","TAMWORTH",70,64
"2019-10-04","WOLLONGONG",65,64
"2019-10-04","RICHMOND",65,64
"2019-10-04","BARGO",66,64
"2019-10-04","ALBURY",56,64
"2019-10-04","BATHURST",64,64
"2019-10-04","OAKDALE",61,64
"2019-10-04","PROSPECT",69,64
"2019-10-04","SINGLETON",100,64
"2019-10-04","CAMBERWELL",136,64
"2019-10-04","BULGA",65,64
"2019-10-04","WYBONG",69,64
"2019-10-04","ABERDEEN",76,64
"2019-10-04","WARKWORTH",91,64
"2019-10-04","CAMDEN",59,64
"2019-10-04","NARRABRI",33,64
"2019-10-04","GUNNEDAH",49,64
"2019-10-04","ARMIDALE",76,64
"2019-10-04","ORANGE",38,64
"2019-10-04","GOULBURN",-1,64
"2019-10-05","RANDWICK",40,65
"2019-10-05","LIVERPOOL",27,65
"2019-10-05","BRINGELLY",38,65
"2019-10-05","CHULLORA",34,65
"2019-10-05","EARLWOOD",37,65
"2019-10-05","WYONG",39,65
"2019-10-05","CARRINGTON",31,65
"2019-10-05","STOCKTON",48,65
"2019-10-05","NEWCASTLE",39,65
"2019-10-05","BERESFIELD",34,65
"2019-10-05","TAMWORTH",73,65
"2019-10-05","WOLLONGONG",23,65
"2019-10-05","RICHMOND",35,65
"2019-10-05","BARGO",36,65
"2019-10-05","ALBURY",27,65
"2019-10-05","BATHURST",40,65
"2019-10-05","OAKDALE",35,65
"2019-10-05","PROSPECT",36,65
"2019-10-05","SINGLETON",35,65
"2019-10-05","CAMBERWELL",33,65
"2019-10-05","BULGA",39,65
"2019-10-05","WYBONG",55,65
"2019-10-05","ABERDEEN",39,65
"2019-10-05","WARKWORTH",47,65
"2019-10-05","CAMDEN",38,65
"2019-10-05","NARRABRI",43,65
"2019-10-05","GUNNEDAH",51,65
"2019-10-05","ARMIDALE",52,65
"2019-10-05","ORANGE",28,65
"2019-10-05","GOULBURN",-1,65
"2019-10-06","RANDWICK",42,66
"2019-10-06","LIVERPOOL",34,66
"2019-10-06","BRINGELLY",41,66
"2019-10-06","CHULLORA",35,66
"2019-10-06","EARLWOOD",36,66
"2019-10-06","WYONG",40,66
"2019-10-06","CARRINGTON",46,66
"2019-10-06","STOCKTON",110,66
"2019-10-06","NEWCASTLE",39,66
"2019-10-06","BERESFIELD",38,66
"2019-10-06","TAMWORTH",56,66
"2019-10-06","WOLLONGONG",42,66
"2019-10-06","RICHMOND",45,66
"2019-10-06","BARGO",42,66
"2019-10-06","ALBURY",53,66
"2019-10-06","BATHURST",68,66
"2019-10-06","OAKDALE",41,66
"2019-10-06","PROSPECT",44,66
"2019-10-06","SINGLETON",38,66
"2019-10-06","CAMBERWELL",52,66
"2019-10-06","BULGA",45,66
"2019-10-06","WYBONG",43,66
"2019-10-06","ABERDEEN",43,66
"2019-10-06","WARKWORTH",58,66
"2019-10-06","CAMDEN",38,66
"2019-10-06","NARRABRI",32,66
"2019-10-06","GUNNEDAH",56,66
"2019-10-06","ARMIDALE",127,66
"2019-10-06","ORANGE",71,66
"2019-10-06","GOULBURN",-1,66
"2019-10-07","RANDWICK",64,67
"2019-10-07","LIVERPOOL",61,67
"2019-10-07","BRINGELLY",49,67
"2019-10-07","CHULLORA",57,67
"2019-10-07","EARLWOOD",58,67
"2019-10-07","WYONG",60,67
"2019-10-07","CARRINGTON",75,67
"2019-10-07","STOCKTON",112,67
"2019-10-07","NEWCASTLE",78,67
"2019-10-07","BERESFIELD",64,67
"2019-10-07","TAMWORTH",153,67
"2019-10-07","WOLLONGONG",63,67
"2019-10-07","RICHMOND",57,67
"2019-10-07","BARGO",71,67
"2019-10-07","ALBURY",33,67
"2019-10-07","BATHURST",93,67
"2019-10-07","OAKDALE",64,67
"2019-10-07","PROSPECT",66,67
"2019-10-07","SINGLETON",89,67
"2019-10-07","CAMBERWELL",123,67
"2019-10-07","BULGA",101,67
"2019-10-07","WYBONG",117,67
"2019-10-07","ABERDEEN",130,67
"2019-10-07","WARKWORTH",107,67
"2019-10-07","CAMDEN",48,67
"2019-10-07","NARRABRI",136,67
"2019-10-07","GUNNEDAH",105,67
"2019-10-07","ARMIDALE",115,67
"2019-10-07","ORANGE",55,67
"2019-10-07","GOULBURN",-1,67
"2019-10-08","RANDWICK",40,68
"2019-10-08","LIVERPOOL",27,68
"2019-10-08","BRINGELLY",39,68
"2019-10-08","CHULLORA",34,68
"2019-10-08","EARLWOOD",38,68
"2019-10-08","WYONG",40,68
"2019-10-08","CARRINGTON",42,68
"2019-10-08","STOCKTON",54,68
"2019-10-08","NEWCASTLE",42,68
"2019-10-08","BERESFIELD",54,68
"2019-10-08","TAMWORTH",223,68
"2019-10-08","WOLLONGONG",25,68
"2019-10-08","RICHMOND",41,68
"2019-10-08","BARGO",38,68
"2019-10-08","ALBURY",20,68
"2019-10-08","BATHURST",23,68
"2019-10-08","OAKDALE",38,68
"2019-10-08","PROSPECT",37,68
"2019-10-08","SINGLETON",66,68
"2019-10-08","CAMBERWELL",95,68
"2019-10-08","BULGA",57,68
"2019-10-08","WYBONG",87,68
"2019-10-08","ABERDEEN",97,68
"2019-10-08","WARKWORTH",68,68
"2019-10-08","CAMDEN",37,68
"2019-10-08","NARRABRI",277,68
"2019-10-08","GUNNEDAH",178,68
"2019-10-08","ARMIDALE",186,68
"2019-10-08","ORANGE",24,68
"2019-10-08","GOULBURN",-1,68
"2019-10-09","RANDWICK",37,69
"2019-10-09","LIVERPOOL",24,69
"2019-10-09","BRINGELLY",37,69
"2019-10-09","CHULLORA",31,69
"2019-10-09","EARLWOOD",34,69
"2019-10-09","WYONG",37,69
"2019-10-09","CARRINGTON",28,69
"2019-10-09","STOCKTON",34,69
"2019-10-09","NEWCASTLE",37,69
"2019-10-09","BERESFIELD",36,69
"2019-10-09","TAMWORTH",45,69
"2019-10-09","WOLLONGONG",25,69
"2019-10-09","RICHMOND",39,69
"2019-10-09","BARGO",34,69
"2019-10-09","ALBURY",19,69
"2019-10-09","BATHURST",15,69
"2019-10-09","OAKDALE",36,69
"2019-10-09","PROSPECT",35,69
"2019-10-09","SINGLETON",43,69
"2019-10-09","CAMBERWELL",56,69
"2019-10-09","BULGA",24,69
"2019-10-09","WYBONG",42,69
"2019-10-09","ABERDEEN",31,69
"2019-10-09","WARKWORTH",40,69
"2019-10-09","CAMDEN",34,69
"2019-10-09","NARRABRI",67,69
"2019-10-09","GUNNEDAH",42,69
"2019-10-09","ARMIDALE",56,69
"2019-10-09","ORANGE",20,69
"2019-10-09","GOULBURN",-1,69
"2019-10-10","RANDWICK",36,70
"2019-10-10","LIVERPOOL",30,70
"2019-10-10","BRINGELLY",38,70
"2019-10-10","CHULLORA",31,70
"2019-10-10","EARLWOOD",33,70
"2019-10-10","WYONG",36,70
"2019-10-10","CARRINGTON",34,70
"2019-10-10","STOCKTON",55,70
"2019-10-10","NEWCASTLE",36,70
"2019-10-10","BERESFIELD",35,70
"2019-10-10","TAMWORTH",39,70
"2019-10-10","WOLLONGONG",29,70
"2019-10-10","RICHMOND",40,70
"2019-10-10","BARGO",39,70
"2019-10-10","ALBURY",29,70
"2019-10-10","BATHURST",25,70
"2019-10-10","OAKDALE",42,70
"2019-10-10","PROSPECT",36,70
"2019-10-10","SINGLETON",33,70
"2019-10-10","CAMBERWELL",36,70
"2019-10-10","BULGA",31,70
"2019-10-10","WYBONG",53,70
"2019-10-10","ABERDEEN",45,70
"2019-10-10","WARKWORTH",40,70
"2019-10-10","CAMDEN",38,70
"2019-10-10","NARRABRI",60,70
"2019-10-10","GUNNEDAH",44,70
"2019-10-10","ARMIDALE",19,70
"2019-10-10","ORANGE",29,70
"2019-10-10","GOULBURN",-1,70
"2019-10-11","RANDWICK",39,71
"2019-10-11","LIVERPOOL",19,71
"2019-10-11","BRINGELLY",34,71
"2019-10-11","CHULLORA",31,71
"2019-10-11","EARLWOOD",36,71
"2019-10-11","WYONG",39,71
"2019-10-11","CARRINGTON",25,71
"2019-10-11","STOCKTON",45,71
"2019-10-11","NEWCASTLE",23,71
"2019-10-11","BERESFIELD",38,71
"2019-10-11","TAMWORTH",46,71
"2019-10-11","WOLLONGONG",17,71
"2019-10-11","RICHMOND",31,71
"2019-10-11","BARGO",36,71
"2019-10-11","ALBURY",24,71
"2019-10-11","BATHURST",21,71
"2019-10-11","OAKDALE",35,71
"2019-10-11","PROSPECT",32,71
"2019-10-11","SINGLETON",24,71
"2019-10-11","CAMBERWELL",23,71
"2019-10-11","BULGA",19,71
"2019-10-11","WYBONG",40,71
"2019-10-11","ABERDEEN",32,71
"2019-10-11","WARKWORTH",40,71
"2019-10-11","CAMDEN",32,71
"2019-10-11","NARRABRI",47,71
"2019-10-11","GUNNEDAH",59,71
"2019-10-11","ARMIDALE",90,71
"2019-10-11","ORANGE",16,71
"2019-10-11","GOULBURN",-1,71
"2019-10-12","RANDWICK",38,72
"2019-10-12","LIVERPOOL",17,72
"2019-10-12","BRINGELLY",36,72
"2019-10-12","CHULLORA",31,72
"2019-10-12","EARLWOOD",34,72
"2019-10-12","WYONG",36,72
"2019-10-12","CARRINGTON",21,72
"2019-10-12","STOCKTON",45,72
"2019-10-12","NEWCASTLE",27,72
"2019-10-12","BERESFIELD",30,72
"2019-10-12","TAMWORTH",20,72
"2019-10-12","WOLLONGONG",18,72
"2019-10-12","RICHMOND",31,72
"2019-10-12","BARGO",36,72
"2019-10-12","ALBURY",16,72
"2019-10-12","BATHURST",11,72
"2019-10-12","OAKDALE",35,72
"2019-10-12","PROSPECT",34,72
"2019-10-12","SINGLETON",20,72
"2019-10-12","CAMBERWELL",15,72
"2019-10-12","BULGA",15,72
"2019-10-12","WYBONG",22,72
"2019-10-12","ABERDEEN",15,72
"2019-10-12","WARKWORTH",38,72
"2019-10-12","CAMDEN",35,72
"2019-10-12","NARRABRI",18,72
"2019-10-12","GUNNEDAH",50,72
"2019-10-12","ARMIDALE",21,72
"2019-10-12","ORANGE",8,72
"2019-10-12","GOULBURN",-1,72
"2019-10-13","RANDWICK",36,73
"2019-10-13","LIVERPOOL",21,73
"2019-10-13","BRINGELLY",41,73
"2019-10-13","CHULLORA",33,73
"2019-10-13","EARLWOOD",34,73
"2019-10-13","WYONG",36,73
"2019-10-13","CARRINGTON",25,73
"2019-10-13","STOCKTON",50,73
"2019-10-13","NEWCASTLE",28,73
"2019-10-13","BERESFIELD",35,73
"2019-10-13","TAMWORTH",13,73
"2019-10-13","WOLLONGONG",23,73
"2019-10-13","RICHMOND",43,73
"2019-10-13","BARGO",39,73
"2019-10-13","ALBURY",18,73
"2019-10-13","BATHURST",13,73
"2019-10-13","OAKDALE",40,73
"2019-10-13","PROSPECT",39,73
"2019-10-13","SINGLETON",17,73
"2019-10-13","CAMBERWELL",19,73
"2019-10-13","BULGA",20,73
"2019-10-13","WYBONG",31,73
"2019-10-13","ABERDEEN",28,73
"2019-10-13","WARKWORTH",30,73
"2019-10-13","CAMDEN",39,73
"2019-10-13","NARRABRI",6,73
"2019-10-13","GUNNEDAH",50,73
"2019-10-13","ARMIDALE",8,73
"2019-10-13","ORANGE",49,73
"2019-10-13","GOULBURN",-1,73
"2019-10-14","RANDWICK",36,74
"2019-10-14","LIVERPOOL",38,74
"2019-10-14","BRINGELLY",39,74
"2019-10-14","CHULLORA",34,74
"2019-10-14","EARLWOOD",33,74
"2019-10-14","WYONG",35,74
"2019-10-14","CARRINGTON",41,74
"2019-10-14","STOCKTON",69,74
"2019-10-14","NEWCASTLE",36,74
"2019-10-14","BERESFIELD",37,74
"2019-10-14","TAMWORTH",29,74
"2019-10-14","WOLLONGONG",30,74
"2019-10-14","RICHMOND",48,74
"2019-10-14","BARGO",52,74
"2019-10-14","ALBURY",31,74
"2019-10-14","BATHURST",32,74
"2019-10-14","OAKDALE",56,74
"2019-10-14","PROSPECT",49,74
"2019-10-14","SINGLETON",26,74
"2019-10-14","CAMBERWELL",39,74
"2019-10-14","BULGA",63,74
"2019-10-14","WYBONG",36,74
"2019-10-14","ABERDEEN",39,74
"2019-10-14","WARKWORTH",46,74
"2019-10-14","CAMDEN",52,74
"2019-10-14","NARRABRI",23,74
"2019-10-14","GUNNEDAH",64,74
"2019-10-14","ARMIDALE",18,74
"2019-10-14","ORANGE",31,74
"2019-10-14","GOULBURN",-1,74
"2019-10-15","RANDWICK",47,75
"2019-10-15","LIVERPOOL",56,75
"2019-10-15","BRINGELLY",64,75
"2019-10-15","CHULLORA",53,75
"2019-10-15","EARLWOOD",44,75
"2019-10-15","WYONG",45,75
"2019-10-15","CARRINGTON",54,75
"2019-10-15","STOCKTON",90,75
"2019-10-15","NEWCASTLE",54,75
"2019-10-15","BERESFIELD",44,75
"2019-10-15","TAMWORTH",51,75
"2019-10-15","WOLLONGONG",42,75
"2019-10-15","RICHMOND",65,75
"2019-10-15","BARGO",66,75
"2019-10-15","ALBURY",40,75
"2019-10-15","BATHURST",42,75
"2019-10-15","OAKDALE",72,75
"2019-10-15","PROSPECT",57,75
"2019-10-15","SINGLETON",39,75
"2019-10-15","CAMBERWELL",49,75
"2019-10-15","BULGA",51,75
"2019-10-15","WYBONG",58,75
"2019-10-15","ABERDEEN",72,75
"2019-10-15","WARKWORTH",70,75
"2019-10-15","CAMDEN",58,75
"2019-10-15","NARRABRI",38,75
"2019-10-15","GUNNEDAH",62,75
"2019-10-15","ARMIDALE",40,75
"2019-10-15","ORANGE",33,75
"2019-10-15","GOULBURN",-1,75
"2019-10-16","RANDWICK",58,76
"2019-10-16","LIVERPOOL",51,76
"2019-10-16","BRINGELLY",51,76
"2019-10-16","CHULLORA",44,76
"2019-10-16","EARLWOOD",40,76
"2019-10-16","WYONG",41,76
"2019-10-16","CARRINGTON",54,76
"2019-10-16","STOCKTON",71,76
"2019-10-16","NEWCASTLE",53,76
"2019-10-16","BERESFIELD",56,76
"2019-10-16","TAMWORTH",108,76
"2019-10-16","WOLLONGONG",40,76
"2019-10-16","RICHMOND",59,76
"2019-10-16","BARGO",53,76
"2019-10-16","ALBURY",42,76
"2019-10-16","BATHURST",42,76
"2019-10-16","OAKDALE",51,76
"2019-10-16","PROSPECT",50,76
"2019-10-16","SINGLETON",80,76
"2019-10-16","CAMBERWELL",98,76
"2019-10-16","BULGA",88,76
"2019-10-16","WYBONG",58,76
"2019-10-16","ABERDEEN",63,76
"2019-10-16","WARKWORTH",95,76
"2019-10-16","CAMDEN",52,76
"2019-10-16","NARRABRI",76,76
"2019-10-16","GUNNEDAH",72,76
"2019-10-16","ARMIDALE",56,76
"2019-10-16","ORANGE",35,76
"2019-10-16","GOULBURN",-1,76
"2019-10-17","RANDWICK",49,77
"2019-10-17","LIVERPOOL",42,77
"2019-10-17","BRINGELLY",45,77
"2019-10-17","CHULLORA",49,77
"2019-10-17","EARLWOOD",46,77
"2019-10-17","WYONG",50,77
"2019-10-17","CARRINGTON",61,77
"2019-10-17","STOCKTON",81,77
"2019-10-17","NEWCASTLE",56,77
"2019-10-17","BERESFIELD",56,77
"2019-10-17","TAMWORTH",152,77
"2019-10-17","WOLLONGONG",33,77
"2019-10-17","RICHMOND",46,77
"2019-10-17","BARGO",45,77
"2019-10-17","ALBURY",19,77
"2019-10-17","BATHURST",38,77
"2019-10-17","OAKDALE",45,77
"2019-10-17","PROSPECT",51,77
"2019-10-17","SINGLETON",84,77
"2019-10-17","CAMBERWELL",154,77
"2019-10-17","BULGA",55,77
"2019-10-17","WYBONG",90,77
"2019-10-17","ABERDEEN",121,77
"2019-10-17","WARKWORTH",80,77
"2019-10-17","CAMDEN",44,77
"2019-10-17","NARRABRI",213,77
"2019-10-17","GUNNEDAH",159,77
"2019-10-17","ARMIDALE",123,77
"2019-10-17","ORANGE",41,77
"2019-10-17","GOULBURN",-1,77
"2019-10-18","RANDWICK",52,78
"2019-10-18","LIVERPOOL",41,78
"2019-10-18","BRINGELLY",52,78
"2019-10-18","CHULLORA",41,78
"2019-10-18","EARLWOOD",42,78
"2019-10-18","WYONG",47,78
"2019-10-18","CARRINGTON",43,78
"2019-10-18","STOCKTON",73,78
"2019-10-18","NEWCASTLE",39,78
"2019-10-18","BERESFIELD",49,78
"2019-10-18","TAMWORTH",80,78
"2019-10-18","WOLLONGONG",33,78
"2019-10-18","RICHMOND",44,78
"2019-10-18","BARGO",45,78
"2019-10-18","ALBURY",23,78
"2019-10-18","BATHURST",30,78
"2019-10-18","OAKDALE",44,78
"2019-10-18","PROSPECT",47,78
"2019-10-18","SINGLETON",78,78
"2019-10-18","CAMBERWELL",161,78
"2019-10-18","BULGA",57,78
"2019-10-18","WYBONG",36,78
"2019-10-18","ABERDEEN",42,78
"2019-10-18","WARKWORTH",52,78
"2019-10-18","CAMDEN",49,78
"2019-10-18","NARRABRI",64,78
"2019-10-18","GUNNEDAH",53,78
"2019-10-18","ARMIDALE",64,78
"2019-10-18","ORANGE",27,78
"2019-10-18","GOULBURN",-1,78
"2019-10-19","RANDWICK",49,79
"2019-10-19","LIVERPOOL",54,79
"2019-10-19","BRINGELLY",38,79
"2019-10-19","CHULLORA",53,79
"2019-10-19","EARLWOOD",46,79
"2019-10-19","WYONG",43,79
"2019-10-19","CARRINGTON",66,79
"2019-10-19","STOCKTON",103,79
"2019-10-19","NEWCASTLE",63,79
"2019-10-19","BERESFIELD",59,79
"2019-10-19","TAMWORTH",85,79
"2019-10-19","WOLLONGONG",41,79
"2019-10-19","RICHMOND",41,79
"2019-10-19","BARGO",40,79
"2019-10-19","ALBURY",28,79
"2019-10-19","BATHURST",51,79
"2019-10-19","OAKDALE",40,79
"2019-10-19","PROSPECT",50,79
"2019-10-19","SINGLETON",88,79
"2019-10-19","CAMBERWELL",128,79
"2019-10-19","BULGA",58,79
"2019-10-19","WYBONG",69,79
"2019-10-19","ABERDEEN",75,79
"2019-10-19","WARKWORTH",73,79
"2019-10-19","CAMDEN",37,79
"2019-10-19","NARRABRI",54,79
"2019-10-19","GUNNEDAH",62,79
"2019-10-19","ARMIDALE",47,79
"2019-10-19","ORANGE",41,79
"2019-10-19","GOULBURN",-1,79
"2019-10-20","RANDWICK",42,80
"2019-10-20","LIVERPOOL",29,80
"2019-10-20","BRINGELLY",44,80
"2019-10-20","CHULLORA",41,80
"2019-10-20","EARLWOOD",42,80
"2019-10-20","WYONG",37,80
"2019-10-20","CARRINGTON",38,80
"2019-10-20","STOCKTON",73,80
"2019-10-20","NEWCASTLE",47,80
"2019-10-20","BERESFIELD",48,80
"2019-10-20","TAMWORTH",61,80
"2019-10-20","WOLLONGONG",19,80
